id,name,type,length
1028,,DRIFT,0.234700
1029,,QUAD,0.407600
1030,,DRIFT,0.195200
1031,,DRIFT,0.005000
1032,,SEXT,0.190000
1033,,DRIFT,0.005000
1034,,DRIFT,0.421800
1035,,QUAD,0.406400
1036,,DRIFT,0.101800
1037,,BPM,0.000000
1038,,DRIFT,0.484000
1039,,BEND,0.933000
1040,,DRIFT,0.669000
1041,,DRIFT,0.005000
1042,,SEXT,0.290000
1043,,DRIFT,0.005000
1044,,DRIFT,0.196500
1045,,QUAD,0.307000
1046,,DRIFT,0.173000
1047,,BPM,0.000000
1048,,DRIFT,0.285350
1049,,QUAD,0.606300
1050,,DRIFT,0.231850
1051,,DRIFT,0.005000
1052,,SEXT,0.290000
1053,,DRIFT,0.005000
1054,,DRIFT,0.146800
1055,,QUAD,0.406400
1056,,DRIFT,1.288300
1057,,BPM,0.000000
1058,,DRIFT,0.002500
1059,,DRIFT,2.002500
1060,,DRIFT,0.150000
1061,,HTRIM,0.000000
1062,,VTRIM,0.000000
1063,,DRIFT,0.150000
1064,,MPW12,1.150000
1065,,DRIFT,0.150000
1066,,HTRIM,0.000000
1067,,VTRIM,0.000000
1068,,DRIFT,0.150000
1069,,DRIFT,2.002500
1070,,DRIFT,0.002500
1071,,BPM,0.000000
1072,,DRIFT,1.288300
1073,,QUAD,0.406400
1074,,DRIFT,0.146800
1075,,DRIFT,0.005000
1076,,SEXT,0.290000
1077,,DRIFT,0.005000
1078,,DRIFT,0.231850
1079,,QUAD,0.606300
1080,,DRIFT,0.458350
1081,,QUAD,0.307000
1082,,DRIFT,0.196500
1083,,DRIFT,0.005000
1084,,SEXT,0.290000
1085,,DRIFT,0.005000
1086,,DRIFT,0.185000
1087,,BPM,0.000000
1088,,DRIFT,0.484000
1089,,BEND,0.933000
1090,,DRIFT,0.585800
1091,,QUAD,0.406400
1092,,DRIFT,0.158300
1093,,BPM,0.000000
1094,,DRIFT,0.263500
1095,,DRIFT,0.005000
1096,,SEXT,0.190000
1097,,DRIFT,0.005000
1098,,DRIFT,0.195200
1099,,QUAD,0.407600
1100,,DRIFT,0.118700
1101,,BPM,0.000000
1102,,DRIFT,0.116000
1103,,DRIFT,0.005000
1104,,SEXT,0.290000
1105,,DRIFT,0.005000
1106,,DRIFT,0.234700
1107,,QUAD,0.407600
1108,,DRIFT,0.195200
1109,,DRIFT,0.005000
1110,,SEXT,0.190000
1111,,DRIFT,0.005000
1112,,DRIFT,0.421800
1113,,QUAD,0.406400
1114,,DRIFT,0.101800
1115,,BPM,0.000000
1116,,DRIFT,0.484000
1117,,BEND,0.933000
1118,,DRIFT,0.669000
1119,,DRIFT,0.005000
1120,,SEXT,0.290000
1121,,DRIFT,0.005000
1122,,DRIFT,0.196500
1123,,QUAD,0.307000
1124,,DRIFT,0.173000
1125,,BPM,0.000000
1126,,DRIFT,0.285350
1127,,QUAD,0.606300
1128,,DRIFT,0.231850
1129,,DRIFT,0.005000
1130,,SEXT,0.290000
1131,,DRIFT,0.005000
1132,,DRIFT,0.146800
1133,,QUAD,0.406400
1134,,DRIFT,0.288340
1135,,QUAD,0.300000
1136,,DRIFT,0.152700
1137,,DRIFT,0.050000
1138,,HCHICA,0.000000
1139,,DRIFT,0.050000
1140,,DRIFT,0.310760
1141,,BPM,0.000000
1142,,DRIFT,0.150000
1143,,HTRIM,0.000000
1144,,VTRIM,0.000000
1145,,DRIFT,0.150000
1146,,DRIFT,1.202985
1147,,source,0.000000
1148,,DRIFT,1.202985
1149,,DRIFT,0.150000
1150,,HTRIM,0.000000
1151,,VTRIM,0.000000
1152,,DRIFT,0.150000
1153,,BPM,0.000000
1154,,DRIFT,0.259750
1155,,HSTR,0.000000
1156,,VSTR,0.000000
1157,,DRIFT,0.564530
1158,,DRIFT,0.050000
1159,,HCHICA,0.000000
1160,,DRIFT,0.050000
1161,,DRIFT,0.385900
1162,,QUAD,0.600000
1163,,DRIFT,0.200150
1164,,QUAD,0.400000
1165,,DRIFT,0.092480
1166,,BPM,0.000000
1167,,DRIFT,0.081290
1168,,HSTR,0.000000
1169,,VSTR,0.000000
1170,,DRIFT,0.150000
1171,,HTRIM,0.000000
1172,,VTRIM,0.000000
1173,,DRIFT,0.150000
1174,,DRIFT,1.425865
1175,,source,0.000000
1176,,DRIFT,1.425865
1177,,DRIFT,0.150000
1178,,HTRIM,0.000000
1179,,VTRIM,0.000000
1180,,DRIFT,0.150000
1181,,BPM,0.000000
1182,,DRIFT,0.308440
1183,,DRIFT,0.050000
1184,,HCHICA,0.000000
1185,,DRIFT,0.050000
1186,,DRIFT,0.137760
1187,,QUAD,0.300000
1188,,DRIFT,0.196800
1189,,QUAD,0.406400
1190,,DRIFT,0.146800
1191,,DRIFT,0.005000
1192,,SEXT,0.290000
1193,,DRIFT,0.005000
1194,,DRIFT,0.231850
1195,,QUAD,0.606300
1196,,DRIFT,0.458350
1197,,QUAD,0.307000
1198,,DRIFT,0.196500
1199,,DRIFT,0.005000
1200,,SEXT,0.290000
1201,,DRIFT,0.005000
1202,,DRIFT,0.185000
1203,,BPM,0.000000
1204,,DRIFT,0.484000
1205,,BEND,0.933000
1206,,DRIFT,0.585800
1207,,QUAD,0.406400
1208,,DRIFT,0.158300
1209,,BPM,0.000000
1210,,DRIFT,0.263500
1211,,DRIFT,0.005000
1212,,SEXT,0.190000
1213,,DRIFT,0.005000
1214,,DRIFT,0.195200
1215,,QUAD,0.407600
1216,,DRIFT,0.118700
1217,,BPM,0.000000
1218,,DRIFT,0.116000
1219,,DRIFT,0.005000
1220,,SEXT,0.290000
1221,,DRIFT,0.005000
1222,,DRIFT,0.234700
1223,,QUAD,0.407600
1224,,DRIFT,0.195200
1225,,DRIFT,0.005000
1226,,SEXT,0.190000
1227,,DRIFT,0.005000
1228,,DRIFT,0.421800
1229,,QUAD,0.406400
1230,,DRIFT,0.101800
1231,,BPM,0.000000
1232,,DRIFT,0.484000
1233,,BEND,0.933000
1234,,DRIFT,0.669000
1235,,DRIFT,0.005000
1236,,SEXT,0.290000
1237,,DRIFT,0.005000
1238,,DRIFT,0.196500
1239,,QUAD,0.307000
1240,,DRIFT,0.173000
1241,,BPM,0.000000
1242,,DRIFT,0.285350
1243,,QUAD,0.606300
1244,,DRIFT,0.231850
1245,,DRIFT,0.005000
1246,,SEXT,0.290000
1247,,DRIFT,0.005000
1248,,DRIFT,0.146800
1249,,QUAD,0.406400
1250,,DRIFT,1.288300
1251,,BPM,0.000000
1252,,DRIFT,0.002500
1253,,DRIFT,0.150000
1254,,HTRIM,0.000000
1255,,VTRIM,0.000000
1256,,DRIFT,0.150000
1257,,DRIFT,2.577500
1258,,source,0.000000
1259,,DRIFT,2.577500
1260,,DRIFT,0.150000
1261,,HTRIM,0.000000
1262,,VTRIM,0.000000
1263,,DRIFT,0.150000
1264,,DRIFT,0.002500
1265,,BPM,0.000000
1266,,DRIFT,1.288300
1267,,QUAD,0.406400
1268,,DRIFT,0.146800
1269,,DRIFT,0.005000
1270,,SEXT,0.290000
1271,,DRIFT,0.005000
1272,,DRIFT,0.231850
1273,,QUAD,0.606300
1274,,DRIFT,0.458350
1275,,QUAD,0.307000
1276,,DRIFT,0.196500
1277,,DRIFT,0.005000
1278,,SEXT,0.290000
1279,,DRIFT,0.005000
1280,,DRIFT,0.185000
1281,,BPM,0.000000
1282,,DRIFT,0.484000
1283,,BEND,0.933000
1284,,DRIFT,0.585800
1285,,QUAD,0.406400
1286,,DRIFT,0.158300
1287,,BPM,0.000000
1288,,DRIFT,0.263500
1289,,DRIFT,0.005000
1290,,SEXT,0.190000
1291,,DRIFT,0.005000
1292,,DRIFT,0.195200
1293,,QUAD,0.407600
1294,,DRIFT,0.118700
1295,,BPM,0.000000
1296,,DRIFT,0.116000
1297,,DRIFT,0.005000
1298,,SEXT,0.290000
1299,,DRIFT,0.005000
1300,,DRIFT,0.234700
1301,,QUAD,0.407600
1302,,DRIFT,0.195200
1303,,DRIFT,0.005000
1304,,SEXT,0.190000
1305,,DRIFT,0.005000
1306,,DRIFT,0.421800
1307,,QUAD,0.406400
1308,,DRIFT,0.101800
1309,,BPM,0.000000
1310,,DRIFT,0.484000
1311,,BEND,0.933000
1312,,DRIFT,0.669000
1313,,DRIFT,0.005000
1314,,SEXT,0.290000
1315,,DRIFT,0.005000
1316,,DRIFT,0.196500
1317,,QUAD,0.307000
1318,,DRIFT,0.173000
1319,,BPM,0.000000
1320,,DRIFT,0.285350
1321,,QUAD,0.606300
1322,,DRIFT,0.231850
1323,,DRIFT,0.005000
1324,,SEXT,0.290000
1325,,DRIFT,0.005000
1326,,DRIFT,0.146800
1327,,QUAD,0.406400
1328,,DRIFT,1.288300
1329,,BPM,0.000000
1330,,DRIFT,0.002500
1331,,DRIFT,1.857500
1332,,DRIFT,0.150000
1333,,HTRIM,0.000000
1334,,VTRIM,0.000000
1335,,DRIFT,0.150000
1336,,MPW15,1.440000
1337,,DRIFT,0.150000
1338,,HTRIM,0.000000
1339,,VTRIM,0.000000
1340,,DRIFT,0.150000
1341,,DRIFT,1.857500
1342,,DRIFT,0.002500
1343,,BPM,0.000000
1344,,DRIFT,1.288300
1345,,QUAD,0.406400
1346,,DRIFT,0.146800
1347,,DRIFT,0.005000
1348,,SEXT,0.290000
1349,,DRIFT,0.005000
1350,,DRIFT,0.231850
1351,,QUAD,0.606300
1352,,DRIFT,0.458350
1353,,QUAD,0.307000
1354,,DRIFT,0.196500
1355,,DRIFT,0.005000
1356,,SEXT,0.290000
1357,,DRIFT,0.005000
1358,,DRIFT,0.185000
1359,,BPM,0.000000
1360,,DRIFT,0.484000
1361,,BEND,0.933000
1362,,DRIFT,0.585800
1363,,QUAD,0.406400
1364,,DRIFT,0.158300
1365,,BPM,0.000000
1366,,DRIFT,0.263500
1367,,DRIFT,0.005000
1368,,SEXT,0.190000
1369,,DRIFT,0.005000
1370,,DRIFT,0.195200
1371,,QUAD,0.407600
1372,,DRIFT,0.118700
1373,,BPM,0.000000
1374,,DRIFT,0.116000
1375,,DRIFT,0.005000
1376,,SEXT,0.290000
1377,,DRIFT,0.005000
1378,,DRIFT,0.234700
1379,,QUAD,0.407600
1380,,DRIFT,0.195200
1381,,DRIFT,0.005000
1382,,SEXT,0.190000
1383,,DRIFT,0.005000
1384,,DRIFT,0.421800
1385,,QUAD,0.406400
1386,,DRIFT,0.101800
1387,,BPM,0.000000
1388,,DRIFT,0.484000
1389,,BEND,0.933000
1390,,DRIFT,0.669000
1391,,DRIFT,0.005000
1392,,SEXT,0.290000
1393,,DRIFT,0.005000
1394,,DRIFT,0.196500
1395,,QUAD,0.307000
1396,,DRIFT,0.173000
1397,,BPM,0.000000
1398,,DRIFT,0.285350
1399,,QUAD,0.606300
1400,,DRIFT,0.231850
1401,,DRIFT,0.005000
1402,,SEXT,0.290000
1403,,DRIFT,0.005000
1404,,DRIFT,0.146800
1405,,QUAD,0.406400
1406,,DRIFT,1.288300
1407,,BPM,0.000000
1408,,DRIFT,0.002500
1409,,DRIFT,1.605500
1410,,DRIFT,0.150000
1411,,HTRIM,0.000000
1412,,VTRIM,0.000000
1413,,DRIFT,0.150000
1414,,DRIFT,0.972000
1415,,source,0.000000
1416,,DRIFT,0.972000
1417,,DRIFT,0.150000
1418,,HTRIM,0.000000
1419,,VTRIM,0.000000
1420,,DRIFT,0.150000
1421,,DRIFT,1.605500
1422,,DRIFT,0.002500
1423,,BPM,0.000000
1424,,DRIFT,1.288300
1425,,QUAD,0.406400
1426,,DRIFT,0.146800
1427,,DRIFT,0.005000
1428,,SEXT,0.290000
1429,,DRIFT,0.005000
1430,,DRIFT,0.231850
1431,,QUAD,0.606300
1432,,DRIFT,0.458350
1433,,QUAD,0.307000
1434,,DRIFT,0.196500
1435,,DRIFT,0.005000
1436,,SEXT,0.290000
1437,,DRIFT,0.005000
1438,,DRIFT,0.185000
1439,,BPM,0.000000
1440,,DRIFT,0.484000
1441,,BEND,0.933000
1442,,DRIFT,0.585800
1443,,QUAD,0.406400
1444,,DRIFT,0.158300
1445,,BPM,0.000000
1446,,DRIFT,0.263500
1447,,DRIFT,0.005000
1448,,SEXT,0.190000
1449,,DRIFT,0.005000
1450,,DRIFT,0.195200
1451,,QUAD,0.407600
1452,,DRIFT,0.118700
1453,,BPM,0.000000
1454,,DRIFT,0.116000
1455,,DRIFT,0.005000
1456,,SEXT,0.290000
1457,,DRIFT,0.005000
1458,,DRIFT,0.234700
1459,,QUAD,0.407600
1460,,DRIFT,0.195200
1461,,DRIFT,0.005000
1462,,SEXT,0.190000
1463,,DRIFT,0.005000
1464,,DRIFT,0.421800
1465,,QUAD,0.406400
1466,,DRIFT,0.101800
1467,,BPM,0.000000
1468,,DRIFT,0.484000
1469,,source,0.000000
1470,,BEND,0.933000
1471,,DRIFT,0.669000
1472,,DRIFT,0.005000
1473,,SEXT,0.290000
1474,,DRIFT,0.005000
1475,,DRIFT,0.196500
1476,,QUAD,0.307000
1477,,DRIFT,0.173000
1478,,BPM,0.000000
1479,,DRIFT,0.285350
1480,,QUAD,0.606300
1481,,DRIFT,0.231850
1482,,DRIFT,0.005000
1483,,SEXT,0.290000
1484,,DRIFT,0.005000
1485,,DRIFT,0.146800
1486,,QUAD,0.406400
1487,,DRIFT,1.288300
1488,,BPM,0.000000
1489,,DRIFT,4.380000
1490,,RF,0.000000
1491,,AP,0.000000
1492,,DRIFT,4.380000
1493,,BPM,0.000000
1494,,DRIFT,1.288300
1495,,QUAD,0.406400
1496,,DRIFT,0.146800
1497,,DRIFT,0.005000
1498,,SEXT,0.290000
1499,,DRIFT,0.005000
1500,,DRIFT,0.231850
1501,,QUAD,0.606300
1502,,DRIFT,0.458350
1503,,QUAD,0.307000
1504,,DRIFT,0.196500
1505,,DRIFT,0.005000
1506,,SEXT,0.290000
1507,,DRIFT,0.005000
1508,,DRIFT,0.185000
1509,,BPM,0.000000
1510,,DRIFT,0.484000
1511,,BEND,0.933000
1512,,DRIFT,0.585800
1513,,QUAD,0.406400
1514,,DRIFT,0.158300
1515,,BPM,0.000000
1516,,DRIFT,0.263500
1517,,DRIFT,0.005000
1518,,SEXT,0.190000
1519,,DRIFT,0.005000
1520,,DRIFT,0.195200
1521,,QUAD,0.407600
1522,,DRIFT,0.118700
1523,,BPM,0.000000
1524,,DRIFT,0.116000
1525,,DRIFT,0.005000
1526,,SEXT,0.290000
1527,,DRIFT,0.005000
1528,,DRIFT,0.234700
1529,,QUAD,0.407600
1530,,DRIFT,0.195200
1531,,DRIFT,0.005000
1532,,SEXT,0.190000
1533,,DRIFT,0.005000
1534,,DRIFT,0.421800
1535,,QUAD,0.406400
1536,,DRIFT,0.101800
1537,,BPM,0.000000
1538,,DRIFT,0.484000
1539,,BEND,0.933000
1540,,DRIFT,0.669000
1541,,DRIFT,0.005000
1542,,SEXT,0.290000
1543,,DRIFT,0.005000
1544,,DRIFT,0.196500
1545,,QUAD,0.307000
1546,,DRIFT,0.173000
1547,,BPM,0.000000
1548,,DRIFT,0.285350
1549,,QUAD,0.606300
1550,,DRIFT,0.231850
1551,,DRIFT,0.005000
1552,,SEXT,0.290000
1553,,DRIFT,0.005000
1554,,DRIFT,0.146800
1555,,QUAD,0.406400
1556,,DRIFT,1.288300
1557,,BPM,0.000000
1558,,DRIFT,0.002500
1559,,DRIFT,1.605500
1560,,DRIFT,0.150000
1561,,HTRIM,0.000000
1562,,VTRIM,0.000000
1563,,DRIFT,0.150000
1564,,DRIFT,0.972000
1565,,source,0.000000
1566,,DRIFT,0.972000
1567,,DRIFT,0.150000
1568,,HTRIM,0.000000
1569,,VTRIM,0.000000
1570,,DRIFT,0.150000
1571,,DRIFT,1.605500
1572,,DRIFT,0.002500
1573,,BPM,0.000000
1574,,DRIFT,1.288300
1575,,QUAD,0.406400
1576,,DRIFT,0.146800
1577,,DRIFT,0.005000
1578,,SEXT,0.290000
1579,,DRIFT,0.005000
1580,,DRIFT,0.231850
1581,,QUAD,0.606300
1582,,DRIFT,0.458350
1583,,QUAD,0.307000
1584,,DRIFT,0.196500
1585,,DRIFT,0.005000
1586,,SEXT,0.290000
1587,,DRIFT,0.005000
1588,,DRIFT,0.185000
1589,,BPM,0.000000
1590,,DRIFT,0.484000
1591,,BEND,0.933000
1592,,DRIFT,0.585800
1593,,QUAD,0.406400
1594,,DRIFT,0.158300
1595,,BPM,0.000000
1596,,DRIFT,0.263500
1597,,DRIFT,0.005000
1598,,SEXT,0.190000
1599,,DRIFT,0.005000
1600,,DRIFT,0.195200
1601,,QUAD,0.407600
1602,,DRIFT,0.118700
1603,,BPM,0.000000
1604,,DRIFT,0.116000
1605,,DRIFT,0.005000
1606,,SEXT,0.290000
1607,,DRIFT,0.005000
1608,,DRIFT,0.234700
1609,,QUAD,0.407600
1610,,DRIFT,0.195200
1611,,DRIFT,0.005000
1612,,SEXT,0.190000
1613,,DRIFT,0.005000
1614,,DRIFT,0.421800
1615,,QUAD,0.406400
1616,,DRIFT,0.101800
1617,,BPM,0.000000
1618,,DRIFT,0.484000
1619,,source,0.000000
1620,,BEND,0.933000
1621,,DRIFT,0.669000
1622,,DRIFT,0.005000
1623,,SEXT,0.290000
1624,,DRIFT,0.005000
1625,,DRIFT,0.196500
1626,,QUAD,0.307000
1627,,DRIFT,0.173000
1628,,BPM,0.000000
1629,,DRIFT,0.285350
1630,,QUAD,0.606300
1631,,DRIFT,0.231850
1632,,DRIFT,0.005000
1633,,SEXT,0.290000
1634,,DRIFT,0.005000
1635,,DRIFT,0.146800
1636,,QUAD,0.406400
1637,,DRIFT,1.288300
1638,,BPM,0.000000
1639,,DRIFT,0.002500
1640,,DRIFT,0.150000
1641,,HTRIM,0.000000
1642,,VTRIM,0.000000
1643,,DRIFT,0.150000
1644,,DRIFT,2.577500
1645,,source,0.000000
1646,,DRIFT,2.577500
1647,,DRIFT,0.150000
1648,,HTRIM,0.000000
1649,,VTRIM,0.000000
1650,,DRIFT,0.150000
1651,,DRIFT,0.002500
1652,,BPM,0.000000
1653,,DRIFT,1.288300
1654,,QUAD,0.406400
1655,,DRIFT,0.146800
1656,,DRIFT,0.005000
1657,,SEXT,0.290000
1658,,DRIFT,0.005000
1659,,DRIFT,0.231850
1660,,QUAD,0.606300
1661,,DRIFT,0.458350
1662,,QUAD,0.307000
1663,,DRIFT,0.196500
1664,,DRIFT,0.005000
1665,,SEXT,0.290000
1666,,DRIFT,0.005000
1667,,DRIFT,0.185000
1668,,BPM,0.000000
1669,,DRIFT,0.484000
1670,,BEND,0.933000
1671,,DRIFT,0.585800
1672,,QUAD,0.406400
1673,,DRIFT,0.158300
1674,,BPM,0.000000
1675,,DRIFT,0.263500
1676,,DRIFT,0.005000
1677,,SEXT,0.190000
1678,,DRIFT,0.005000
1679,,DRIFT,0.195200
1680,,QUAD,0.407600
1681,,DRIFT,0.118700
1682,,BPM,0.000000
1683,,DRIFT,0.116000
1684,,DRIFT,0.005000
1685,,SEXT,0.290000
1686,,DRIFT,0.005000
1687,,DRIFT,0.234700
1688,,QUAD,0.407600
1689,,DRIFT,0.195200
1690,,DRIFT,0.005000
1691,,SEXT,0.190000
1692,,DRIFT,0.005000
1693,,DRIFT,0.421800
1694,,QUAD,0.406400
1695,,DRIFT,0.101800
1696,,BPM,0.000000
1697,,DRIFT,0.484000
1698,,BEND,0.933000
1699,,DRIFT,0.669000
1700,,DRIFT,0.005000
1701,,SEXT,0.290000
1702,,DRIFT,0.005000
1703,,DRIFT,0.196500
1704,,QUAD,0.307000
1705,,DRIFT,0.173000
1706,,BPM,0.000000
1707,,DRIFT,0.285350
1708,,QUAD,0.606300
1709,,DRIFT,0.231850
1710,,DRIFT,0.005000
1711,,SEXT,0.290000
1712,,DRIFT,0.005000
1713,,DRIFT,0.146800
1714,,QUAD,0.406400
1715,,DRIFT,1.288300
1716,,BPM,0.000000
1717,,DRIFT,0.002500
1718,,DRIFT,0.227500
1719,,DRIFT,0.149000
1720,,DRIFT,0.050000
1721,,HCHICA,0.000000
1722,,DRIFT,0.050000
1723,,DRIFT,1.016000
1724,,DRIFT,0.050000
1725,,DRIFT,0.100000
1726,,HTRIM,0.000000
1727,,VTRIM,0.000000
1728,,DRIFT,0.100000
1729,,DRIFT,0.046000
1730,,DRIFT,1.014000
1731,,source,0.000000
1732,,DRIFT,1.014000
1733,,DRIFT,0.038000
1734,,DRIFT,0.050000
1735,,DRIFT,0.100000
1736,,HTRIM,0.000000
1737,,VTRIM,0.000000
1738,,DRIFT,0.100000
1739,,DRIFT,0.050000
1740,,DRIFT,0.022000
1741,,DRIFT,0.050000
1742,,HCHICA,0.000000
1743,,DRIFT,0.050000
1744,,DRIFT,0.022500
1745,,HTRIM,0.000000
1746,,VTRIM,0.000000
1747,,DRIFT,0.397500
1748,,source,0.000000
1749,,DRIFT,0.397500
1750,,HTRIM,0.000000
1751,,VTRIM,0.000000
1752,,DRIFT,0.130000
1753,,DRIFT,0.050000
1754,,DRIFT,0.050000
1755,,HCHICA,0.000000
1756,,DRIFT,0.050000
1757,,DRIFT,0.203000
1758,,DRIFT,0.178000
1759,,DRIFT,0.002500
1760,,BPM,0.000000
1761,,DRIFT,0.288300
1762,,DRIFT,1.000000
1763,,QUAD,0.406400
1764,,DRIFT,0.146800
1765,,DRIFT,0.005000
1766,,SEXT,0.290000
1767,,DRIFT,0.005000
1768,,DRIFT,0.231850
1769,,QUAD,0.606300
1770,,DRIFT,0.458350
1771,,QUAD,0.307000
1772,,DRIFT,0.196500
1773,,DRIFT,0.005000
1774,,SEXT,0.290000
1775,,DRIFT,0.005000
1776,,DRIFT,0.185000
1777,,BPM,0.000000
1778,,DRIFT,0.484000
1779,,BEND,0.933000
1780,,DRIFT,0.585800
1781,,QUAD,0.406400
1782,,DRIFT,0.158300
1783,,BPM,0.000000
1784,,DRIFT,0.263500
1785,,DRIFT,0.005000
1786,,SEXT,0.190000
1787,,DRIFT,0.005000
1788,,DRIFT,0.195200
1789,,QUAD,0.407600
1790,,DRIFT,0.118700
1791,,BPM,0.000000
1792,,DRIFT,0.116000
1793,,DRIFT,0.005000
1794,,SEXT,0.290000
1795,,DRIFT,0.005000
1796,,DRIFT,0.234700
1797,,QUAD,0.407600
1798,,DRIFT,0.195200
1799,,DRIFT,0.005000
1800,,SEXT,0.190000
1801,,DRIFT,0.005000
1802,,DRIFT,0.421800
1803,,QUAD,0.406400
1804,,DRIFT,0.101800
1805,,BPM,0.000000
1806,,DRIFT,0.484000
1807,,BEND,0.933000
1808,,DRIFT,0.669000
1809,,DRIFT,0.005000
1810,,SEXT,0.290000
1811,,DRIFT,0.005000
1812,,DRIFT,0.196500
1813,,QUAD,0.307000
1814,,DRIFT,0.173000
1815,,BPM,0.000000
1816,,DRIFT,0.285350
1817,,QUAD,0.606300
1818,,DRIFT,0.231850
1819,,DRIFT,0.005000
1820,,SEXT,0.290000
1821,,DRIFT,0.005000
1822,,DRIFT,0.146800
1823,,QUAD,0.406400
1824,,DRIFT,1.288300
1825,,BPM,0.000000
1826,,DRIFT,0.002500
1827,,DRIFT,0.150000
1828,,HTRIM,0.000000
1829,,VTRIM,0.000000
1830,,DRIFT,0.150000
1831,,DRIFT,4.077500
1832,,source,0.000000
1833,,DRIFT,4.077500
1834,,DRIFT,0.150000
1835,,HTRIM,0.000000
1836,,VTRIM,0.000000
1837,,DRIFT,0.150000
1838,,DRIFT,0.002500
1839,,BPM,0.000000
1840,,DRIFT,1.288300
1841,,QUAD,0.406400
1842,,DRIFT,0.146800
1843,,DRIFT,0.005000
1844,,SEXT,0.290000
1845,,DRIFT,0.005000
1846,,DRIFT,0.231850
1847,,QUAD,0.606300
1848,,DRIFT,0.458350
1849,,QUAD,0.307000
1850,,DRIFT,0.196500
1851,,DRIFT,0.005000
1852,,SEXT,0.290000
1853,,DRIFT,0.005000
1854,,DRIFT,0.185000
1855,,BPM,0.000000
1856,,DRIFT,0.484000
1857,,BEND,0.933000
1858,,DRIFT,0.585800
1859,,QUAD,0.406400
1860,,DRIFT,0.158300
1861,,BPM,0.000000
1862,,DRIFT,0.263500
1863,,DRIFT,0.005000
1864,,SEXT,0.190000
1865,,DRIFT,0.005000
1866,,DRIFT,0.195200
1867,,QUAD,0.407600
1868,,DRIFT,0.118700
1869,,BPM,0.000000
1870,,DRIFT,0.116000
1871,,DRIFT,0.005000
1872,,SEXT,0.290000
1873,,DRIFT,0.005000
1874,,DRIFT,0.234700
1875,,QUAD,0.407600
1876,,DRIFT,0.195200
1877,,DRIFT,0.005000
1878,,SEXT,0.190000
1879,,DRIFT,0.005000
1880,,DRIFT,0.421800
1881,,QUAD,0.406400
1882,,DRIFT,0.101800
1883,,BPM,0.000000
1884,,DRIFT,0.484000
1885,,source,0.000000
1886,,BEND,0.933000
1887,,DRIFT,0.669000
1888,,DRIFT,0.005000
1889,,SEXT,0.290000
1890,,DRIFT,0.005000
1891,,DRIFT,0.196500
1892,,QUAD,0.307000
1893,,DRIFT,0.173000
1894,,BPM,0.000000
1895,,DRIFT,0.285350
1896,,QUAD,0.606300
1897,,DRIFT,0.231850
1898,,DRIFT,0.005000
1899,,SEXT,0.290000
1900,,DRIFT,0.005000
1901,,DRIFT,0.146800
1902,,QUAD,0.406400
1903,,DRIFT,1.288300
1904,,BPM,0.000000
1905,,DRIFT,0.002500
1906,,DRIFT,0.150000
1907,,HTRIM,0.000000
1908,,VTRIM,0.000000
1909,,DRIFT,0.150000
1910,,DRIFT,2.577500
1911,,source,0.000000
1912,,DRIFT,2.577500
1913,,DRIFT,0.150000
1914,,HTRIM,0.000000
1915,,VTRIM,0.000000
1916,,DRIFT,0.150000
1917,,DRIFT,0.002500
1918,,BPM,0.000000
1919,,DRIFT,1.288300
1920,,QUAD,0.406400
1921,,DRIFT,0.146800
1922,,DRIFT,0.005000
1923,,SEXT,0.290000
1924,,DRIFT,0.005000
1925,,DRIFT,0.231850
1926,,QUAD,0.606300
1927,,DRIFT,0.458350
1928,,QUAD,0.307000
1929,,DRIFT,0.196500
1930,,DRIFT,0.005000
1931,,SEXT,0.290000
1932,,DRIFT,0.005000
1933,,DRIFT,0.185000
1934,,BPM,0.000000
1935,,DRIFT,0.484000
1936,,BEND,0.933000
1937,,DRIFT,0.585800
1938,,QUAD,0.406400
1939,,DRIFT,0.158300
1940,,BPM,0.000000
1941,,DRIFT,0.263500
1942,,DRIFT,0.005000
1943,,SEXT,0.190000
1944,,DRIFT,0.005000
1945,,DRIFT,0.195200
1946,,QUAD,0.407600
1947,,DRIFT,0.118700
1948,,BPM,0.000000
1949,,DRIFT,0.116000
1950,,DRIFT,0.005000
1951,,SEXT,0.290000
1952,,DRIFT,0.005000
1953,,DRIFT,0.234700
1954,,QUAD,0.407600
1955,,DRIFT,0.195200
1956,,DRIFT,0.005000
1957,,SEXT,0.190000
1958,,DRIFT,0.005000
1959,,DRIFT,0.421800
1960,,QUAD,0.406400
1961,,DRIFT,0.101800
1962,,BPM,0.000000
1963,,DRIFT,0.484000
1964,,source,0.000000
1965,,BEND,0.933000
1966,,DRIFT,0.669000
1967,,DRIFT,0.005000
1968,,SEXT,0.290000
1969,,DRIFT,0.005000
1970,,DRIFT,0.196500
1971,,QUAD,0.307000
1972,,DRIFT,0.173000
1973,,BPM,0.000000
1974,,DRIFT,0.285350
1975,,QUAD,0.606300
1976,,DRIFT,0.231850
1977,,DRIFT,0.005000
1978,,SEXT,0.290000
1979,,DRIFT,0.005000
1980,,DRIFT,0.146800
1981,,QUAD,0.406400
1982,,DRIFT,1.288300
1983,,BPM,0.000000
1984,,DRIFT,0.002500
1985,,DRIFT,0.150000
1986,,HTRIM,0.000000
1987,,VTRIM,0.000000
1988,,DRIFT,0.150000
1989,,DRIFT,2.577500
1990,,source,0.000000
1991,,DRIFT,2.577500
