id,name,type,length,cell
885,885,BPM10,0.000000,
886,886,DRIFT,0.059500,
887,887,DRIFT,0.150000,
888,888,HTRIM,0.000000,10
889,889,VTRIM,0.000000,10
890,890,DRIFT,0.150000,
891,891,DRIFT,0.785000,
892,892,source,0.000000,
893,893,DRIFT,0.785000,
894,894,DRIFT,0.150000,
895,895,HTRIM,0.000000,10
896,896,VTRIM,0.000000,10
897,897,DRIFT,0.150000,
898,898,DRIFT,0.539000,
899,899,DRIFT,0.050000,
900,900,HCHICA,0.000000,
901,901,DRIFT,0.050000,
902,902,DRIFT,0.727600,
903,903,DRIFT,0.050000,
904,904,HCHICA,0.000000,
905,905,DRIFT,0.050000,
906,906,DRIFT,0.234600,
907,907,BPM,0.000000,
908,908,DRIFT,0.150100,
909,909,QUAD,0.406400,10
910,910,DRIFT,0.146800,
911,911,DRIFT,0.005000,
912,912,SEXT,0.290000,10
913,913,DRIFT,0.005000,
914,914,DRIFT,0.231850,
915,915,QUAD,0.606300,10
916,916,DRIFT,0.458350,
917,917,QUAD,0.307000,10
918,918,DRIFT,0.196500,
919,919,DRIFT,0.005000,
920,920,SEXT,0.290000,10
921,921,DRIFT,0.005000,
922,922,DRIFT,0.185000,
923,923,BPM,0.000000,
924,924,DRIFT,0.484000,
925,925,BEND,0.933000,10
926,926,DRIFT,0.585800,
927,927,QUAD,0.406400,10
928,928,DRIFT,0.158300,
929,929,BPM,0.000000,
930,930,DRIFT,0.263500,
931,931,DRIFT,0.005000,
932,932,SEXT,0.190000,10
933,933,DRIFT,0.005000,
934,934,DRIFT,0.195200,
935,935,QUAD,0.407600,10
936,936,DRIFT,0.118700,
937,937,BPM,0.000000,
938,938,DRIFT,0.116000,
939,939,DRIFT,0.005000,
940,940,SEXT,0.290000,10
941,941,DRIFT,0.005000,
942,942,DRIFT,0.234700,
943,943,QUAD,0.407600,10
944,944,DRIFT,0.195200,
945,945,DRIFT,0.005000,
946,946,SEXT,0.190000,10
947,947,DRIFT,0.005000,
948,948,DRIFT,0.421800,
949,949,QUAD,0.406400,10
950,950,DRIFT,0.101800,
951,951,BPM,0.000000,
952,952,DRIFT,0.484000,
953,953,BEND,0.933000,10
954,954,DRIFT,0.669000,
955,955,DRIFT,0.005000,
956,956,SEXT,0.290000,10
957,957,DRIFT,0.005000,
958,958,DRIFT,0.196500,
959,959,QUAD,0.307000,10
960,960,DRIFT,0.173000,
961,961,BPM,0.000000,
962,962,DRIFT,0.285350,
963,963,QUAD,0.606300,10
964,964,DRIFT,0.231850,
965,965,DRIFT,0.005000,
966,966,SEXT,0.290000,10
967,967,DRIFT,0.005000,
968,968,DRIFT,0.146800,
969,969,QUAD,0.406400,10
970,970,DRIFT,1.288300,
971,971,BPM,0.000000,
972,972,DRIFT,0.002500,
973,973,DRIFT,0.150000,
974,974,HTRIM,0.000000,10
975,975,VTRIM,0.000000,10
976,976,DRIFT,0.150000,
977,977,DRIFT,2.577500,
978,978,source,0.000000,
979,979,DRIFT,2.577500,
980,980,DRIFT,0.150000,
981,981,HTRIM,0.000000,10
982,982,VTRIM,0.000000,10
983,983,DRIFT,0.150000,
984,984,DRIFT,0.002500,
985,985,BPM,0.000000,
986,986,DRIFT,1.288300,
987,987,QUAD,0.406400,11
988,988,DRIFT,0.146800,
989,989,DRIFT,0.005000,
990,990,SEXT,0.290000,11
991,991,DRIFT,0.005000,
992,992,DRIFT,0.231850,
993,993,QUAD,0.606300,11
994,994,DRIFT,0.458350,
995,995,QUAD,0.307000,11
996,996,DRIFT,0.196500,
997,997,DRIFT,0.005000,
998,998,SEXT,0.290000,11
999,999,DRIFT,0.005000,
1000,1000,DRIFT,0.185000,
1001,1001,BPM,0.000000,
1002,1002,DRIFT,0.484000,
1003,1003,BEND,0.933000,11
1004,1004,DRIFT,0.585800,
1005,1005,QUAD,0.406400,11
1006,1006,DRIFT,0.158300,
1007,1007,BPM,0.000000,
1008,1008,DRIFT,0.263500,
1009,1009,DRIFT,0.005000,
1010,1010,SEXT,0.190000,11
1011,1011,DRIFT,0.005000,
1012,1012,DRIFT,0.195200,
1013,1013,QUAD,0.407600,11
1014,1014,DRIFT,0.118700,
1015,1015,BPM,0.000000,
1016,1016,DRIFT,0.116000,
1017,1017,DRIFT,0.005000,
1018,1018,SEXT,0.290000,11
1019,1019,DRIFT,0.005000,
1020,1020,DRIFT,0.234700,
1021,1021,QUAD,0.407600,11
1022,1022,DRIFT,0.195200,
1023,1023,DRIFT,0.005000,
1024,1024,DRIFT,0.190000,
1025,1025,DRIFT,0.000000,
1026,1026,DRIFT,0.000000,
1027,1027,DRIFT,0.005000,
1028,1028,DRIFT,0.421800,
1029,1029,QUAD,0.406400,11
1030,1030,DRIFT,0.101800,
1031,1031,BPM,0.000000,
1032,1032,DRIFT,0.484000,
1033,1033,BEND,0.933000,11
1034,1034,DRIFT,0.669000,
1035,1035,DRIFT,0.005000,
1036,1036,SEXT,0.290000,11
1037,1037,DRIFT,0.005000,
1038,1038,DRIFT,0.196500,
1039,1039,QUAD,0.307000,11
1040,1040,DRIFT,0.173000,
1041,1041,BPM,0.000000,
1042,1042,DRIFT,0.285350,
1043,1043,QUAD,0.606300,11
1044,1044,DRIFT,0.231850,
1045,1045,DRIFT,0.005000,
1046,1046,SEXT,0.290000,11
1047,1047,DRIFT,0.005000,
1048,1048,DRIFT,0.146800,
1049,1049,QUAD,0.406400,11
1050,1050,DRIFT,1.288300,
1051,1051,BPM,0.000000,
1052,1052,DRIFT,0.002500,
1053,1053,DRIFT,2.002500,
1054,1054,DRIFT,0.150000,
1055,1055,HTRIM,0.000000,11
1056,1056,VTRIM,0.000000,11
1057,1057,DRIFT,0.150000,
1058,1058,MPW12,1.150000,
1059,1059,DRIFT,0.150000,
1060,1060,HTRIM,0.000000,11
1061,1061,VTRIM,0.000000,11
1062,1062,DRIFT,0.150000,
1063,1063,DRIFT,2.002500,
1064,1064,DRIFT,0.002500,
1065,1065,BPM,0.000000,
1066,1066,DRIFT,1.288300,
1067,1067,QUAD,0.406400,12
1068,1068,DRIFT,0.146800,
1069,1069,DRIFT,0.005000,
1070,1070,SEXT,0.290000,12
1071,1071,DRIFT,0.005000,
1072,1072,DRIFT,0.231850,
1073,1073,QUAD,0.606300,12
1074,1074,DRIFT,0.458350,
1075,1075,QUAD,0.307000,12
1076,1076,DRIFT,0.196500,
1077,1077,DRIFT,0.005000,
1078,1078,SEXT,0.290000,12
1079,1079,DRIFT,0.005000,
1080,1080,DRIFT,0.185000,
1081,1081,BPM,0.000000,
1082,1082,DRIFT,0.484000,
1083,1083,BEND,0.933000,12
1084,1084,DRIFT,0.585800,
1085,1085,QUAD,0.406400,12
1086,1086,DRIFT,0.158300,
1087,1087,BPM,0.000000,
1088,1088,DRIFT,0.263500,
1089,1089,DRIFT,0.005000,
1090,1090,SEXT,0.190000,12
1091,1091,DRIFT,0.005000,
1092,1092,DRIFT,0.195200,
1093,1093,QUAD,0.407600,12
1094,1094,DRIFT,0.118700,
1095,1095,BPM,0.000000,
1096,1096,DRIFT,0.116000,
1097,1097,DRIFT,0.005000,
1098,1098,SEXT,0.290000,12
1099,1099,DRIFT,0.005000,
1100,1100,DRIFT,0.234700,
1101,1101,QUAD,0.407600,12
1102,1102,DRIFT,0.195200,
1103,1103,DRIFT,0.005000,
1104,1104,SEXT,0.190000,12
1105,1105,DRIFT,0.005000,
1106,1106,DRIFT,0.421800,
1107,1107,QUAD,0.406400,12
1108,1108,DRIFT,0.101800,
1109,1109,BPM,0.000000,
1110,1110,DRIFT,0.484000,
1111,1111,BEND,0.933000,12
1112,1112,DRIFT,0.669000,
1113,1113,DRIFT,0.005000,
1114,1114,SEXT,0.290000,12
1115,1115,DRIFT,0.005000,
1116,1116,DRIFT,0.196500,
1117,1117,QUAD,0.307000,12
1118,1118,DRIFT,0.173000,
1119,1119,BPM,0.000000,
1120,1120,DRIFT,0.285350,
1121,1121,QUAD,0.606300,12
1122,1122,DRIFT,0.231850,
1123,1123,DRIFT,0.005000,
1124,1124,SEXT,0.290000,12
1125,1125,DRIFT,0.005000,
1126,1126,DRIFT,0.146800,
1127,1127,QUAD,0.406400,12
1128,1128,DRIFT,0.288340,
1129,1129,QUAD,0.300000,13
1130,1130,DRIFT,0.152700,
1131,1131,DRIFT,0.050000,
1132,1132,HCHICA,0.000000,
1133,1133,DRIFT,0.050000,
1134,1134,DRIFT,0.310760,
1135,1135,BPM,0.000000,
1136,1136,DRIFT,0.150000,
1137,1137,HTRIM,0.000000,12
1138,1138,VTRIM,0.000000,12
1139,1139,DRIFT,0.150000,
1140,1140,DRIFT,1.202985,
1141,1141,source,0.000000,
1142,1142,DRIFT,1.202985,
1143,1143,DRIFT,0.150000,
1144,1144,HTRIM,0.000000,12
1145,1145,VTRIM,0.000000,12
1146,1146,DRIFT,0.150000,
1147,1147,BPM,0.000000,
1148,1148,DRIFT,0.259750,
1149,1149,DRIFT,0.564530,
1150,1150,DRIFT,0.050000,
1151,1151,HCHICA,0.000000,
1152,1152,DRIFT,0.050000,
1153,1153,DRIFT,0.385900,
1154,1154,QUAD,0.600000,13
1155,1155,DRIFT,0.200150,
1156,1156,QUAD,0.400000,13
1157,1157,DRIFT,0.092480,
1158,1158,BPM,0.000000,
1159,1159,DRIFT,0.081290,
1160,1160,DRIFT,0.150000,
1161,1161,HTRIM,0.000000,13
1162,1162,VTRIM,0.000000,13
1163,1163,DRIFT,0.150000,
1164,1164,DRIFT,1.425865,
1165,1165,source,0.000000,
1166,1166,DRIFT,1.425865,
1167,1167,DRIFT,0.150000,
1168,1168,HTRIM,0.000000,13
1169,1169,VTRIM,0.000000,13
1170,1170,DRIFT,0.150000,
1171,1171,BPM,0.000000,
1172,1172,DRIFT,0.308440,
1173,1173,DRIFT,0.050000,
1174,1174,HCHICA,0.000000,
1175,1175,DRIFT,0.050000,
1176,1176,DRIFT,0.137760,
1177,1177,QUAD,0.300000,13
1178,1178,DRIFT,0.196800,
1179,1179,QUAD,0.406400,13
1180,1180,DRIFT,0.146800,
1181,1181,DRIFT,0.005000,
1182,1182,SEXT,0.290000,13
1183,1183,DRIFT,0.005000,
1184,1184,DRIFT,0.231850,
1185,1185,QUAD,0.606300,13
1186,1186,DRIFT,0.458350,
1187,1187,QUAD,0.307000,13
1188,1188,DRIFT,0.196500,
1189,1189,DRIFT,0.005000,
1190,1190,SEXT,0.290000,13
1191,1191,DRIFT,0.005000,
1192,1192,DRIFT,0.185000,
1193,1193,BPM,0.000000,
1194,1194,DRIFT,0.484000,
1195,1195,BEND,0.933000,13
1196,1196,DRIFT,0.585800,
1197,1197,QUAD,0.406400,13
1198,1198,DRIFT,0.158300,
1199,1199,BPM,0.000000,
1200,1200,DRIFT,0.263500,
1201,1201,DRIFT,0.005000,
1202,1202,SEXT,0.190000,13
1203,1203,DRIFT,0.005000,
1204,1204,DRIFT,0.195200,
1205,1205,QUAD,0.407600,13
1206,1206,DRIFT,0.118700,
1207,1207,BPM,0.000000,
1208,1208,DRIFT,0.116000,
1209,1209,DRIFT,0.005000,
1210,1210,SEXT,0.290000,13
1211,1211,DRIFT,0.005000,
1212,1212,DRIFT,0.234700,
1213,1213,QUAD,0.407600,13
1214,1214,DRIFT,0.195200,
1215,1215,DRIFT,0.005000,
1216,1216,SEXT,0.190000,13
1217,1217,DRIFT,0.005000,
1218,1218,DRIFT,0.421800,
1219,1219,QUAD,0.406400,13
1220,1220,DRIFT,0.101800,
1221,1221,BPM,0.000000,
1222,1222,DRIFT,0.484000,
1223,1223,BEND,0.933000,13
1224,1224,DRIFT,0.669000,
1225,1225,DRIFT,0.005000,
1226,1226,SEXT,0.290000,13
1227,1227,DRIFT,0.005000,
1228,1228,DRIFT,0.196500,
1229,1229,QUAD,0.307000,13
1230,1230,DRIFT,0.173000,
1231,1231,BPM,0.000000,
1232,1232,DRIFT,0.285350,
1233,1233,QUAD,0.606300,13
1234,1234,DRIFT,0.231850,
1235,1235,DRIFT,0.005000,
1236,1236,SEXT,0.290000,13
1237,1237,DRIFT,0.005000,
1238,1238,DRIFT,0.146800,
1239,1239,QUAD,0.406400,13
1240,1240,DRIFT,1.288300,
1241,1241,BPM,0.000000,
1242,1242,DRIFT,0.002500,
1243,1243,DRIFT,0.150000,
1244,1244,HTRIM,0.000000,13
1245,1245,VTRIM,0.000000,13
1246,1246,DRIFT,0.150000,
1247,1247,DRIFT,2.577500,
1248,1248,source,0.000000,
1249,1249,DRIFT,2.577500,
1250,1250,DRIFT,0.150000,
1251,1251,HTRIM,0.000000,13
1252,1252,VTRIM,0.000000,13
1253,1253,DRIFT,0.150000,
1254,1254,DRIFT,0.002500,
1255,1255,BPM,0.000000,
1256,1256,DRIFT,1.288300,
1257,1257,QUAD,0.406400,14
1258,1258,DRIFT,0.146800,
1259,1259,DRIFT,0.005000,
1260,1260,SEXT,0.290000,14
1261,1261,DRIFT,0.005000,
1262,1262,DRIFT,0.231850,
1263,1263,QUAD,0.606300,14
1264,1264,DRIFT,0.458350,
1265,1265,QUAD,0.307000,14
1266,1266,DRIFT,0.196500,
1267,1267,DRIFT,0.005000,
1268,1268,SEXT,0.290000,14
1269,1269,DRIFT,0.005000,
1270,1270,DRIFT,0.185000,
1271,1271,BPM,0.000000,
1272,1272,DRIFT,0.484000,
1273,1273,BEND,0.933000,14
1274,1274,DRIFT,0.585800,
1275,1275,QUAD,0.406400,14
1276,1276,DRIFT,0.158300,
1277,1277,BPM,0.000000,
1278,1278,DRIFT,0.263500,
1279,1279,DRIFT,0.005000,
1280,1280,SEXT,0.190000,14
1281,1281,DRIFT,0.005000,
1282,1282,DRIFT,0.195200,
1283,1283,QUAD,0.407600,14
1284,1284,DRIFT,0.118700,
1285,1285,BPM,0.000000,
1286,1286,DRIFT,0.116000,
1287,1287,DRIFT,0.005000,
1288,1288,SEXT,0.290000,14
1289,1289,DRIFT,0.005000,
1290,1290,DRIFT,0.234700,
1291,1291,QUAD,0.407600,14
1292,1292,DRIFT,0.195200,
1293,1293,DRIFT,0.005000,
1294,1294,SEXT,0.190000,14
1295,1295,DRIFT,0.005000,
1296,1296,DRIFT,0.421800,
1297,1297,QUAD,0.406400,14
1298,1298,DRIFT,0.101800,
1299,1299,BPM,0.000000,
1300,1300,DRIFT,0.484000,
1301,1301,BEND,0.933000,14
1302,1302,DRIFT,0.669000,
1303,1303,DRIFT,0.005000,
1304,1304,SEXT,0.290000,14
1305,1305,DRIFT,0.005000,
1306,1306,DRIFT,0.196500,
1307,1307,QUAD,0.307000,14
1308,1308,DRIFT,0.173000,
1309,1309,BPM,0.000000,
1310,1310,DRIFT,0.285350,
1311,1311,QUAD,0.606300,14
1312,1312,DRIFT,0.231850,
1313,1313,DRIFT,0.005000,
1314,1314,SEXT,0.290000,14
1315,1315,DRIFT,0.005000,
1316,1316,DRIFT,0.146800,
1317,1317,QUAD,0.406400,14
1318,1318,DRIFT,1.288300,
1319,1319,BPM,0.000000,
1320,1320,DRIFT,0.002500,
1321,1321,DRIFT,1.857500,
1322,1322,DRIFT,0.150000,
1323,1323,HTRIM,0.000000,14
1324,1324,VTRIM,0.000000,14
1325,1325,DRIFT,0.150000,
1326,1326,MPW15,1.440000,
1327,1327,DRIFT,0.150000,
1328,1328,HTRIM,0.000000,14
1329,1329,VTRIM,0.000000,14
1330,1330,DRIFT,0.150000,
1331,1331,DRIFT,1.857500,
1332,1332,DRIFT,0.002500,
1333,1333,BPM,0.000000,
1334,1334,DRIFT,1.288300,
1335,1335,QUAD,0.406400,15
1336,1336,DRIFT,0.146800,
1337,1337,DRIFT,0.005000,
1338,1338,SEXT,0.290000,15
1339,1339,DRIFT,0.005000,
1340,1340,DRIFT,0.231850,
1341,1341,QUAD,0.606300,15
1342,1342,DRIFT,0.458350,
1343,1343,QUAD,0.307000,15
1344,1344,DRIFT,0.196500,
1345,1345,DRIFT,0.005000,
1346,1346,SEXT,0.290000,15
1347,1347,DRIFT,0.005000,
1348,1348,DRIFT,0.185000,
1349,1349,BPM,0.000000,
1350,1350,DRIFT,0.484000,
1351,1351,BEND,0.933000,15
1352,1352,DRIFT,0.585800,
1353,1353,QUAD,0.406400,15
1354,1354,DRIFT,0.158300,
1355,1355,BPM,0.000000,
1356,1356,DRIFT,0.263500,
1357,1357,DRIFT,0.005000,
1358,1358,SEXT,0.190000,15
1359,1359,DRIFT,0.005000,
1360,1360,DRIFT,0.195200,
1361,1361,QUAD,0.407600,15
1362,1362,DRIFT,0.118700,
1363,1363,BPM,0.000000,
1364,1364,DRIFT,0.116000,
1365,1365,DRIFT,0.005000,
1366,1366,SEXT,0.290000,15
1367,1367,DRIFT,0.005000,
1368,1368,DRIFT,0.234700,
1369,1369,QUAD,0.407600,15
1370,1370,DRIFT,0.195200,
1371,1371,DRIFT,0.005000,
1372,1372,SEXT,0.190000,15
1373,1373,DRIFT,0.005000,
1374,1374,DRIFT,0.421800,
1375,1375,QUAD,0.406400,15
1376,1376,DRIFT,0.101800,
1377,1377,BPM,0.000000,
1378,1378,DRIFT,0.484000,
1379,1379,BEND,0.933000,15
1380,1380,DRIFT,0.669000,
1381,1381,DRIFT,0.005000,
1382,1382,SEXT,0.290000,15
1383,1383,DRIFT,0.005000,
1384,1384,DRIFT,0.196500,
1385,1385,QUAD,0.307000,15
1386,1386,DRIFT,0.173000,
1387,1387,BPM,0.000000,
1388,1388,DRIFT,0.285350,
1389,1389,QUAD,0.606300,15
1390,1390,DRIFT,0.231850,
1391,1391,DRIFT,0.005000,
1392,1392,SEXT,0.290000,15
1393,1393,DRIFT,0.005000,
1394,1394,DRIFT,0.146800,
1395,1395,QUAD,0.406400,15
1396,1396,DRIFT,1.288300,
1397,1397,BPM,0.000000,
1398,1398,DRIFT,0.002500,
1399,1399,DRIFT,1.605500,
1400,1400,DRIFT,0.150000,
1401,1401,HTRIM,0.000000,15
1402,1402,VTRIM,0.000000,15
1403,1403,DRIFT,0.150000,
1404,1404,DRIFT,0.972000,
1405,1405,source,0.000000,
1406,1406,DRIFT,0.972000,
1407,1407,DRIFT,0.150000,
1408,1408,HTRIM,0.000000,15
1409,1409,VTRIM,0.000000,15
1410,1410,DRIFT,0.150000,
1411,1411,DRIFT,1.605500,
1412,1412,DRIFT,0.002500,
1413,1413,BPM,0.000000,
1414,1414,DRIFT,1.288300,
1415,1415,QUAD,0.406400,16
1416,1416,DRIFT,0.146800,
1417,1417,DRIFT,0.005000,
1418,1418,SEXT,0.290000,16
1419,1419,DRIFT,0.005000,
1420,1420,DRIFT,0.231850,
1421,1421,QUAD,0.606300,16
1422,1422,DRIFT,0.458350,
1423,1423,QUAD,0.307000,16
1424,1424,DRIFT,0.196500,
1425,1425,DRIFT,0.005000,
1426,1426,SEXT,0.290000,16
1427,1427,DRIFT,0.005000,
1428,1428,DRIFT,0.185000,
1429,1429,BPM,0.000000,
1430,1430,DRIFT,0.484000,
1431,1431,BEND,0.933000,16
1432,1432,DRIFT,0.585800,
1433,1433,QUAD,0.406400,16
1434,1434,DRIFT,0.158300,
1435,1435,BPM,0.000000,
1436,1436,DRIFT,0.263500,
1437,1437,DRIFT,0.005000,
1438,1438,SEXT,0.190000,16
1439,1439,DRIFT,0.005000,
1440,1440,DRIFT,0.195200,
1441,1441,QUAD,0.407600,16
1442,1442,DRIFT,0.118700,
1443,1443,BPM,0.000000,
1444,1444,DRIFT,0.116000,
1445,1445,DRIFT,0.005000,
1446,1446,SEXT,0.290000,16
1447,1447,DRIFT,0.005000,
1448,1448,DRIFT,0.234700,
1449,1449,QUAD,0.407600,16
1450,1450,DRIFT,0.195200,
1451,1451,DRIFT,0.005000,
1452,1452,SEXT,0.190000,16
1453,1453,DRIFT,0.005000,
1454,1454,DRIFT,0.421800,
1455,1455,QUAD,0.406400,16
1456,1456,DRIFT,0.101800,
1457,1457,BPM,0.000000,
1458,1458,DRIFT,0.484000,
1459,1459,source,0.000000,
1460,1460,BEND,0.933000,16
1461,1461,DRIFT,0.669000,
1462,1462,DRIFT,0.005000,
1463,1463,SEXT,0.290000,16
1464,1464,DRIFT,0.005000,
1465,1465,DRIFT,0.196500,
1466,1466,QUAD,0.307000,16
1467,1467,DRIFT,0.173000,
1468,1468,BPM,0.000000,
1469,1469,DRIFT,0.285350,
1470,1470,QUAD,0.606300,16
1471,1471,DRIFT,0.231850,
1472,1472,DRIFT,0.005000,
1473,1473,SEXT,0.290000,16
1474,1474,DRIFT,0.005000,
1475,1475,DRIFT,0.146800,
1476,1476,QUAD,0.406400,16
1477,1477,DRIFT,1.288300,
1478,1478,BPM,0.000000,
1479,1479,DRIFT,4.380000,
1480,1480,RF,0.000000,
1481,1481,AP,0.000000,
1482,1482,DRIFT,4.380000,
1483,1483,BPM,0.000000,
1484,1484,DRIFT,1.288300,
1485,1485,QUAD,0.406400,17
1486,1486,DRIFT,0.146800,
1487,1487,DRIFT,0.005000,
1488,1488,SEXT,0.290000,17
1489,1489,DRIFT,0.005000,
1490,1490,DRIFT,0.231850,
1491,1491,QUAD,0.606300,17
1492,1492,DRIFT,0.458350,
1493,1493,QUAD,0.307000,17
1494,1494,DRIFT,0.196500,
1495,1495,DRIFT,0.005000,
1496,1496,SEXT,0.290000,17
1497,1497,DRIFT,0.005000,
1498,1498,DRIFT,0.185000,
1499,1499,BPM,0.000000,
1500,1500,DRIFT,0.484000,
1501,1501,BEND,0.933000,17
1502,1502,DRIFT,0.585800,
1503,1503,QUAD,0.406400,17
1504,1504,DRIFT,0.158300,
1505,1505,BPM,0.000000,
1506,1506,DRIFT,0.263500,
1507,1507,DRIFT,0.005000,
1508,1508,SEXT,0.190000,17
1509,1509,DRIFT,0.005000,
1510,1510,DRIFT,0.195200,
1511,1511,QUAD,0.407600,17
1512,1512,DRIFT,0.118700,
1513,1513,BPM,0.000000,
1514,1514,DRIFT,0.116000,
1515,1515,DRIFT,0.005000,
1516,1516,SEXT,0.290000,17
1517,1517,DRIFT,0.005000,
1518,1518,DRIFT,0.234700,
1519,1519,QUAD,0.407600,17
1520,1520,DRIFT,0.195200,
1521,1521,DRIFT,0.005000,
1522,1522,SEXT,0.190000,17
1523,1523,DRIFT,0.005000,
1524,1524,DRIFT,0.421800,
1525,1525,QUAD,0.406400,17
1526,1526,DRIFT,0.101800,
1527,1527,BPM,0.000000,
1528,1528,DRIFT,0.484000,
1529,1529,BEND,0.933000,17
1530,1530,DRIFT,0.669000,
1531,1531,DRIFT,0.005000,
1532,1532,SEXT,0.290000,17
1533,1533,DRIFT,0.005000,
1534,1534,DRIFT,0.196500,
1535,1535,QUAD,0.307000,17
1536,1536,DRIFT,0.173000,
1537,1537,BPM,0.000000,
1538,1538,DRIFT,0.285350,
1539,1539,QUAD,0.606300,17
1540,1540,DRIFT,0.231850,
1541,1541,DRIFT,0.005000,
1542,1542,SEXT,0.290000,17
1543,1543,DRIFT,0.005000,
1544,1544,DRIFT,0.146800,
1545,1545,QUAD,0.406400,17
1546,1546,DRIFT,1.288300,
1547,1547,BPM,0.000000,
1548,1548,DRIFT,0.002500,
1549,1549,DRIFT,1.605500,
1550,1550,DRIFT,0.150000,
1551,1551,HTRIM,0.000000,16
1552,1552,VTRIM,0.000000,16
1553,1553,DRIFT,0.150000,
1554,1554,DRIFT,0.972000,
1555,1555,source,0.000000,
1556,1556,DRIFT,0.972000,
1557,1557,DRIFT,0.150000,
1558,1558,HTRIM,0.000000,16
1559,1559,VTRIM,0.000000,16
1560,1560,DRIFT,0.150000,
1561,1561,DRIFT,1.605500,
1562,1562,DRIFT,0.002500,
1563,1563,BPM,0.000000,
1564,1564,DRIFT,1.288300,
1565,1565,QUAD,0.406400,18
1566,1566,DRIFT,0.146800,
1567,1567,DRIFT,0.005000,
1568,1568,SEXT,0.290000,18
1569,1569,DRIFT,0.005000,
1570,1570,DRIFT,0.231850,
1571,1571,QUAD,0.606300,18
1572,1572,DRIFT,0.458350,
1573,1573,QUAD,0.307000,18
1574,1574,DRIFT,0.196500,
1575,1575,DRIFT,0.005000,
1576,1576,SEXT,0.290000,18
1577,1577,DRIFT,0.005000,
1578,1578,DRIFT,0.185000,
1579,1579,BPM,0.000000,
1580,1580,DRIFT,0.484000,
1581,1581,BEND,0.933000,18
1582,1582,DRIFT,0.585800,
1583,1583,QUAD,0.406400,18
1584,1584,DRIFT,0.158300,
1585,1585,BPM,0.000000,
1586,1586,DRIFT,0.263500,
1587,1587,DRIFT,0.005000,
1588,1588,SEXT,0.190000,18
1589,1589,DRIFT,0.005000,
1590,1590,DRIFT,0.195200,
1591,1591,QUAD,0.407600,18
1592,1592,DRIFT,0.118700,
1593,1593,BPM,0.000000,
1594,1594,DRIFT,0.116000,
1595,1595,DRIFT,0.005000,
1596,1596,SEXT,0.290000,18
1597,1597,DRIFT,0.005000,
1598,1598,DRIFT,0.234700,
1599,1599,QUAD,0.407600,18
1600,1600,DRIFT,0.195200,
1601,1601,DRIFT,0.005000,
1602,1602,SEXT,0.190000,18
1603,1603,DRIFT,0.005000,
1604,1604,DRIFT,0.421800,
1605,1605,QUAD,0.406400,18
1606,1606,DRIFT,0.101800,
1607,1607,BPM,0.000000,
1608,1608,DRIFT,0.484000,
1609,1609,source,0.000000,
1610,1610,BEND,0.933000,18
1611,1611,DRIFT,0.669000,
1612,1612,DRIFT,0.005000,
1613,1613,SEXT,0.290000,18
1614,1614,DRIFT,0.005000,
1615,1615,DRIFT,0.196500,
1616,1616,QUAD,0.307000,18
1617,1617,DRIFT,0.173000,
1618,1618,BPM,0.000000,
1619,1619,DRIFT,0.285350,
1620,1620,QUAD,0.606300,18
1621,1621,DRIFT,0.231850,
1622,1622,DRIFT,0.005000,
1623,1623,SEXT,0.290000,18
1624,1624,DRIFT,0.005000,
1625,1625,DRIFT,0.146800,
1626,1626,QUAD,0.406400,18
1627,1627,DRIFT,1.288300,
1628,1628,BPM,0.000000,
1629,1629,DRIFT,0.002500,
1630,1630,DRIFT,0.150000,
1631,1631,HTRIM,0.000000,18
1632,1632,VTRIM,0.000000,18
1633,1633,DRIFT,0.150000,
1634,1634,DRIFT,2.577500,
1635,1635,source,0.000000,
1636,1636,DRIFT,2.577500,
1637,1637,DRIFT,0.150000,
1638,1638,HTRIM,0.000000,18
1639,1639,VTRIM,0.000000,18
1640,1640,DRIFT,0.150000,
1641,1641,DRIFT,0.002500,
1642,1642,BPM,0.000000,
1643,1643,DRIFT,1.288300,
1644,1644,QUAD,0.406400,19
1645,1645,DRIFT,0.146800,
1646,1646,DRIFT,0.005000,
1647,1647,SEXT,0.290000,19
1648,1648,DRIFT,0.005000,
1649,1649,DRIFT,0.231850,
1650,1650,QUAD,0.606300,19
1651,1651,DRIFT,0.458350,
1652,1652,QUAD,0.307000,19
1653,1653,DRIFT,0.196500,
1654,1654,DRIFT,0.005000,
1655,1655,SEXT,0.290000,19
1656,1656,DRIFT,0.005000,
1657,1657,DRIFT,0.185000,
1658,1658,BPM,0.000000,
1659,1659,DRIFT,0.484000,
1660,1660,BEND,0.933000,19
1661,1661,DRIFT,0.585800,
1662,1662,QUAD,0.406400,19
1663,1663,DRIFT,0.158300,
1664,1664,BPM,0.000000,
1665,1665,DRIFT,0.263500,
1666,1666,DRIFT,0.005000,
1667,1667,SEXT,0.190000,19
1668,1668,DRIFT,0.005000,
1669,1669,DRIFT,0.195200,
1670,1670,QUAD,0.407600,19
1671,1671,DRIFT,0.118700,
1672,1672,BPM,0.000000,
1673,1673,DRIFT,0.116000,
1674,1674,DRIFT,0.005000,
1675,1675,SEXT,0.290000,19
1676,1676,DRIFT,0.005000,
1677,1677,DRIFT,0.234700,
1678,1678,QUAD,0.407600,19
1679,1679,DRIFT,0.195200,
1680,1680,DRIFT,0.005000,
1681,1681,SEXT,0.190000,19
1682,1682,DRIFT,0.005000,
1683,1683,DRIFT,0.421800,
