id,name,field,get_pv,set_pv,enable_pv,enable_value
923,SR10C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
925,SR-PC-DIPOL-01,b0,:I,:SETI,,
927,SR10A-PC-Q2AB-04,b1,:I,:SETI,,
929,SR10C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
929,SR10C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
932,SR10A-PC-S2A-03,b2,:I,:SETI,,
932,SR10A-PC-HSTR-03,b0,:I,:SETI,,
932,SR10A-PC-VSTR-03,a0,:I,:SETI,,
935,SR10A-PC-Q1AB-05,b1,:I,:SETI,,
937,SR10C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
937,SR10C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
940,SR10A-PC-S1A-04,b2,:I,:SETI,,
940,SR10A-PC-HSTR-04,b0,:I,:SETI,,
940,SR10A-PC-VSTR-04,a0,:I,:SETI,,
943,SR10A-PC-Q1AB-06,b1,:I,:SETI,,
946,SR10A-PC-S2A-05,b2,:I,:SETI,,
946,SR10A-PC-HSTR-05,b0,:I,:SETI,,
946,SR10A-PC-VSTR-05,a0,:I,:SETI,,
949,SR10A-PC-Q2AB-07,b1,:I,:SETI,,
951,SR10C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
951,SR10C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
953,SR-PC-DIPOL-01,b0,:I,:SETI,,
956,SR10A-PC-S2B-06,b2,:I,:SETI,,
956,SR10A-PC-HSTR-06,b0,:I,:SETI,,
956,SR10A-PC-VSTR-06,a0,:I,:SETI,,
959,SR10A-PC-Q3B-08,b1,:I,:SETI,,
961,SR10C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
961,SR10C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
963,SR10A-PC-Q2B-09,b1,:I,:SETI,,
966,SR10A-PC-S1B-07,b2,:I,:SETI,,
966,SR10A-PC-HSTR-07,b0,:I,:SETI,,
966,SR10A-PC-VSTR-07,a0,:I,:SETI,,
969,SR10A-PC-Q1B-10,b1,:I,:SETI,,
971,SR10C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
971,SR10C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
985,SR11C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
985,SR11C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
987,SR11A-PC-Q1B-01,b1,:I,:SETI,,
990,SR11A-PC-S1B-01,b2,:I,:SETI,,
990,SR11A-PC-HSTR-01,b0,:I,:SETI,,
990,SR11A-PC-VSTR-01,a0,:I,:SETI,,
993,SR11A-PC-Q2B-02,b1,:I,:SETI,,
995,SR11A-PC-Q3B-03,b1,:I,:SETI,,
998,SR11A-PC-S2B-02,b2,:I,:SETI,,
998,SR11A-PC-HSTR-02,b0,:I,:SETI,,
998,SR11A-PC-VSTR-02,a0,:I,:SETI,,
1001,SR11C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1001,SR11C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1003,SR-PC-DIPOL-01,b0,:I,:SETI,,
1005,SR11A-PC-Q2AB-04,b1,:I,:SETI,,
1007,SR11C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1007,SR11C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1010,SR11A-PC-S2A-03,b2,:I,:SETI,,
1010,SR11A-PC-HSTR-03,b0,:I,:SETI,,
1010,SR11A-PC-VSTR-03,a0,:I,:SETI,,
1013,SR11A-PC-Q1AB-05,b1,:I,:SETI,,
1015,SR11C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1015,SR11C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1018,SR11A-PC-S1A-04,b2,:I,:SETI,,
1018,SR11A-PC-HSTR-04,b0,:I,:SETI,,
1018,SR11A-PC-VSTR-04,a0,:I,:SETI,,
1021,SR11A-PC-Q1AB-06,b1,:I,:SETI,,
1024,SR11A-PC-S2A-05,b2,:I,:SETI,,
1024,SR11A-PC-HSTR-05,b0,:I,:SETI,,
1024,SR11A-PC-VSTR-05,a0,:I,:SETI,,
1027,SR11A-PC-Q2AB-07,b1,:I,:SETI,,
1029,SR11C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1029,SR11C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1031,SR-PC-DIPOL-01,b0,:I,:SETI,,
1034,SR11A-PC-S2B-06,b2,:I,:SETI,,
1034,SR11A-PC-HSTR-06,b0,:I,:SETI,,
1034,SR11A-PC-VSTR-06,a0,:I,:SETI,,
1037,SR11A-PC-Q3B-08,b1,:I,:SETI,,
1039,SR11C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1039,SR11C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1041,SR11A-PC-Q2B-09,b1,:I,:SETI,,
1044,SR11A-PC-S1B-07,b2,:I,:SETI,,
1044,SR11A-PC-HSTR-07,b0,:I,:SETI,,
1044,SR11A-PC-VSTR-07,a0,:I,:SETI,,
1047,SR11A-PC-Q1B-10,b1,:I,:SETI,,
1049,SR11C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1049,SR11C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1063,SR12C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1063,SR12C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1065,SR12A-PC-Q1B-01,b1,:I,:SETI,,
1068,SR12A-PC-S1C-01,b2,:I,:SETI,,
1068,SR12A-PC-HSTR-01,b0,:I,:SETI,,
1068,SR12A-PC-VSTR-01,a0,:I,:SETI,,
1071,SR12A-PC-Q2B-02,b1,:I,:SETI,,
1073,SR12A-PC-Q3B-03,b1,:I,:SETI,,
1076,SR12A-PC-S2C-02,b2,:I,:SETI,,
1076,SR12A-PC-HSTR-02,b0,:I,:SETI,,
1076,SR12A-PC-VSTR-02,a0,:I,:SETI,,
1079,SR12C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1079,SR12C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1081,SR-PC-DIPOL-01,b0,:I,:SETI,,
1083,SR12A-PC-Q2AB-04,b1,:I,:SETI,,
1085,SR12C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1085,SR12C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1088,SR12A-PC-S2A-03,b2,:I,:SETI,,
1088,SR12A-PC-HSTR-03,b0,:I,:SETI,,
1088,SR12A-PC-VSTR-03,a0,:I,:SETI,,
1091,SR12A-PC-Q1AB-05,b1,:I,:SETI,,
1093,SR12C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1093,SR12C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1096,SR12A-PC-S1A-04,b2,:I,:SETI,,
1096,SR12A-PC-HSTR-04,b0,:I,:SETI,,
1096,SR12A-PC-VSTR-04,a0,:I,:SETI,,
1099,SR12A-PC-Q1AD-06,b1,:I,:SETI,,
1102,SR12A-PC-S2A-05,b2,:I,:SETI,,
1102,SR12A-PC-HSTR-05,b0,:I,:SETI,,
1102,SR12A-PC-VSTR-05,a0,:I,:SETI,,
1105,SR12A-PC-Q2AD-07,b1,:I,:SETI,,
1107,SR12C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1107,SR12C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1109,SR-PC-DIPOL-01,b0,:I,:SETI,,
1112,SR12A-PC-S2D-06,b2,:I,:SETI,,
1112,SR12A-PC-HSTR-06,b0,:I,:SETI,,
1112,SR12A-PC-VSTR-06,a0,:I,:SETI,,
1115,SR12A-PC-Q3D-08,b1,:I,:SETI,,
1117,SR12C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1117,SR12C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1119,SR12A-PC-Q2D-09,b1,:I,:SETI,,
1122,SR12A-PC-S1D-07,b2,:I,:SETI,,
1122,SR12A-PC-HSTR-07,b0,:I,:SETI,,
1122,SR12A-PC-VSTR-07,a0,:I,:SETI,,
1125,SR12A-PC-Q1D-10,b1,:I,:SETI,,
1127,SR12A-PC-QUADF-01,b1,:I,:SETI,,
1133,SR12C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1133,SR12C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1145,SR13S-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1145,SR13S-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1146,SR13S-PC-HSTR-01,b0,:I,:SETI,,
1146,SR13S-PC-VSTR-01,a0,:I,:SETI,,
1152,SR13S-PC-QUADD-02,b1,:I,:SETI,,
1154,SR13S-PC-QUADF-03,b1,:I,:SETI,,
1156,SR13S-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1156,SR13S-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1157,SR13S-PC-HSTR-02,b0,:I,:SETI,,
1157,SR13S-PC-VSTR-02,a0,:I,:SETI,,
1169,SR13C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1169,SR13C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1175,SR13A-PC-QUADF-04,b1,:I,:SETI,,
1177,SR13A-PC-Q1D-01,b1,:I,:SETI,,
1180,SR13A-PC-S1D-01,b2,:I,:SETI,,
1180,SR13A-PC-HSTR-01,b0,:I,:SETI,,
1180,SR13A-PC-VSTR-01,a0,:I,:SETI,,
1183,SR13A-PC-Q2D-02,b1,:I,:SETI,,
1185,SR13A-PC-Q3D-03,b1,:I,:SETI,,
1188,SR13A-PC-S2D-02,b2,:I,:SETI,,
1188,SR13A-PC-HSTR-02,b0,:I,:SETI,,
1188,SR13A-PC-VSTR-02,a0,:I,:SETI,,
1191,SR13C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1191,SR13C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1193,SR-PC-DIPOL-01,b0,:I,:SETI,,
1195,SR13A-PC-Q2AD-04,b1,:I,:SETI,,
1197,SR13C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1197,SR13C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1200,SR13A-PC-S2A-03,b2,:I,:SETI,,
1200,SR13A-PC-HSTR-03,b0,:I,:SETI,,
1200,SR13A-PC-VSTR-03,a0,:I,:SETI,,
1203,SR13A-PC-Q1AD-05,b1,:I,:SETI,,
1205,SR13C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1205,SR13C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1208,SR13A-PC-S1A-04,b2,:I,:SETI,,
1208,SR13A-PC-HSTR-04,b0,:I,:SETI,,
1208,SR13A-PC-VSTR-04,a0,:I,:SETI,,
1211,SR13A-PC-Q1AB-06,b1,:I,:SETI,,
1214,SR13A-PC-S2A-05,b2,:I,:SETI,,
1214,SR13A-PC-HSTR-05,b0,:I,:SETI,,
1214,SR13A-PC-VSTR-05,a0,:I,:SETI,,
1217,SR13A-PC-Q2AB-07,b1,:I,:SETI,,
1219,SR13C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1219,SR13C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1221,SR-PC-DIPOL-01,b0,:I,:SETI,,
1224,SR13A-PC-S2C-06,b2,:I,:SETI,,
1224,SR13A-PC-HSTR-06,b0,:I,:SETI,,
1224,SR13A-PC-VSTR-06,a0,:I,:SETI,,
1227,SR13A-PC-Q3B-08,b1,:I,:SETI,,
1229,SR13C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1229,SR13C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1231,SR13A-PC-Q2B-09,b1,:I,:SETI,,
1234,SR13A-PC-S1C-07,b2,:I,:SETI,,
1234,SR13A-PC-HSTR-07,b0,:I,:SETI,,
1234,SR13A-PC-VSTR-07,a0,:I,:SETI,,
1237,SR13A-PC-Q1B-10,b1,:I,:SETI,,
1239,SR13C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1239,SR13C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1253,SR14C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1253,SR14C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1255,SR14A-PC-Q1B-01,b1,:I,:SETI,,
1258,SR14A-PC-S1B-01,b2,:I,:SETI,,
1258,SR14A-PC-HSTR-01,b0,:I,:SETI,,
1258,SR14A-PC-VSTR-01,a0,:I,:SETI,,
1261,SR14A-PC-Q2B-02,b1,:I,:SETI,,
1263,SR14A-PC-Q3B-03,b1,:I,:SETI,,
1266,SR14A-PC-S2B-02,b2,:I,:SETI,,
1266,SR14A-PC-HSTR-02,b0,:I,:SETI,,
1266,SR14A-PC-VSTR-02,a0,:I,:SETI,,
1269,SR14C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1269,SR14C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1271,SR-PC-DIPOL-01,b0,:I,:SETI,,
1273,SR14A-PC-Q2AB-04,b1,:I,:SETI,,
1275,SR14C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1275,SR14C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1278,SR14A-PC-S2A-03,b2,:I,:SETI,,
1278,SR14A-PC-HSTR-03,b0,:I,:SETI,,
1278,SR14A-PC-VSTR-03,a0,:I,:SETI,,
1281,SR14A-PC-Q1AB-05,b1,:I,:SETI,,
1283,SR14C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1283,SR14C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1286,SR14A-PC-S1A-04,b2,:I,:SETI,,
1286,SR14A-PC-HSTR-04,b0,:I,:SETI,,
1286,SR14A-PC-VSTR-04,a0,:I,:SETI,,
1289,SR14A-PC-Q1AB-06,b1,:I,:SETI,,
1292,SR14A-PC-S2A-05,b2,:I,:SETI,,
1292,SR14A-PC-HSTR-05,b0,:I,:SETI,,
1292,SR14A-PC-VSTR-05,a0,:I,:SETI,,
1295,SR14A-PC-Q2AB-07,b1,:I,:SETI,,
1297,SR14C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1297,SR14C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1299,SR-PC-DIPOL-01,b0,:I,:SETI,,
1302,SR14A-PC-S2B-06,b2,:I,:SETI,,
1302,SR14A-PC-HSTR-06,b0,:I,:SETI,,
1302,SR14A-PC-VSTR-06,a0,:I,:SETI,,
1305,SR14A-PC-Q3B-08,b1,:I,:SETI,,
1307,SR14C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1307,SR14C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1309,SR14A-PC-Q2B-09,b1,:I,:SETI,,
1312,SR14A-PC-S1B-07,b2,:I,:SETI,,
1312,SR14A-PC-HSTR-07,b0,:I,:SETI,,
1312,SR14A-PC-VSTR-07,a0,:I,:SETI,,
1315,SR14A-PC-Q1B-10,b1,:I,:SETI,,
1317,SR14C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1317,SR14C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1331,SR15C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1331,SR15C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1333,SR15A-PC-Q1B-01,b1,:I,:SETI,,
1336,SR15A-PC-S1B-01,b2,:I,:SETI,,
1336,SR15A-PC-HSTR-01,b0,:I,:SETI,,
1336,SR15A-PC-VSTR-01,a0,:I,:SETI,,
1339,SR15A-PC-Q2B-02,b1,:I,:SETI,,
1341,SR15A-PC-Q3B-03,b1,:I,:SETI,,
1344,SR15A-PC-S2B-02,b2,:I,:SETI,,
1344,SR15A-PC-HSTR-02,b0,:I,:SETI,,
1344,SR15A-PC-VSTR-02,a0,:I,:SETI,,
1347,SR15C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1347,SR15C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1349,SR-PC-DIPOL-01,b0,:I,:SETI,,
1351,SR15A-PC-Q2AB-04,b1,:I,:SETI,,
1353,SR15C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1353,SR15C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1356,SR15A-PC-S2A-03,b2,:I,:SETI,,
1356,SR15A-PC-HSTR-03,b0,:I,:SETI,,
1356,SR15A-PC-VSTR-03,a0,:I,:SETI,,
1359,SR15A-PC-Q1AB-05,b1,:I,:SETI,,
1361,SR15C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1361,SR15C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1364,SR15A-PC-S1A-04,b2,:I,:SETI,,
1364,SR15A-PC-HSTR-04,b0,:I,:SETI,,
1364,SR15A-PC-VSTR-04,a0,:I,:SETI,,
1367,SR15A-PC-Q1AB-06,b1,:I,:SETI,,
1370,SR15A-PC-S2A-05,b2,:I,:SETI,,
1370,SR15A-PC-HSTR-05,b0,:I,:SETI,,
1370,SR15A-PC-VSTR-05,a0,:I,:SETI,,
1373,SR15A-PC-Q2AB-07,b1,:I,:SETI,,
1375,SR15C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1375,SR15C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1377,SR-PC-DIPOL-01,b0,:I,:SETI,,
1380,SR15A-PC-S2B-06,b2,:I,:SETI,,
1380,SR15A-PC-HSTR-06,b0,:I,:SETI,,
1380,SR15A-PC-VSTR-06,a0,:I,:SETI,,
1383,SR15A-PC-Q3B-08,b1,:I,:SETI,,
1385,SR15C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1385,SR15C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1387,SR15A-PC-Q2B-09,b1,:I,:SETI,,
1390,SR15A-PC-S1B-07,b2,:I,:SETI,,
1390,SR15A-PC-HSTR-07,b0,:I,:SETI,,
1390,SR15A-PC-VSTR-07,a0,:I,:SETI,,
1393,SR15A-PC-Q1B-10,b1,:I,:SETI,,
1395,SR15C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1395,SR15C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1411,SR16C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1411,SR16C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1413,SR16A-PC-Q1B-01,b1,:I,:SETI,,
1416,SR16A-PC-S1C-01,b2,:I,:SETI,,
1416,SR16A-PC-HSTR-01,b0,:I,:SETI,,
1416,SR16A-PC-VSTR-01,a0,:I,:SETI,,
1419,SR16A-PC-Q2B-02,b1,:I,:SETI,,
1421,SR16A-PC-Q3B-03,b1,:I,:SETI,,
1424,SR16A-PC-S2C-02,b2,:I,:SETI,,
1424,SR16A-PC-HSTR-02,b0,:I,:SETI,,
1424,SR16A-PC-VSTR-02,a0,:I,:SETI,,
1427,SR16C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1427,SR16C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1429,SR-PC-DIPOL-01,b0,:I,:SETI,,
1431,SR16A-PC-Q2AB-04,b1,:I,:SETI,,
1433,SR16C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1433,SR16C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1436,SR16A-PC-S2A-03,b2,:I,:SETI,,
1436,SR16A-PC-HSTR-03,b0,:I,:SETI,,
1436,SR16A-PC-VSTR-03,a0,:I,:SETI,,
1439,SR16A-PC-Q1AB-05,b1,:I,:SETI,,
1441,SR16C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1441,SR16C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1444,SR16A-PC-S1A-04,b2,:I,:SETI,,
1444,SR16A-PC-HSTR-04,b0,:I,:SETI,,
1444,SR16A-PC-VSTR-04,a0,:I,:SETI,,
1447,SR16A-PC-Q1AD-06,b1,:I,:SETI,,
1450,SR16A-PC-S2A-05,b2,:I,:SETI,,
1450,SR16A-PC-HSTR-05,b0,:I,:SETI,,
1450,SR16A-PC-VSTR-05,a0,:I,:SETI,,
1453,SR16A-PC-Q2AD-07,b1,:I,:SETI,,
1455,SR16C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1455,SR16C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1458,SR-PC-DIPOL-01,b0,:I,:SETI,,
1461,SR16A-PC-S2D-06,b2,:I,:SETI,,
1461,SR16A-PC-HSTR-06,b0,:I,:SETI,,
1461,SR16A-PC-VSTR-06,a0,:I,:SETI,,
1464,SR16A-PC-Q3D-08,b1,:I,:SETI,,
1466,SR16C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1466,SR16C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1468,SR16A-PC-Q2D-09,b1,:I,:SETI,,
1471,SR16A-PC-S1D-07,b2,:I,:SETI,,
1471,SR16A-PC-HSTR-07,b0,:I,:SETI,,
1471,SR16A-PC-VSTR-07,a0,:I,:SETI,,
1474,SR16A-PC-Q1D-10,b1,:I,:SETI,,
1476,SR16C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1476,SR16C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1478,LI-RF-MOSC-01,f,:FREQ,:FREQ_SET,,
1481,SR17C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1481,SR17C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1483,SR17A-PC-Q1D-01,b1,:I,:SETI,,
1486,SR17A-PC-S1D-01,b2,:I,:SETI,,
1486,SR17A-PC-HSTR-01,b0,:I,:SETI,,
1486,SR17A-PC-VSTR-01,a0,:I,:SETI,,
1489,SR17A-PC-Q2D-02,b1,:I,:SETI,,
1491,SR17A-PC-Q3D-03,b1,:I,:SETI,,
1494,SR17A-PC-S2D-02,b2,:I,:SETI,,
1494,SR17A-PC-HSTR-02,b0,:I,:SETI,,
1494,SR17A-PC-VSTR-02,a0,:I,:SETI,,
1497,SR17C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1497,SR17C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1499,SR-PC-DIPOL-01,b0,:I,:SETI,,
1501,SR17A-PC-Q2AD-04,b1,:I,:SETI,,
1503,SR17C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1503,SR17C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1506,SR17A-PC-S2A-03,b2,:I,:SETI,,
1506,SR17A-PC-HSTR-03,b0,:I,:SETI,,
1506,SR17A-PC-VSTR-03,a0,:I,:SETI,,
1509,SR17A-PC-Q1AD-05,b1,:I,:SETI,,
1511,SR17C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1511,SR17C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1514,SR17A-PC-S1A-04,b2,:I,:SETI,,
1514,SR17A-PC-HSTR-04,b0,:I,:SETI,,
1514,SR17A-PC-VSTR-04,a0,:I,:SETI,,
1517,SR17A-PC-Q1AB-06,b1,:I,:SETI,,
1520,SR17A-PC-S2A-05,b2,:I,:SETI,,
1520,SR17A-PC-HSTR-05,b0,:I,:SETI,,
1520,SR17A-PC-VSTR-05,a0,:I,:SETI,,
1523,SR17A-PC-Q2AB-07,b1,:I,:SETI,,
1525,SR17C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1525,SR17C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1527,SR-PC-DIPOL-01,b0,:I,:SETI,,
1530,SR17A-PC-S2C-06,b2,:I,:SETI,,
1530,SR17A-PC-HSTR-06,b0,:I,:SETI,,
1530,SR17A-PC-VSTR-06,a0,:I,:SETI,,
1533,SR17A-PC-Q3B-08,b1,:I,:SETI,,
1535,SR17C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1535,SR17C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1537,SR17A-PC-Q2B-09,b1,:I,:SETI,,
1540,SR17A-PC-S1C-07,b2,:I,:SETI,,
1540,SR17A-PC-HSTR-07,b0,:I,:SETI,,
1540,SR17A-PC-VSTR-07,a0,:I,:SETI,,
1543,SR17A-PC-Q1B-10,b1,:I,:SETI,,
1545,SR17C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1545,SR17C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1561,SR18C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1561,SR18C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1563,SR18A-PC-Q1B-01,b1,:I,:SETI,,
1566,SR18A-PC-S1B-01,b2,:I,:SETI,,
1566,SR18A-PC-HSTR-01,b0,:I,:SETI,,
1566,SR18A-PC-VSTR-01,a0,:I,:SETI,,
1569,SR18A-PC-Q2B-02,b1,:I,:SETI,,
1571,SR18A-PC-Q3B-03,b1,:I,:SETI,,
1574,SR18A-PC-S2B-02,b2,:I,:SETI,,
1574,SR18A-PC-HSTR-02,b0,:I,:SETI,,
1574,SR18A-PC-VSTR-02,a0,:I,:SETI,,
1577,SR18C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1577,SR18C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1579,SR-PC-DIPOL-01,b0,:I,:SETI,,
1581,SR18A-PC-Q2AB-04,b1,:I,:SETI,,
1583,SR18C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1583,SR18C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1586,SR18A-PC-S2A-03,b2,:I,:SETI,,
1586,SR18A-PC-HSTR-03,b0,:I,:SETI,,
1586,SR18A-PC-VSTR-03,a0,:I,:SETI,,
1589,SR18A-PC-Q1AB-05,b1,:I,:SETI,,
1591,SR18C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1591,SR18C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1594,SR18A-PC-S1A-04,b2,:I,:SETI,,
1594,SR18A-PC-HSTR-04,b0,:I,:SETI,,
1594,SR18A-PC-VSTR-04,a0,:I,:SETI,,
1597,SR18A-PC-Q1AB-06,b1,:I,:SETI,,
1600,SR18A-PC-S2A-05,b2,:I,:SETI,,
1600,SR18A-PC-HSTR-05,b0,:I,:SETI,,
1600,SR18A-PC-VSTR-05,a0,:I,:SETI,,
1603,SR18A-PC-Q2AB-07,b1,:I,:SETI,,
1605,SR18C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1605,SR18C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1608,SR-PC-DIPOL-01,b0,:I,:SETI,,
