id,name,field,get_pv,set_pv,enable_pv,enable_value
62,SR01A-PC-VSTR-07,a0,:I,:SETI,,
65,SR01A-PC-Q1B-10,b1,:I,:SETI,,
67,SR01C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
67,SR01C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
95,SR02C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
95,SR02C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
99,SR02A-PC-Q1BE-01,b1,:I,:SETI,,
101,SR02A-PC-S1BE-01,b2,:I,:SETI,,
101,SR02A-PC-HSTR-01,b0,:I,:SETI,,
101,SR02A-PC-VSTR-01,a0,:I,:SETI,,
103,SR02A-PC-Q2BE-02,b1,:I,:SETI,,
107,SR02A-PC-S2BE-02,b2,:I,:SETI,,
111,SR-PC-DIPOL-01,b0,:I,:SETI,,
118,SR02C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
118,SR02C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
120,SR02A-PC-S3E-03,b2,:I,:SETI,,
122,SR02A-PC-Q3E-03,b1,:I,:SETI,,
126,SR02A-PC-S4E-04,b2,:I,:SETI,,
126,SR02A-PC-HSTR-04,b0,:I,:SETI,,
126,SR02A-PC-VSTR-04,a0,:I,:SETI,,
128,SR02A-PC-Q3E-04,b1,:I,:SETI,,
130,SR02A-PC-S3E-05,b2,:I,:SETI,,
130,SR02A-PC-HSTR-05,b0,:I,:SETI,,
130,SR02A-PC-VSTR-05,a0,:I,:SETI,,
134,SR02C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
134,SR02C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
136,SR-PC-DIPOL-01,b0,:I,:SETI,,
138,SR02A-PC-HSCOR-01,b0,:I,:SETI,,
138,SR02A-PC-VSCOR-01,a0,:I,:SETI,,
140,SR02A-PC-Q4E-05,b1,:I,:SETI,,
145,SR02C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
145,SR02C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
153,SR02C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
153,SR02C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
155,SR02A-PC-Q4E-06,b1,:I,:SETI,,
156,SR02A-PC-HSCOR-02,b0,:I,:SETI,,
156,SR02A-PC-VSCOR-02,a0,:I,:SETI,,
160,SR-PC-DIPOL-01,b0,:I,:SETI,,
167,SR02A-PC-S3E-06,b2,:I,:SETI,,
