uc_id,coeff,val
116,0,0.000000
116,1,0.001000
215,0,0.000000
215,1,0.002040
216,0,0.000000
216,1,0.002085
217,0,0.000000
217,1,0.001447
218,0,0.000000
218,1,0.002031
219,0,0.000000
219,1,0.001451
220,0,0.000000
220,1,0.002083
221,0,0.000000
221,1,0.002104
222,0,0.000000
222,1,0.001773
223,0,0.000000
223,1,0.001777
224,0,0.000000
224,1,0.001782
225,0,0.000000
225,1,0.002197
226,0,0.000000
226,1,0.002129
227,0,0.000000
227,1,0.001771
228,0,0.000000
228,1,0.001730
229,0,0.000000
229,1,0.001774
230,0,0.000000
230,1,0.002078
231,0,0.000000
231,1,0.002035
232,0,0.000000
232,1,0.001453
233,0,0.000000
233,1,0.002061
234,0,0.000000
234,1,0.001457
235,0,0.000000
235,1,0.002065
236,0,0.000000
236,1,0.002071
237,0,0.000000
237,1,0.002076
238,0,0.000000
238,1,0.002108
239,0,0.000000
239,1,0.001451
240,0,0.000000
240,1,0.002036
241,0,0.000000
241,1,0.001458
242,0,0.000000
242,1,0.002046
243,0,0.000000
243,1,0.002057
244,0,0.000000
244,1,0.002078
245,0,0.000000
245,1,0.002077
246,0,0.000000
246,1,0.001441
247,0,0.000000
247,1,0.002063
248,0,0.000000
248,1,0.001446
249,0,0.000000
249,1,0.002071
250,0,0.000000
250,1,0.002067
251,0,0.000000
251,1,0.002088
252,0,0.000000
252,1,0.002062
253,0,0.000000
253,1,0.001440
254,0,0.000000
254,1,0.002042
255,0,0.000000
255,1,0.001456
256,0,0.000000
256,1,0.002078
257,0,0.000000
257,1,0.002148
258,0,0.000000
258,1,0.002059
259,0,0.000000
259,1,0.002053
260,0,0.000000
260,1,0.001460
261,0,0.000000
261,1,0.002090
262,0,0.000000
262,1,0.001459
263,0,0.000000
263,1,0.002066
264,0,0.000000
264,1,0.002104
265,0,0.000000
265,1,0.002040
266,0,0.000000
266,1,0.002099
267,0,0.000000
267,1,0.001456
268,0,0.000000
268,1,0.002037
269,0,0.000000
269,1,0.001471
270,0,0.000000
270,1,0.002080
271,0,0.000000
271,1,0.002090
272,0,0.000000
272,1,0.002000
273,0,0.000000
273,1,0.000238
274,0,0.000000
274,1,0.002073
275,0,0.000000
275,1,0.002117
276,0,0.000000
276,1,0.001435
277,0,0.000000
277,1,0.002069
278,0,0.000000
278,1,0.001455
279,0,0.000000
279,1,0.002061
280,0,0.000000
280,1,0.002076
281,0,0.000000
281,1,0.002075
282,0,0.000000
282,1,0.002098
283,0,0.000000
283,1,0.001438
284,0,0.000000
284,1,0.002105
285,0,0.000000
285,1,0.001454
286,0,0.000000
286,1,0.002065
287,0,0.000000
287,1,0.002070
288,0,0.000000
288,1,0.002058
289,0,0.000000
289,1,0.002058
290,0,0.000000
290,1,0.001456
291,0,0.000000
291,1,0.002032
292,0,0.000000
292,1,0.001471
293,0,0.000000
293,1,0.002071
294,0,0.000000
294,1,0.002074
295,0,0.000000
295,1,0.002078
296,0,0.000000
296,1,0.002068
297,0,0.000000
297,1,0.001465
298,0,0.000000
298,1,0.002054
299,0,0.000000
299,1,0.001466
300,0,0.000000
300,1,0.002048
301,0,0.000000
301,1,0.002035
302,0,0.000000
302,1,0.002000
303,0,0.000000
303,1,0.000238
304,0,0.000000
304,1,0.002069
305,0,0.000000
305,1,0.002055
306,0,0.000000
306,1,0.001480
307,0,0.000000
307,1,0.002041
308,0,0.000000
308,1,0.001470
309,0,0.000000
309,1,0.002065
310,0,0.000000
310,1,0.002110
311,0,0.000000
311,1,0.002093
312,0,0.000000
312,1,0.002081
313,0,0.000000
313,1,0.001442
314,0,0.000000
314,1,0.002089
315,0,0.000000
315,1,0.001457
316,0,0.000000
316,1,0.002054
317,0,0.000000
317,1,0.002110
318,0,0.000000
318,1,0.002079
319,0,0.000000
319,1,0.002090
320,0,0.000000
320,1,0.001459
321,0,0.000000
321,1,0.002096
322,0,0.000000
322,1,0.001453
323,0,0.000000
323,1,0.002051
324,0,0.000000
324,1,0.002081
325,0,0.000000
325,1,0.002067
326,0,0.000000
326,1,0.002092
327,0,0.000000
327,1,0.001454
328,0,0.000000
328,1,0.002069
329,0,0.000000
329,1,0.001455
330,0,0.000000
330,1,0.002078
331,0,0.000000
331,1,0.002071
332,0,0.000000
332,1,0.002097
333,0,0.000000
333,1,0.002053
334,0,0.000000
334,1,0.001444
335,0,0.000000
335,1,0.002052
336,0,0.000000
336,1,0.001459
337,0,0.000000
337,1,0.002085
338,0,0.000000
338,1,0.002077
339,0,0.000000
339,1,0.002084
340,0,0.000000
340,1,0.002066
341,0,0.000000
341,1,0.001448
342,0,0.000000
342,1,0.002053
343,0,0.000000
343,1,0.001417
344,0,0.000000
344,1,0.002035
345,0,0.000000
345,1,0.002050
346,0,0.000000
346,1,0.002039
347,0,0.000000
347,1,0.002082
348,0,0.000000
348,1,0.001441
349,0,0.000000
349,1,0.002042
350,0,0.000000
350,1,0.001440
351,0,0.000000
351,1,0.002044
352,0,0.000000
352,1,0.002093
353,0,0.000000
353,1,0.002090
354,0,0.000000
354,1,0.002050
355,0,0.000000
355,1,0.001449
356,0,0.000000
356,1,0.002057
357,0,0.000000
357,1,0.001454
358,0,0.000000
358,1,0.002096
359,0,0.000000
359,1,0.002104
360,0,0.000000
360,1,0.002036
361,0,0.000000
361,1,0.002059
362,0,0.000000
362,1,0.001443
363,0,0.000000
363,1,0.002041
364,0,0.000000
364,1,0.001428
365,0,0.000000
365,1,0.002062
366,0,0.000000
366,1,0.002054
367,0,0.000000
367,1,0.002029
368,0,0.000000
368,1,0.002046
369,0,0.000000
369,1,0.001448
370,0,0.000000
370,1,0.002056
371,0,0.000000
371,1,0.001479
372,0,0.000000
372,1,0.002098
373,0,0.000000
373,1,0.002061
374,0,0.000000
374,1,0.002067
375,0,0.000000
375,1,0.002076
376,0,0.000000
376,1,0.001412
377,0,0.000000
377,1,0.002089
378,0,0.000000
378,1,0.001448
379,0,0.000000
379,1,0.002054
380,0,0.000000
380,1,0.002036
381,0,0.000000
381,1,0.002034
382,0,0.000000
382,1,0.002060
383,0,0.000000
383,1,0.001470
384,0,0.000000
384,1,0.002014
385,0,0.000000
385,1,0.001444
386,0,0.000000
386,1,0.002035
387,0,0.000000
387,1,0.002055
388,0,0.000000
388,1,0.002037
389,0,0.000000
389,1,0.002023
390,0,0.000000
390,1,0.001461
391,0,0.000000
391,1,0.002001
392,0,0.000000
392,1,0.001485
393,0,0.000000
393,1,0.002058
394,0,0.000000
394,1,0.002091
395,0,0.000000
395,1,0.001810
396,0,0.000000
396,1,0.001804
397,0,0.000000
397,1,0.001804
398,0,0.000000
398,1,0.002160
399,0,0.000000
399,1,0.002204
400,0,0.000000
400,1,0.001803
401,0,0.000000
401,1,0.001870
402,0,0.000000
402,1,0.001804
403,0,0.000000
403,1,0.002053
404,0,0.000000
404,1,0.002033
405,0,0.000000
405,1,0.001468
406,0,0.000000
406,1,0.002055
407,0,0.000000
407,1,0.001466
