el_id,name,field,get_pv,set_pv
2307,SR14-PC-DL3,b0,SR14-PC-DL3:I,SR14-PC-DL3:SETI
2309,SR14A-PC-Q4N-11,b1,SR14A-PC-Q4N-11:I,SR14A-PC-Q4N-11:SETI
2311,SR14A-PC-S4A-09,b2,SR14A-PC-S4A-09:I,SR14A-PC-S4A-09:SETI
2311,SR14A-PC-HSTR-09,x_kick,SR14A-PC-HSTR-09:I,SR14A-PC-HSTR-09:SETI
2311,SR14A-PC-HSTR-09,h_fofb_disabled,SR14A-PC-HSTR-09:FAST:DISABLED,
2311,SR14A-PC-HSTR-09,h_sofb_disabled,SR14A-PC-HSTR-09:SLOW:DISABLED,
2311,SR14A-PC-VSTR-09,y_kick,SR14A-PC-VSTR-09:I,SR14A-PC-VSTR-09:SETI
2311,SR14A-PC-VSTR-09,v_fofb_disabled,SR14A-PC-VSTR-09:FAST:DISABLED,
2311,SR14A-PC-VSTR-09,v_sofb_disabled,SR14A-PC-VSTR-09:SLOW:DISABLED,
2313,SR14C-DI-EBPM-08,x,SR14C-DI-EBPM-08:SA:X,
2313,SR14C-DI-EBPM-08,y,SR14C-DI-EBPM-08:SA:Y,
2313,SR14C-DI-EBPM-08,enabled,SR14C-DI-EBPM-08:CF:ENABLED_S,
2313,SR14C-DI-EBPM-08,x_fofb_disabled,SR14C-PC-HBPM-08:FAST:DISABLED,
2313,SR14C-DI-EBPM-08,x_sofb_disabled,SR14C-PC-HBPM-08:SLOW:DISABLED,
2313,SR14C-DI-EBPM-08,y_fofb_disabled,SR14C-PC-VBPM-08:FAST:DISABLED,
2313,SR14C-DI-EBPM-08,y_sofb_disabled,SR14C-PC-VBPM-08:SLOW:DISABLED,
2318,SR14-PC-O1X-02,b3,SR14-PC-O1X-02:I,SR14-PC-O1X-02:SETI
2320,SR14A-PC-A2N-12,b0,SR14A-PC-A2N-12:I,SR14A-PC-A2N-12:SETI
2322,SR14A-PC-S3A-10,b2,SR14A-PC-S3A-10:I,SR14A-PC-S3A-10:SETI
2322,SR14A-PC-HSTR-10,x_kick,SR14A-PC-HSTR-10:I,SR14A-PC-HSTR-10:SETI
2322,SR14A-PC-HSTR-10,h_fofb_disabled,SR14A-PC-HSTR-10:FAST:DISABLED,
