id,name,field,get_pv,set_pv
1188,SR13A-PC-VSTR-02,a0,SR13A-PC-VSTR-02:I,SR13A-PC-VSTR-02:SETI
1188,SR13A-PC-VSTR-02,v_fofb_disabled,SR13A-PC-VSTR-02:FAST:DISABLED,
1188,SR13A-PC-VSTR-02,v_sofb_disabled,SR13A-PC-VSTR-02:SLOW:DISABLED,
1191,SR13C-DI-EBPM-02,x,SR13C-DI-EBPM-02:SA:X,
1191,SR13C-DI-EBPM-02,y,SR13C-DI-EBPM-02:SA:Y,
1191,SR13C-DI-EBPM-02,enabled,SR13C-DI-EBPM-02:CF:ENABLED_S,
1191,SR13C-DI-EBPM-02,x_fofb_disabled,SR13C-PC-HBPM-02:FAST:DISABLED,
1191,SR13C-DI-EBPM-02,x_sofb_disabled,SR13C-PC-HBPM-02:SLOW:DISABLED,
1191,SR13C-DI-EBPM-02,y_fofb_disabled,SR13C-PC-VBPM-02:FAST:DISABLED,
1191,SR13C-DI-EBPM-02,y_sofb_disabled,SR13C-PC-VBPM-02:SLOW:DISABLED,
1193,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1195,SR13A-PC-Q2AD-04,b1,SR13A-PC-Q2AD-04:I,SR13A-PC-Q2AD-04:SETI
1197,SR13C-DI-EBPM-03,x,SR13C-DI-EBPM-03:SA:X,
1197,SR13C-DI-EBPM-03,y,SR13C-DI-EBPM-03:SA:Y,
1197,SR13C-DI-EBPM-03,enabled,SR13C-DI-EBPM-03:CF:ENABLED_S,
1197,SR13C-DI-EBPM-03,x_fofb_disabled,SR13C-PC-HBPM-03:FAST:DISABLED,
1197,SR13C-DI-EBPM-03,x_sofb_disabled,SR13C-PC-HBPM-03:SLOW:DISABLED,
1197,SR13C-DI-EBPM-03,y_fofb_disabled,SR13C-PC-VBPM-03:FAST:DISABLED,
1197,SR13C-DI-EBPM-03,y_sofb_disabled,SR13C-PC-VBPM-03:SLOW:DISABLED,
1200,SR13A-PC-S2A-03,b2,SR13A-PC-S2A-03:I,SR13A-PC-S2A-03:SETI
1200,SR13A-PC-HSTR-03,b0,SR13A-PC-HSTR-03:I,SR13A-PC-HSTR-03:SETI
1200,SR13A-PC-HSTR-03,h_fofb_disabled,SR13A-PC-HSTR-03:FAST:DISABLED,
1200,SR13A-PC-HSTR-03,h_sofb_disabled,SR13A-PC-HSTR-03:SLOW:DISABLED,
1200,SR13A-PC-VSTR-03,a0,SR13A-PC-VSTR-03:I,SR13A-PC-VSTR-03:SETI
1200,SR13A-PC-VSTR-03,v_fofb_disabled,SR13A-PC-VSTR-03:FAST:DISABLED,
1200,SR13A-PC-VSTR-03,v_sofb_disabled,SR13A-PC-VSTR-03:SLOW:DISABLED,
1203,SR13A-PC-Q1AD-05,b1,SR13A-PC-Q1AD-05:I,SR13A-PC-Q1AD-05:SETI
1205,SR13C-DI-EBPM-04,x,SR13C-DI-EBPM-04:SA:X,
1205,SR13C-DI-EBPM-04,y,SR13C-DI-EBPM-04:SA:Y,
1205,SR13C-DI-EBPM-04,enabled,SR13C-DI-EBPM-04:CF:ENABLED_S,
1205,SR13C-DI-EBPM-04,x_fofb_disabled,SR13C-PC-HBPM-04:FAST:DISABLED,
1205,SR13C-DI-EBPM-04,x_sofb_disabled,SR13C-PC-HBPM-04:SLOW:DISABLED,
1205,SR13C-DI-EBPM-04,y_fofb_disabled,SR13C-PC-VBPM-04:FAST:DISABLED,
1205,SR13C-DI-EBPM-04,y_sofb_disabled,SR13C-PC-VBPM-04:SLOW:DISABLED,
1208,SR13A-PC-S1A-04,b2,SR13A-PC-S1A-04:I,SR13A-PC-S1A-04:SETI
1208,SR13A-PC-HSTR-04,b0,SR13A-PC-HSTR-04:I,SR13A-PC-HSTR-04:SETI
1208,SR13A-PC-HSTR-04,h_fofb_disabled,SR13A-PC-HSTR-04:FAST:DISABLED,
1208,SR13A-PC-HSTR-04,h_sofb_disabled,SR13A-PC-HSTR-04:SLOW:DISABLED,
1208,SR13A-PC-VSTR-04,a0,SR13A-PC-VSTR-04:I,SR13A-PC-VSTR-04:SETI
1208,SR13A-PC-VSTR-04,v_fofb_disabled,SR13A-PC-VSTR-04:FAST:DISABLED,
1208,SR13A-PC-VSTR-04,v_sofb_disabled,SR13A-PC-VSTR-04:SLOW:DISABLED,
1211,SR13A-PC-Q1AB-06,b1,SR13A-PC-Q1AB-06:I,SR13A-PC-Q1AB-06:SETI
1214,SR13A-PC-S2A-05,b2,SR13A-PC-S2A-05:I,SR13A-PC-S2A-05:SETI
1214,SR13A-PC-HSTR-05,b0,SR13A-PC-HSTR-05:I,SR13A-PC-HSTR-05:SETI
1214,SR13A-PC-HSTR-05,h_fofb_disabled,SR13A-PC-HSTR-05:FAST:DISABLED,
1214,SR13A-PC-HSTR-05,h_sofb_disabled,SR13A-PC-HSTR-05:SLOW:DISABLED,
1214,SR13A-PC-VSTR-05,a0,SR13A-PC-VSTR-05:I,SR13A-PC-VSTR-05:SETI
1214,SR13A-PC-VSTR-05,v_fofb_disabled,SR13A-PC-VSTR-05:FAST:DISABLED,
1214,SR13A-PC-VSTR-05,v_sofb_disabled,SR13A-PC-VSTR-05:SLOW:DISABLED,
1217,SR13A-PC-Q2AB-07,b1,SR13A-PC-Q2AB-07:I,SR13A-PC-Q2AB-07:SETI
1219,SR13C-DI-EBPM-05,x,SR13C-DI-EBPM-05:SA:X,
1219,SR13C-DI-EBPM-05,y,SR13C-DI-EBPM-05:SA:Y,
1219,SR13C-DI-EBPM-05,enabled,SR13C-DI-EBPM-05:CF:ENABLED_S,
1219,SR13C-DI-EBPM-05,x_fofb_disabled,SR13C-PC-HBPM-05:FAST:DISABLED,
1219,SR13C-DI-EBPM-05,x_sofb_disabled,SR13C-PC-HBPM-05:SLOW:DISABLED,
1219,SR13C-DI-EBPM-05,y_fofb_disabled,SR13C-PC-VBPM-05:FAST:DISABLED,
1219,SR13C-DI-EBPM-05,y_sofb_disabled,SR13C-PC-VBPM-05:SLOW:DISABLED,
1221,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1224,SR13A-PC-S2C-06,b2,SR13A-PC-S2C-06:I,SR13A-PC-S2C-06:SETI
1224,SR13A-PC-HSTR-06,b0,SR13A-PC-HSTR-06:I,SR13A-PC-HSTR-06:SETI
1224,SR13A-PC-HSTR-06,h_fofb_disabled,SR13A-PC-HSTR-06:FAST:DISABLED,
1224,SR13A-PC-HSTR-06,h_sofb_disabled,SR13A-PC-HSTR-06:SLOW:DISABLED,
1224,SR13A-PC-VSTR-06,a0,SR13A-PC-VSTR-06:I,SR13A-PC-VSTR-06:SETI
1224,SR13A-PC-VSTR-06,v_fofb_disabled,SR13A-PC-VSTR-06:FAST:DISABLED,
1224,SR13A-PC-VSTR-06,v_sofb_disabled,SR13A-PC-VSTR-06:SLOW:DISABLED,
1227,SR13A-PC-Q3B-08,b1,SR13A-PC-Q3B-08:I,SR13A-PC-Q3B-08:SETI
1229,SR13C-DI-EBPM-06,x,SR13C-DI-EBPM-06:SA:X,
1229,SR13C-DI-EBPM-06,y,SR13C-DI-EBPM-06:SA:Y,
1229,SR13C-DI-EBPM-06,enabled,SR13C-DI-EBPM-06:CF:ENABLED_S,
1229,SR13C-DI-EBPM-06,x_fofb_disabled,SR13C-PC-HBPM-06:FAST:DISABLED,
1229,SR13C-DI-EBPM-06,x_sofb_disabled,SR13C-PC-HBPM-06:SLOW:DISABLED,
1229,SR13C-DI-EBPM-06,y_fofb_disabled,SR13C-PC-VBPM-06:FAST:DISABLED,
1229,SR13C-DI-EBPM-06,y_sofb_disabled,SR13C-PC-VBPM-06:SLOW:DISABLED,
1231,SR13A-PC-Q2B-09,b1,SR13A-PC-Q2B-09:I,SR13A-PC-Q2B-09:SETI
1234,SR13A-PC-S1C-07,b2,SR13A-PC-S1C-07:I,SR13A-PC-S1C-07:SETI
1234,SR13A-PC-HSTR-07,b0,SR13A-PC-HSTR-07:I,SR13A-PC-HSTR-07:SETI
1234,SR13A-PC-HSTR-07,h_fofb_disabled,SR13A-PC-HSTR-07:FAST:DISABLED,
1234,SR13A-PC-HSTR-07,h_sofb_disabled,SR13A-PC-HSTR-07:SLOW:DISABLED,
1234,SR13A-PC-VSTR-07,a0,SR13A-PC-VSTR-07:I,SR13A-PC-VSTR-07:SETI
1234,SR13A-PC-VSTR-07,v_fofb_disabled,SR13A-PC-VSTR-07:FAST:DISABLED,
1234,SR13A-PC-VSTR-07,v_sofb_disabled,SR13A-PC-VSTR-07:SLOW:DISABLED,
1237,SR13A-PC-Q1B-10,b1,SR13A-PC-Q1B-10:I,SR13A-PC-Q1B-10:SETI
1239,SR13C-DI-EBPM-07,x,SR13C-DI-EBPM-07:SA:X,
1239,SR13C-DI-EBPM-07,y,SR13C-DI-EBPM-07:SA:Y,
1239,SR13C-DI-EBPM-07,enabled,SR13C-DI-EBPM-07:CF:ENABLED_S,
1239,SR13C-DI-EBPM-07,x_fofb_disabled,SR13C-PC-HBPM-07:FAST:DISABLED,
1239,SR13C-DI-EBPM-07,x_sofb_disabled,SR13C-PC-HBPM-07:SLOW:DISABLED,
1239,SR13C-DI-EBPM-07,y_fofb_disabled,SR13C-PC-VBPM-07:FAST:DISABLED,
1239,SR13C-DI-EBPM-07,y_sofb_disabled,SR13C-PC-VBPM-07:SLOW:DISABLED,
1253,SR14C-DI-EBPM-01,x,SR14C-DI-EBPM-01:SA:X,
1253,SR14C-DI-EBPM-01,y,SR14C-DI-EBPM-01:SA:Y,
1253,SR14C-DI-EBPM-01,enabled,SR14C-DI-EBPM-01:CF:ENABLED_S,
1253,SR14C-DI-EBPM-01,x_fofb_disabled,SR14C-PC-HBPM-01:FAST:DISABLED,
1253,SR14C-DI-EBPM-01,x_sofb_disabled,SR14C-PC-HBPM-01:SLOW:DISABLED,
1253,SR14C-DI-EBPM-01,y_fofb_disabled,SR14C-PC-VBPM-01:FAST:DISABLED,
1253,SR14C-DI-EBPM-01,y_sofb_disabled,SR14C-PC-VBPM-01:SLOW:DISABLED,
1255,SR14A-PC-Q1B-01,b1,SR14A-PC-Q1B-01:I,SR14A-PC-Q1B-01:SETI
1258,SR14A-PC-S1B-01,b2,SR14A-PC-S1B-01:I,SR14A-PC-S1B-01:SETI
1258,SR14A-PC-HSTR-01,b0,SR14A-PC-HSTR-01:I,SR14A-PC-HSTR-01:SETI
1258,SR14A-PC-HSTR-01,h_fofb_disabled,SR14A-PC-HSTR-01:FAST:DISABLED,
1258,SR14A-PC-HSTR-01,h_sofb_disabled,SR14A-PC-HSTR-01:SLOW:DISABLED,
1258,SR14A-PC-VSTR-01,a0,SR14A-PC-VSTR-01:I,SR14A-PC-VSTR-01:SETI
1258,SR14A-PC-VSTR-01,v_fofb_disabled,SR14A-PC-VSTR-01:FAST:DISABLED,
1258,SR14A-PC-VSTR-01,v_sofb_disabled,SR14A-PC-VSTR-01:SLOW:DISABLED,
1261,SR14A-PC-Q2B-02,b1,SR14A-PC-Q2B-02:I,SR14A-PC-Q2B-02:SETI
1263,SR14A-PC-Q3B-03,b1,SR14A-PC-Q3B-03:I,SR14A-PC-Q3B-03:SETI
1266,SR14A-PC-S2B-02,b2,SR14A-PC-S2B-02:I,SR14A-PC-S2B-02:SETI
1266,SR14A-PC-HSTR-02,b0,SR14A-PC-HSTR-02:I,SR14A-PC-HSTR-02:SETI
1266,SR14A-PC-HSTR-02,h_fofb_disabled,SR14A-PC-HSTR-02:FAST:DISABLED,
1266,SR14A-PC-HSTR-02,h_sofb_disabled,SR14A-PC-HSTR-02:SLOW:DISABLED,
1266,SR14A-PC-VSTR-02,a0,SR14A-PC-VSTR-02:I,SR14A-PC-VSTR-02:SETI
1266,SR14A-PC-VSTR-02,v_fofb_disabled,SR14A-PC-VSTR-02:FAST:DISABLED,
1266,SR14A-PC-VSTR-02,v_sofb_disabled,SR14A-PC-VSTR-02:SLOW:DISABLED,
1269,SR14C-DI-EBPM-02,x,SR14C-DI-EBPM-02:SA:X,
1269,SR14C-DI-EBPM-02,y,SR14C-DI-EBPM-02:SA:Y,
1269,SR14C-DI-EBPM-02,enabled,SR14C-DI-EBPM-02:CF:ENABLED_S,
1269,SR14C-DI-EBPM-02,x_fofb_disabled,SR14C-PC-HBPM-02:FAST:DISABLED,
1269,SR14C-DI-EBPM-02,x_sofb_disabled,SR14C-PC-HBPM-02:SLOW:DISABLED,
1269,SR14C-DI-EBPM-02,y_fofb_disabled,SR14C-PC-VBPM-02:FAST:DISABLED,
1269,SR14C-DI-EBPM-02,y_sofb_disabled,SR14C-PC-VBPM-02:SLOW:DISABLED,
1271,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1273,SR14A-PC-Q2AB-04,b1,SR14A-PC-Q2AB-04:I,SR14A-PC-Q2AB-04:SETI
1275,SR14C-DI-EBPM-03,x,SR14C-DI-EBPM-03:SA:X,
1275,SR14C-DI-EBPM-03,y,SR14C-DI-EBPM-03:SA:Y,
1275,SR14C-DI-EBPM-03,enabled,SR14C-DI-EBPM-03:CF:ENABLED_S,
1275,SR14C-DI-EBPM-03,x_fofb_disabled,SR14C-PC-HBPM-03:FAST:DISABLED,
1275,SR14C-DI-EBPM-03,x_sofb_disabled,SR14C-PC-HBPM-03:SLOW:DISABLED,
1275,SR14C-DI-EBPM-03,y_fofb_disabled,SR14C-PC-VBPM-03:FAST:DISABLED,
1275,SR14C-DI-EBPM-03,y_sofb_disabled,SR14C-PC-VBPM-03:SLOW:DISABLED,
1278,SR14A-PC-S2A-03,b2,SR14A-PC-S2A-03:I,SR14A-PC-S2A-03:SETI
1278,SR14A-PC-HSTR-03,b0,SR14A-PC-HSTR-03:I,SR14A-PC-HSTR-03:SETI
1278,SR14A-PC-HSTR-03,h_fofb_disabled,SR14A-PC-HSTR-03:FAST:DISABLED,
1278,SR14A-PC-HSTR-03,h_sofb_disabled,SR14A-PC-HSTR-03:SLOW:DISABLED,
1278,SR14A-PC-VSTR-03,a0,SR14A-PC-VSTR-03:I,SR14A-PC-VSTR-03:SETI
1278,SR14A-PC-VSTR-03,v_fofb_disabled,SR14A-PC-VSTR-03:FAST:DISABLED,
1278,SR14A-PC-VSTR-03,v_sofb_disabled,SR14A-PC-VSTR-03:SLOW:DISABLED,
1281,SR14A-PC-Q1AB-05,b1,SR14A-PC-Q1AB-05:I,SR14A-PC-Q1AB-05:SETI
1283,SR14C-DI-EBPM-04,x,SR14C-DI-EBPM-04:SA:X,
1283,SR14C-DI-EBPM-04,y,SR14C-DI-EBPM-04:SA:Y,
1283,SR14C-DI-EBPM-04,enabled,SR14C-DI-EBPM-04:CF:ENABLED_S,
1283,SR14C-DI-EBPM-04,x_fofb_disabled,SR14C-PC-HBPM-04:FAST:DISABLED,
1283,SR14C-DI-EBPM-04,x_sofb_disabled,SR14C-PC-HBPM-04:SLOW:DISABLED,
1283,SR14C-DI-EBPM-04,y_fofb_disabled,SR14C-PC-VBPM-04:FAST:DISABLED,
1283,SR14C-DI-EBPM-04,y_sofb_disabled,SR14C-PC-VBPM-04:SLOW:DISABLED,
1286,SR14A-PC-S1A-04,b2,SR14A-PC-S1A-04:I,SR14A-PC-S1A-04:SETI
1286,SR14A-PC-HSTR-04,b0,SR14A-PC-HSTR-04:I,SR14A-PC-HSTR-04:SETI
1286,SR14A-PC-HSTR-04,h_fofb_disabled,SR14A-PC-HSTR-04:FAST:DISABLED,
1286,SR14A-PC-HSTR-04,h_sofb_disabled,SR14A-PC-HSTR-04:SLOW:DISABLED,
1286,SR14A-PC-VSTR-04,a0,SR14A-PC-VSTR-04:I,SR14A-PC-VSTR-04:SETI
1286,SR14A-PC-VSTR-04,v_fofb_disabled,SR14A-PC-VSTR-04:FAST:DISABLED,
1286,SR14A-PC-VSTR-04,v_sofb_disabled,SR14A-PC-VSTR-04:SLOW:DISABLED,
1289,SR14A-PC-Q1AB-06,b1,SR14A-PC-Q1AB-06:I,SR14A-PC-Q1AB-06:SETI
1292,SR14A-PC-S2A-05,b2,SR14A-PC-S2A-05:I,SR14A-PC-S2A-05:SETI
1292,SR14A-PC-HSTR-05,b0,SR14A-PC-HSTR-05:I,SR14A-PC-HSTR-05:SETI
1292,SR14A-PC-HSTR-05,h_fofb_disabled,SR14A-PC-HSTR-05:FAST:DISABLED,
1292,SR14A-PC-HSTR-05,h_sofb_disabled,SR14A-PC-HSTR-05:SLOW:DISABLED,
1292,SR14A-PC-VSTR-05,a0,SR14A-PC-VSTR-05:I,SR14A-PC-VSTR-05:SETI
1292,SR14A-PC-VSTR-05,v_fofb_disabled,SR14A-PC-VSTR-05:FAST:DISABLED,
1292,SR14A-PC-VSTR-05,v_sofb_disabled,SR14A-PC-VSTR-05:SLOW:DISABLED,
1295,SR14A-PC-Q2AB-07,b1,SR14A-PC-Q2AB-07:I,SR14A-PC-Q2AB-07:SETI
1297,SR14C-DI-EBPM-05,x,SR14C-DI-EBPM-05:SA:X,
1297,SR14C-DI-EBPM-05,y,SR14C-DI-EBPM-05:SA:Y,
1297,SR14C-DI-EBPM-05,enabled,SR14C-DI-EBPM-05:CF:ENABLED_S,
1297,SR14C-DI-EBPM-05,x_fofb_disabled,SR14C-PC-HBPM-05:FAST:DISABLED,
1297,SR14C-DI-EBPM-05,x_sofb_disabled,SR14C-PC-HBPM-05:SLOW:DISABLED,
1297,SR14C-DI-EBPM-05,y_fofb_disabled,SR14C-PC-VBPM-05:FAST:DISABLED,
1297,SR14C-DI-EBPM-05,y_sofb_disabled,SR14C-PC-VBPM-05:SLOW:DISABLED,
1299,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1302,SR14A-PC-S2B-06,b2,SR14A-PC-S2B-06:I,SR14A-PC-S2B-06:SETI
1302,SR14A-PC-HSTR-06,b0,SR14A-PC-HSTR-06:I,SR14A-PC-HSTR-06:SETI
1302,SR14A-PC-HSTR-06,h_fofb_disabled,SR14A-PC-HSTR-06:FAST:DISABLED,
1302,SR14A-PC-HSTR-06,h_sofb_disabled,SR14A-PC-HSTR-06:SLOW:DISABLED,
1302,SR14A-PC-VSTR-06,a0,SR14A-PC-VSTR-06:I,SR14A-PC-VSTR-06:SETI
1302,SR14A-PC-VSTR-06,v_fofb_disabled,SR14A-PC-VSTR-06:FAST:DISABLED,
1302,SR14A-PC-VSTR-06,v_sofb_disabled,SR14A-PC-VSTR-06:SLOW:DISABLED,
1305,SR14A-PC-Q3B-08,b1,SR14A-PC-Q3B-08:I,SR14A-PC-Q3B-08:SETI
1307,SR14C-DI-EBPM-06,x,SR14C-DI-EBPM-06:SA:X,
1307,SR14C-DI-EBPM-06,y,SR14C-DI-EBPM-06:SA:Y,
1307,SR14C-DI-EBPM-06,enabled,SR14C-DI-EBPM-06:CF:ENABLED_S,
1307,SR14C-DI-EBPM-06,x_fofb_disabled,SR14C-PC-HBPM-06:FAST:DISABLED,
1307,SR14C-DI-EBPM-06,x_sofb_disabled,SR14C-PC-HBPM-06:SLOW:DISABLED,
1307,SR14C-DI-EBPM-06,y_fofb_disabled,SR14C-PC-VBPM-06:FAST:DISABLED,
1307,SR14C-DI-EBPM-06,y_sofb_disabled,SR14C-PC-VBPM-06:SLOW:DISABLED,
1309,SR14A-PC-Q2B-09,b1,SR14A-PC-Q2B-09:I,SR14A-PC-Q2B-09:SETI
1312,SR14A-PC-S1B-07,b2,SR14A-PC-S1B-07:I,SR14A-PC-S1B-07:SETI
1312,SR14A-PC-HSTR-07,b0,SR14A-PC-HSTR-07:I,SR14A-PC-HSTR-07:SETI
1312,SR14A-PC-HSTR-07,h_fofb_disabled,SR14A-PC-HSTR-07:FAST:DISABLED,
1312,SR14A-PC-HSTR-07,h_sofb_disabled,SR14A-PC-HSTR-07:SLOW:DISABLED,
1312,SR14A-PC-VSTR-07,a0,SR14A-PC-VSTR-07:I,SR14A-PC-VSTR-07:SETI
1312,SR14A-PC-VSTR-07,v_fofb_disabled,SR14A-PC-VSTR-07:FAST:DISABLED,
1312,SR14A-PC-VSTR-07,v_sofb_disabled,SR14A-PC-VSTR-07:SLOW:DISABLED,
1315,SR14A-PC-Q1B-10,b1,SR14A-PC-Q1B-10:I,SR14A-PC-Q1B-10:SETI
1317,SR14C-DI-EBPM-07,x,SR14C-DI-EBPM-07:SA:X,
1317,SR14C-DI-EBPM-07,y,SR14C-DI-EBPM-07:SA:Y,
1317,SR14C-DI-EBPM-07,enabled,SR14C-DI-EBPM-07:CF:ENABLED_S,
1317,SR14C-DI-EBPM-07,x_fofb_disabled,SR14C-PC-HBPM-07:FAST:DISABLED,
1317,SR14C-DI-EBPM-07,x_sofb_disabled,SR14C-PC-HBPM-07:SLOW:DISABLED,
1317,SR14C-DI-EBPM-07,y_fofb_disabled,SR14C-PC-VBPM-07:FAST:DISABLED,
1317,SR14C-DI-EBPM-07,y_sofb_disabled,SR14C-PC-VBPM-07:SLOW:DISABLED,
1331,SR15C-DI-EBPM-01,x,SR15C-DI-EBPM-01:SA:X,
1331,SR15C-DI-EBPM-01,y,SR15C-DI-EBPM-01:SA:Y,
1331,SR15C-DI-EBPM-01,enabled,SR15C-DI-EBPM-01:CF:ENABLED_S,
1331,SR15C-DI-EBPM-01,x_fofb_disabled,SR15C-PC-HBPM-01:FAST:DISABLED,
1331,SR15C-DI-EBPM-01,x_sofb_disabled,SR15C-PC-HBPM-01:SLOW:DISABLED,
1331,SR15C-DI-EBPM-01,y_fofb_disabled,SR15C-PC-VBPM-01:FAST:DISABLED,
1331,SR15C-DI-EBPM-01,y_sofb_disabled,SR15C-PC-VBPM-01:SLOW:DISABLED,
1333,SR15A-PC-Q1B-01,b1,SR15A-PC-Q1B-01:I,SR15A-PC-Q1B-01:SETI
1336,SR15A-PC-S1B-01,b2,SR15A-PC-S1B-01:I,SR15A-PC-S1B-01:SETI
1336,SR15A-PC-HSTR-01,b0,SR15A-PC-HSTR-01:I,SR15A-PC-HSTR-01:SETI
1336,SR15A-PC-HSTR-01,h_fofb_disabled,SR15A-PC-HSTR-01:FAST:DISABLED,
1336,SR15A-PC-HSTR-01,h_sofb_disabled,SR15A-PC-HSTR-01:SLOW:DISABLED,
1336,SR15A-PC-VSTR-01,a0,SR15A-PC-VSTR-01:I,SR15A-PC-VSTR-01:SETI
1336,SR15A-PC-VSTR-01,v_fofb_disabled,SR15A-PC-VSTR-01:FAST:DISABLED,
1336,SR15A-PC-VSTR-01,v_sofb_disabled,SR15A-PC-VSTR-01:SLOW:DISABLED,
1339,SR15A-PC-Q2B-02,b1,SR15A-PC-Q2B-02:I,SR15A-PC-Q2B-02:SETI
1341,SR15A-PC-Q3B-03,b1,SR15A-PC-Q3B-03:I,SR15A-PC-Q3B-03:SETI
1344,SR15A-PC-S2B-02,b2,SR15A-PC-S2B-02:I,SR15A-PC-S2B-02:SETI
1344,SR15A-PC-HSTR-02,b0,SR15A-PC-HSTR-02:I,SR15A-PC-HSTR-02:SETI
1344,SR15A-PC-HSTR-02,h_fofb_disabled,SR15A-PC-HSTR-02:FAST:DISABLED,
1344,SR15A-PC-HSTR-02,h_sofb_disabled,SR15A-PC-HSTR-02:SLOW:DISABLED,
1344,SR15A-PC-VSTR-02,a0,SR15A-PC-VSTR-02:I,SR15A-PC-VSTR-02:SETI
1344,SR15A-PC-VSTR-02,v_fofb_disabled,SR15A-PC-VSTR-02:FAST:DISABLED,
1344,SR15A-PC-VSTR-02,v_sofb_disabled,SR15A-PC-VSTR-02:SLOW:DISABLED,
1347,SR15C-DI-EBPM-02,x,SR15C-DI-EBPM-02:SA:X,
1347,SR15C-DI-EBPM-02,y,SR15C-DI-EBPM-02:SA:Y,
1347,SR15C-DI-EBPM-02,enabled,SR15C-DI-EBPM-02:CF:ENABLED_S,
1347,SR15C-DI-EBPM-02,x_fofb_disabled,SR15C-PC-HBPM-02:FAST:DISABLED,
1347,SR15C-DI-EBPM-02,x_sofb_disabled,SR15C-PC-HBPM-02:SLOW:DISABLED,
1347,SR15C-DI-EBPM-02,y_fofb_disabled,SR15C-PC-VBPM-02:FAST:DISABLED,
1347,SR15C-DI-EBPM-02,y_sofb_disabled,SR15C-PC-VBPM-02:SLOW:DISABLED,
1349,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1351,SR15A-PC-Q2AB-04,b1,SR15A-PC-Q2AB-04:I,SR15A-PC-Q2AB-04:SETI
1353,SR15C-DI-EBPM-03,x,SR15C-DI-EBPM-03:SA:X,
1353,SR15C-DI-EBPM-03,y,SR15C-DI-EBPM-03:SA:Y,
1353,SR15C-DI-EBPM-03,enabled,SR15C-DI-EBPM-03:CF:ENABLED_S,
1353,SR15C-DI-EBPM-03,x_fofb_disabled,SR15C-PC-HBPM-03:FAST:DISABLED,
1353,SR15C-DI-EBPM-03,x_sofb_disabled,SR15C-PC-HBPM-03:SLOW:DISABLED,
1353,SR15C-DI-EBPM-03,y_fofb_disabled,SR15C-PC-VBPM-03:FAST:DISABLED,
1353,SR15C-DI-EBPM-03,y_sofb_disabled,SR15C-PC-VBPM-03:SLOW:DISABLED,
1356,SR15A-PC-S2A-03,b2,SR15A-PC-S2A-03:I,SR15A-PC-S2A-03:SETI
1356,SR15A-PC-HSTR-03,b0,SR15A-PC-HSTR-03:I,SR15A-PC-HSTR-03:SETI
1356,SR15A-PC-HSTR-03,h_fofb_disabled,SR15A-PC-HSTR-03:FAST:DISABLED,
1356,SR15A-PC-HSTR-03,h_sofb_disabled,SR15A-PC-HSTR-03:SLOW:DISABLED,
1356,SR15A-PC-VSTR-03,a0,SR15A-PC-VSTR-03:I,SR15A-PC-VSTR-03:SETI
1356,SR15A-PC-VSTR-03,v_fofb_disabled,SR15A-PC-VSTR-03:FAST:DISABLED,
1356,SR15A-PC-VSTR-03,v_sofb_disabled,SR15A-PC-VSTR-03:SLOW:DISABLED,
1359,SR15A-PC-Q1AB-05,b1,SR15A-PC-Q1AB-05:I,SR15A-PC-Q1AB-05:SETI
1361,SR15C-DI-EBPM-04,x,SR15C-DI-EBPM-04:SA:X,
1361,SR15C-DI-EBPM-04,y,SR15C-DI-EBPM-04:SA:Y,
1361,SR15C-DI-EBPM-04,enabled,SR15C-DI-EBPM-04:CF:ENABLED_S,
1361,SR15C-DI-EBPM-04,x_fofb_disabled,SR15C-PC-HBPM-04:FAST:DISABLED,
1361,SR15C-DI-EBPM-04,x_sofb_disabled,SR15C-PC-HBPM-04:SLOW:DISABLED,
1361,SR15C-DI-EBPM-04,y_fofb_disabled,SR15C-PC-VBPM-04:FAST:DISABLED,
1361,SR15C-DI-EBPM-04,y_sofb_disabled,SR15C-PC-VBPM-04:SLOW:DISABLED,
1364,SR15A-PC-S1A-04,b2,SR15A-PC-S1A-04:I,SR15A-PC-S1A-04:SETI
1364,SR15A-PC-HSTR-04,b0,SR15A-PC-HSTR-04:I,SR15A-PC-HSTR-04:SETI
1364,SR15A-PC-HSTR-04,h_fofb_disabled,SR15A-PC-HSTR-04:FAST:DISABLED,
1364,SR15A-PC-HSTR-04,h_sofb_disabled,SR15A-PC-HSTR-04:SLOW:DISABLED,
1364,SR15A-PC-VSTR-04,a0,SR15A-PC-VSTR-04:I,SR15A-PC-VSTR-04:SETI
1364,SR15A-PC-VSTR-04,v_fofb_disabled,SR15A-PC-VSTR-04:FAST:DISABLED,
1364,SR15A-PC-VSTR-04,v_sofb_disabled,SR15A-PC-VSTR-04:SLOW:DISABLED,
1367,SR15A-PC-Q1AB-06,b1,SR15A-PC-Q1AB-06:I,SR15A-PC-Q1AB-06:SETI
1370,SR15A-PC-S2A-05,b2,SR15A-PC-S2A-05:I,SR15A-PC-S2A-05:SETI
