id,name,field,get_pv,set_pv
624,SR07C-DI-EBPM-03,y_fofb_disabled,SR07C-PC-VBPM-03:FAST:DISABLED,
624,SR07C-DI-EBPM-03,y_sofb_disabled,SR07C-PC-VBPM-03:SLOW:DISABLED,
627,SR07A-PC-S2A-03,b2,SR07A-PC-S2A-03:I,SR07A-PC-S2A-03:SETI
627,SR07A-PC-HSTR-03,b0,SR07A-PC-HSTR-03:I,SR07A-PC-HSTR-03:SETI
627,SR07A-PC-HSTR-03,h_fofb_disabled,SR07A-PC-HSTR-03:FAST:DISABLED,
627,SR07A-PC-HSTR-03,h_sofb_disabled,SR07A-PC-HSTR-03:SLOW:DISABLED,
627,SR07A-PC-VSTR-03,a0,SR07A-PC-VSTR-03:I,SR07A-PC-VSTR-03:SETI
627,SR07A-PC-VSTR-03,v_fofb_disabled,SR07A-PC-VSTR-03:FAST:DISABLED,
627,SR07A-PC-VSTR-03,v_sofb_disabled,SR07A-PC-VSTR-03:SLOW:DISABLED,
630,SR07A-PC-Q1AB-05,b1,SR07A-PC-Q1AB-05:I,SR07A-PC-Q1AB-05:SETI
632,SR07C-DI-EBPM-04,x,SR07C-DI-EBPM-04:SA:X,
632,SR07C-DI-EBPM-04,y,SR07C-DI-EBPM-04:SA:Y,
632,SR07C-DI-EBPM-04,enabled,SR07C-DI-EBPM-04:CF:ENABLED_S,
632,SR07C-DI-EBPM-04,x_fofb_disabled,SR07C-PC-HBPM-04:FAST:DISABLED,
632,SR07C-DI-EBPM-04,x_sofb_disabled,SR07C-PC-HBPM-04:SLOW:DISABLED,
632,SR07C-DI-EBPM-04,y_fofb_disabled,SR07C-PC-VBPM-04:FAST:DISABLED,
632,SR07C-DI-EBPM-04,y_sofb_disabled,SR07C-PC-VBPM-04:SLOW:DISABLED,
635,SR07A-PC-S1A-04,b2,SR07A-PC-S1A-04:I,SR07A-PC-S1A-04:SETI
635,SR07A-PC-HSTR-04,b0,SR07A-PC-HSTR-04:I,SR07A-PC-HSTR-04:SETI
635,SR07A-PC-HSTR-04,h_fofb_disabled,SR07A-PC-HSTR-04:FAST:DISABLED,
635,SR07A-PC-HSTR-04,h_sofb_disabled,SR07A-PC-HSTR-04:SLOW:DISABLED,
635,SR07A-PC-VSTR-04,a0,SR07A-PC-VSTR-04:I,SR07A-PC-VSTR-04:SETI
635,SR07A-PC-VSTR-04,v_fofb_disabled,SR07A-PC-VSTR-04:FAST:DISABLED,
635,SR07A-PC-VSTR-04,v_sofb_disabled,SR07A-PC-VSTR-04:SLOW:DISABLED,
638,SR07A-PC-Q1AB-06,b1,SR07A-PC-Q1AB-06:I,SR07A-PC-Q1AB-06:SETI
641,SR07A-PC-S2A-05,b2,SR07A-PC-S2A-05:I,SR07A-PC-S2A-05:SETI
641,SR07A-PC-HSTR-05,b0,SR07A-PC-HSTR-05:I,SR07A-PC-HSTR-05:SETI
641,SR07A-PC-HSTR-05,h_fofb_disabled,SR07A-PC-HSTR-05:FAST:DISABLED,
641,SR07A-PC-HSTR-05,h_sofb_disabled,SR07A-PC-HSTR-05:SLOW:DISABLED,
641,SR07A-PC-VSTR-05,a0,SR07A-PC-VSTR-05:I,SR07A-PC-VSTR-05:SETI
641,SR07A-PC-VSTR-05,v_fofb_disabled,SR07A-PC-VSTR-05:FAST:DISABLED,
641,SR07A-PC-VSTR-05,v_sofb_disabled,SR07A-PC-VSTR-05:SLOW:DISABLED,
644,SR07A-PC-Q2AB-07,b1,SR07A-PC-Q2AB-07:I,SR07A-PC-Q2AB-07:SETI
646,SR07C-DI-EBPM-05,x,SR07C-DI-EBPM-05:SA:X,
646,SR07C-DI-EBPM-05,y,SR07C-DI-EBPM-05:SA:Y,
646,SR07C-DI-EBPM-05,enabled,SR07C-DI-EBPM-05:CF:ENABLED_S,
646,SR07C-DI-EBPM-05,x_fofb_disabled,SR07C-PC-HBPM-05:FAST:DISABLED,
646,SR07C-DI-EBPM-05,x_sofb_disabled,SR07C-PC-HBPM-05:SLOW:DISABLED,
646,SR07C-DI-EBPM-05,y_fofb_disabled,SR07C-PC-VBPM-05:FAST:DISABLED,
646,SR07C-DI-EBPM-05,y_sofb_disabled,SR07C-PC-VBPM-05:SLOW:DISABLED,
649,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
652,SR07A-PC-S2B-06,b2,SR07A-PC-S2B-06:I,SR07A-PC-S2B-06:SETI
652,SR07A-PC-HSTR-06,b0,SR07A-PC-HSTR-06:I,SR07A-PC-HSTR-06:SETI
652,SR07A-PC-HSTR-06,h_fofb_disabled,SR07A-PC-HSTR-06:FAST:DISABLED,
652,SR07A-PC-HSTR-06,h_sofb_disabled,SR07A-PC-HSTR-06:SLOW:DISABLED,
652,SR07A-PC-VSTR-06,a0,SR07A-PC-VSTR-06:I,SR07A-PC-VSTR-06:SETI
652,SR07A-PC-VSTR-06,v_fofb_disabled,SR07A-PC-VSTR-06:FAST:DISABLED,
652,SR07A-PC-VSTR-06,v_sofb_disabled,SR07A-PC-VSTR-06:SLOW:DISABLED,
655,SR07A-PC-Q3B-08,b1,SR07A-PC-Q3B-08:I,SR07A-PC-Q3B-08:SETI
657,SR07C-DI-EBPM-06,x,SR07C-DI-EBPM-06:SA:X,
657,SR07C-DI-EBPM-06,y,SR07C-DI-EBPM-06:SA:Y,
657,SR07C-DI-EBPM-06,enabled,SR07C-DI-EBPM-06:CF:ENABLED_S,
657,SR07C-DI-EBPM-06,x_fofb_disabled,SR07C-PC-HBPM-06:FAST:DISABLED,
657,SR07C-DI-EBPM-06,x_sofb_disabled,SR07C-PC-HBPM-06:SLOW:DISABLED,
657,SR07C-DI-EBPM-06,y_fofb_disabled,SR07C-PC-VBPM-06:FAST:DISABLED,
657,SR07C-DI-EBPM-06,y_sofb_disabled,SR07C-PC-VBPM-06:SLOW:DISABLED,
659,SR07A-PC-Q2B-09,b1,SR07A-PC-Q2B-09:I,SR07A-PC-Q2B-09:SETI
662,SR07A-PC-S1B-07,b2,SR07A-PC-S1B-07:I,SR07A-PC-S1B-07:SETI
662,SR07A-PC-HSTR-07,b0,SR07A-PC-HSTR-07:I,SR07A-PC-HSTR-07:SETI
662,SR07A-PC-HSTR-07,h_fofb_disabled,SR07A-PC-HSTR-07:FAST:DISABLED,
662,SR07A-PC-HSTR-07,h_sofb_disabled,SR07A-PC-HSTR-07:SLOW:DISABLED,
662,SR07A-PC-VSTR-07,a0,SR07A-PC-VSTR-07:I,SR07A-PC-VSTR-07:SETI
662,SR07A-PC-VSTR-07,v_fofb_disabled,SR07A-PC-VSTR-07:FAST:DISABLED,
662,SR07A-PC-VSTR-07,v_sofb_disabled,SR07A-PC-VSTR-07:SLOW:DISABLED,
665,SR07A-PC-Q1B-10,b1,SR07A-PC-Q1B-10:I,SR07A-PC-Q1B-10:SETI
667,SR07C-DI-EBPM-07,x,SR07C-DI-EBPM-07:SA:X,
667,SR07C-DI-EBPM-07,y,SR07C-DI-EBPM-07:SA:Y,
667,SR07C-DI-EBPM-07,enabled,SR07C-DI-EBPM-07:CF:ENABLED_S,
667,SR07C-DI-EBPM-07,x_fofb_disabled,SR07C-PC-HBPM-07:FAST:DISABLED,
667,SR07C-DI-EBPM-07,x_sofb_disabled,SR07C-PC-HBPM-07:SLOW:DISABLED,
667,SR07C-DI-EBPM-07,y_fofb_disabled,SR07C-PC-VBPM-07:FAST:DISABLED,
667,SR07C-DI-EBPM-07,y_sofb_disabled,SR07C-PC-VBPM-07:SLOW:DISABLED,
681,SR08C-DI-EBPM-01,x,SR08C-DI-EBPM-01:SA:X,
681,SR08C-DI-EBPM-01,y,SR08C-DI-EBPM-01:SA:Y,
681,SR08C-DI-EBPM-01,enabled,SR08C-DI-EBPM-01:CF:ENABLED_S,
681,SR08C-DI-EBPM-01,x_fofb_disabled,SR08C-PC-HBPM-01:FAST:DISABLED,
681,SR08C-DI-EBPM-01,x_sofb_disabled,SR08C-PC-HBPM-01:SLOW:DISABLED,
681,SR08C-DI-EBPM-01,y_fofb_disabled,SR08C-PC-VBPM-01:FAST:DISABLED,
681,SR08C-DI-EBPM-01,y_sofb_disabled,SR08C-PC-VBPM-01:SLOW:DISABLED,
683,SR08A-PC-Q1B-01,b1,SR08A-PC-Q1B-01:I,SR08A-PC-Q1B-01:SETI
686,SR08A-PC-S1C-01,b2,SR08A-PC-S1C-01:I,SR08A-PC-S1C-01:SETI
686,SR08A-PC-HSTR-01,b0,SR08A-PC-HSTR-01:I,SR08A-PC-HSTR-01:SETI
686,SR08A-PC-HSTR-01,h_fofb_disabled,SR08A-PC-HSTR-01:FAST:DISABLED,
686,SR08A-PC-HSTR-01,h_sofb_disabled,SR08A-PC-HSTR-01:SLOW:DISABLED,
686,SR08A-PC-VSTR-01,a0,SR08A-PC-VSTR-01:I,SR08A-PC-VSTR-01:SETI
686,SR08A-PC-VSTR-01,v_fofb_disabled,SR08A-PC-VSTR-01:FAST:DISABLED,
686,SR08A-PC-VSTR-01,v_sofb_disabled,SR08A-PC-VSTR-01:SLOW:DISABLED,
689,SR08A-PC-Q2B-02,b1,SR08A-PC-Q2B-02:I,SR08A-PC-Q2B-02:SETI
691,SR08A-PC-Q3B-03,b1,SR08A-PC-Q3B-03:I,SR08A-PC-Q3B-03:SETI
694,SR08A-PC-S2C-02,b2,SR08A-PC-S2C-02:I,SR08A-PC-S2C-02:SETI
694,SR08A-PC-HSTR-02,b0,SR08A-PC-HSTR-02:I,SR08A-PC-HSTR-02:SETI
694,SR08A-PC-HSTR-02,h_fofb_disabled,SR08A-PC-HSTR-02:FAST:DISABLED,
694,SR08A-PC-HSTR-02,h_sofb_disabled,SR08A-PC-HSTR-02:SLOW:DISABLED,
694,SR08A-PC-VSTR-02,a0,SR08A-PC-VSTR-02:I,SR08A-PC-VSTR-02:SETI
694,SR08A-PC-VSTR-02,v_fofb_disabled,SR08A-PC-VSTR-02:FAST:DISABLED,
694,SR08A-PC-VSTR-02,v_sofb_disabled,SR08A-PC-VSTR-02:SLOW:DISABLED,
697,SR08C-DI-EBPM-02,x,SR08C-DI-EBPM-02:SA:X,
697,SR08C-DI-EBPM-02,y,SR08C-DI-EBPM-02:SA:Y,
697,SR08C-DI-EBPM-02,enabled,SR08C-DI-EBPM-02:CF:ENABLED_S,
697,SR08C-DI-EBPM-02,x_fofb_disabled,SR08C-PC-HBPM-02:FAST:DISABLED,
697,SR08C-DI-EBPM-02,x_sofb_disabled,SR08C-PC-HBPM-02:SLOW:DISABLED,
697,SR08C-DI-EBPM-02,y_fofb_disabled,SR08C-PC-VBPM-02:FAST:DISABLED,
697,SR08C-DI-EBPM-02,y_sofb_disabled,SR08C-PC-VBPM-02:SLOW:DISABLED,
699,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
701,SR08A-PC-Q2AB-04,b1,SR08A-PC-Q2AB-04:I,SR08A-PC-Q2AB-04:SETI
703,SR08C-DI-EBPM-03,x,SR08C-DI-EBPM-03:SA:X,
703,SR08C-DI-EBPM-03,y,SR08C-DI-EBPM-03:SA:Y,
703,SR08C-DI-EBPM-03,enabled,SR08C-DI-EBPM-03:CF:ENABLED_S,
703,SR08C-DI-EBPM-03,x_fofb_disabled,SR08C-PC-HBPM-03:FAST:DISABLED,
703,SR08C-DI-EBPM-03,x_sofb_disabled,SR08C-PC-HBPM-03:SLOW:DISABLED,
703,SR08C-DI-EBPM-03,y_fofb_disabled,SR08C-PC-VBPM-03:FAST:DISABLED,
703,SR08C-DI-EBPM-03,y_sofb_disabled,SR08C-PC-VBPM-03:SLOW:DISABLED,
706,SR08A-PC-S2A-03,b2,SR08A-PC-S2A-03:I,SR08A-PC-S2A-03:SETI
706,SR08A-PC-HSTR-03,b0,SR08A-PC-HSTR-03:I,SR08A-PC-HSTR-03:SETI
706,SR08A-PC-HSTR-03,h_fofb_disabled,SR08A-PC-HSTR-03:FAST:DISABLED,
706,SR08A-PC-HSTR-03,h_sofb_disabled,SR08A-PC-HSTR-03:SLOW:DISABLED,
706,SR08A-PC-VSTR-03,a0,SR08A-PC-VSTR-03:I,SR08A-PC-VSTR-03:SETI
706,SR08A-PC-VSTR-03,v_fofb_disabled,SR08A-PC-VSTR-03:FAST:DISABLED,
706,SR08A-PC-VSTR-03,v_sofb_disabled,SR08A-PC-VSTR-03:SLOW:DISABLED,
709,SR08A-PC-Q1AB-05,b1,SR08A-PC-Q1AB-05:I,SR08A-PC-Q1AB-05:SETI
711,SR08C-DI-EBPM-04,x,SR08C-DI-EBPM-04:SA:X,
711,SR08C-DI-EBPM-04,y,SR08C-DI-EBPM-04:SA:Y,
711,SR08C-DI-EBPM-04,enabled,SR08C-DI-EBPM-04:CF:ENABLED_S,
711,SR08C-DI-EBPM-04,x_fofb_disabled,SR08C-PC-HBPM-04:FAST:DISABLED,
711,SR08C-DI-EBPM-04,x_sofb_disabled,SR08C-PC-HBPM-04:SLOW:DISABLED,
711,SR08C-DI-EBPM-04,y_fofb_disabled,SR08C-PC-VBPM-04:FAST:DISABLED,
711,SR08C-DI-EBPM-04,y_sofb_disabled,SR08C-PC-VBPM-04:SLOW:DISABLED,
714,SR08A-PC-S1A-04,b2,SR08A-PC-S1A-04:I,SR08A-PC-S1A-04:SETI
714,SR08A-PC-HSTR-04,b0,SR08A-PC-HSTR-04:I,SR08A-PC-HSTR-04:SETI
714,SR08A-PC-HSTR-04,h_fofb_disabled,SR08A-PC-HSTR-04:FAST:DISABLED,
714,SR08A-PC-HSTR-04,h_sofb_disabled,SR08A-PC-HSTR-04:SLOW:DISABLED,
714,SR08A-PC-VSTR-04,a0,SR08A-PC-VSTR-04:I,SR08A-PC-VSTR-04:SETI
714,SR08A-PC-VSTR-04,v_fofb_disabled,SR08A-PC-VSTR-04:FAST:DISABLED,
714,SR08A-PC-VSTR-04,v_sofb_disabled,SR08A-PC-VSTR-04:SLOW:DISABLED,
717,SR08A-PC-Q1AD-06,b1,SR08A-PC-Q1AD-06:I,SR08A-PC-Q1AD-06:SETI
720,SR08A-PC-S2A-05,b2,SR08A-PC-S2A-05:I,SR08A-PC-S2A-05:SETI
720,SR08A-PC-HSTR-05,b0,SR08A-PC-HSTR-05:I,SR08A-PC-HSTR-05:SETI
720,SR08A-PC-HSTR-05,h_fofb_disabled,SR08A-PC-HSTR-05:FAST:DISABLED,
720,SR08A-PC-HSTR-05,h_sofb_disabled,SR08A-PC-HSTR-05:SLOW:DISABLED,
720,SR08A-PC-VSTR-05,a0,SR08A-PC-VSTR-05:I,SR08A-PC-VSTR-05:SETI
720,SR08A-PC-VSTR-05,v_fofb_disabled,SR08A-PC-VSTR-05:FAST:DISABLED,
720,SR08A-PC-VSTR-05,v_sofb_disabled,SR08A-PC-VSTR-05:SLOW:DISABLED,
723,SR08A-PC-Q2AD-07,b1,SR08A-PC-Q2AD-07:I,SR08A-PC-Q2AD-07:SETI
725,SR08C-DI-EBPM-05,x,SR08C-DI-EBPM-05:SA:X,
725,SR08C-DI-EBPM-05,y,SR08C-DI-EBPM-05:SA:Y,
725,SR08C-DI-EBPM-05,enabled,SR08C-DI-EBPM-05:CF:ENABLED_S,
725,SR08C-DI-EBPM-05,x_fofb_disabled,SR08C-PC-HBPM-05:FAST:DISABLED,
725,SR08C-DI-EBPM-05,x_sofb_disabled,SR08C-PC-HBPM-05:SLOW:DISABLED,
725,SR08C-DI-EBPM-05,y_fofb_disabled,SR08C-PC-VBPM-05:FAST:DISABLED,
725,SR08C-DI-EBPM-05,y_sofb_disabled,SR08C-PC-VBPM-05:SLOW:DISABLED,
727,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
730,SR08A-PC-S2D-06,b2,SR08A-PC-S2D-06:I,SR08A-PC-S2D-06:SETI
730,SR08A-PC-HSTR-06,b0,SR08A-PC-HSTR-06:I,SR08A-PC-HSTR-06:SETI
730,SR08A-PC-HSTR-06,h_fofb_disabled,SR08A-PC-HSTR-06:FAST:DISABLED,
730,SR08A-PC-HSTR-06,h_sofb_disabled,SR08A-PC-HSTR-06:SLOW:DISABLED,
730,SR08A-PC-VSTR-06,a0,SR08A-PC-VSTR-06:I,SR08A-PC-VSTR-06:SETI
730,SR08A-PC-VSTR-06,v_fofb_disabled,SR08A-PC-VSTR-06:FAST:DISABLED,
730,SR08A-PC-VSTR-06,v_sofb_disabled,SR08A-PC-VSTR-06:SLOW:DISABLED,
733,SR08A-PC-Q3D-08,b1,SR08A-PC-Q3D-08:I,SR08A-PC-Q3D-08:SETI
735,SR08C-DI-EBPM-06,x,SR08C-DI-EBPM-06:SA:X,
735,SR08C-DI-EBPM-06,y,SR08C-DI-EBPM-06:SA:Y,
735,SR08C-DI-EBPM-06,enabled,SR08C-DI-EBPM-06:CF:ENABLED_S,
735,SR08C-DI-EBPM-06,x_fofb_disabled,SR08C-PC-HBPM-06:FAST:DISABLED,
735,SR08C-DI-EBPM-06,x_sofb_disabled,SR08C-PC-HBPM-06:SLOW:DISABLED,
735,SR08C-DI-EBPM-06,y_fofb_disabled,SR08C-PC-VBPM-06:FAST:DISABLED,
735,SR08C-DI-EBPM-06,y_sofb_disabled,SR08C-PC-VBPM-06:SLOW:DISABLED,
737,SR08A-PC-Q2D-09,b1,SR08A-PC-Q2D-09:I,SR08A-PC-Q2D-09:SETI
740,SR08A-PC-S1D-07,b2,SR08A-PC-S1D-07:I,SR08A-PC-S1D-07:SETI
740,SR08A-PC-HSTR-07,b0,SR08A-PC-HSTR-07:I,SR08A-PC-HSTR-07:SETI
740,SR08A-PC-HSTR-07,h_fofb_disabled,SR08A-PC-HSTR-07:FAST:DISABLED,
740,SR08A-PC-HSTR-07,h_sofb_disabled,SR08A-PC-HSTR-07:SLOW:DISABLED,
740,SR08A-PC-VSTR-07,a0,SR08A-PC-VSTR-07:I,SR08A-PC-VSTR-07:SETI
740,SR08A-PC-VSTR-07,v_fofb_disabled,SR08A-PC-VSTR-07:FAST:DISABLED,
740,SR08A-PC-VSTR-07,v_sofb_disabled,SR08A-PC-VSTR-07:SLOW:DISABLED,
743,SR08A-PC-Q1D-10,b1,SR08A-PC-Q1D-10:I,SR08A-PC-Q1D-10:SETI
745,SR08A-PC-QUADF-01,b1,SR08A-PC-QUADF-01:I,SR08A-PC-QUADF-01:SETI
751,SR08C-DI-EBPM-07,x,SR08C-DI-EBPM-07:SA:X,
751,SR08C-DI-EBPM-07,y,SR08C-DI-EBPM-07:SA:Y,
751,SR08C-DI-EBPM-07,enabled,SR08C-DI-EBPM-07:CF:ENABLED_S,
751,SR08C-DI-EBPM-07,x_fofb_disabled,SR08C-PC-HBPM-07:FAST:DISABLED,
751,SR08C-DI-EBPM-07,x_sofb_disabled,SR08C-PC-HBPM-07:SLOW:DISABLED,
751,SR08C-DI-EBPM-07,y_fofb_disabled,SR08C-PC-VBPM-07:FAST:DISABLED,
751,SR08C-DI-EBPM-07,y_sofb_disabled,SR08C-PC-VBPM-07:SLOW:DISABLED,
763,SR09S-DI-EBPM-01,x,SR09S-DI-EBPM-01:SA:X,
763,SR09S-DI-EBPM-01,y,SR09S-DI-EBPM-01:SA:Y,
763,SR09S-DI-EBPM-01,enabled,SR09S-DI-EBPM-01:CF:ENABLED_S,
763,SR09S-DI-EBPM-01,x_fofb_disabled,SR09S-PC-HBPM-01:FAST:DISABLED,
763,SR09S-DI-EBPM-01,x_sofb_disabled,SR09S-PC-HBPM-01:SLOW:DISABLED,
763,SR09S-DI-EBPM-01,y_fofb_disabled,SR09S-PC-VBPM-01:FAST:DISABLED,
763,SR09S-DI-EBPM-01,y_sofb_disabled,SR09S-PC-VBPM-01:SLOW:DISABLED,
764,SR09S-PC-HSTR-01,b0,SR09S-PC-HSTR-01:I,SR09S-PC-HSTR-01:SETI
764,SR09S-PC-HSTR-01,h_fofb_disabled,SR09S-PC-HSTR-01:FAST:DISABLED,
764,SR09S-PC-HSTR-01,h_sofb_disabled,SR09S-PC-HSTR-01:SLOW:DISABLED,
764,SR09S-PC-VSTR-01,a0,SR09S-PC-VSTR-01:I,SR09S-PC-VSTR-01:SETI
764,SR09S-PC-VSTR-01,v_fofb_disabled,SR09S-PC-VSTR-01:FAST:DISABLED,
764,SR09S-PC-VSTR-01,v_sofb_disabled,SR09S-PC-VSTR-01:SLOW:DISABLED,
770,SR09S-PC-QUADD-02,b1,SR09S-PC-QUADD-02:I,SR09S-PC-QUADD-02:SETI
772,SR09S-PC-QUADF-03,b1,SR09S-PC-QUADF-03:I,SR09S-PC-QUADF-03:SETI
774,SR09S-DI-EBPM-02,x,SR09S-DI-EBPM-02:SA:X,
774,SR09S-DI-EBPM-02,y,SR09S-DI-EBPM-02:SA:Y,
774,SR09S-DI-EBPM-02,enabled,SR09S-DI-EBPM-02:CF:ENABLED_S,
774,SR09S-DI-EBPM-02,x_fofb_disabled,SR09S-PC-HBPM-02:FAST:DISABLED,
774,SR09S-DI-EBPM-02,x_sofb_disabled,SR09S-PC-HBPM-02:SLOW:DISABLED,
774,SR09S-DI-EBPM-02,y_fofb_disabled,SR09S-PC-VBPM-02:FAST:DISABLED,
774,SR09S-DI-EBPM-02,y_sofb_disabled,SR09S-PC-VBPM-02:SLOW:DISABLED,
775,SR09S-PC-HSTR-02,b0,SR09S-PC-HSTR-02:I,SR09S-PC-HSTR-02:SETI
775,SR09S-PC-HSTR-02,h_fofb_disabled,SR09S-PC-HSTR-02:FAST:DISABLED,
775,SR09S-PC-HSTR-02,h_sofb_disabled,SR09S-PC-HSTR-02:SLOW:DISABLED,
775,SR09S-PC-VSTR-02,a0,SR09S-PC-VSTR-02:I,SR09S-PC-VSTR-02:SETI
775,SR09S-PC-VSTR-02,v_fofb_disabled,SR09S-PC-VSTR-02:FAST:DISABLED,
775,SR09S-PC-VSTR-02,v_sofb_disabled,SR09S-PC-VSTR-02:SLOW:DISABLED,
787,SR09C-DI-EBPM-01,x,SR09C-DI-EBPM-01:SA:X,
787,SR09C-DI-EBPM-01,y,SR09C-DI-EBPM-01:SA:Y,
787,SR09C-DI-EBPM-01,enabled,SR09C-DI-EBPM-01:CF:ENABLED_S,
787,SR09C-DI-EBPM-01,x_fofb_disabled,SR09C-PC-HBPM-01:FAST:DISABLED,
787,SR09C-DI-EBPM-01,x_sofb_disabled,SR09C-PC-HBPM-01:SLOW:DISABLED,
787,SR09C-DI-EBPM-01,y_fofb_disabled,SR09C-PC-VBPM-01:FAST:DISABLED,
787,SR09C-DI-EBPM-01,y_sofb_disabled,SR09C-PC-VBPM-01:SLOW:DISABLED,
793,SR09A-PC-QUADF-04,b1,SR09A-PC-QUADF-04:I,SR09A-PC-QUADF-04:SETI
795,SR09A-PC-Q1D-01,b1,SR09A-PC-Q1D-01:I,SR09A-PC-Q1D-01:SETI
798,SR09A-PC-S1D-01,b2,SR09A-PC-S1D-01:I,SR09A-PC-S1D-01:SETI
798,SR09A-PC-HSTR-01,b0,SR09A-PC-HSTR-01:I,SR09A-PC-HSTR-01:SETI
798,SR09A-PC-HSTR-01,h_fofb_disabled,SR09A-PC-HSTR-01:FAST:DISABLED,
798,SR09A-PC-HSTR-01,h_sofb_disabled,SR09A-PC-HSTR-01:SLOW:DISABLED,
798,SR09A-PC-VSTR-01,a0,SR09A-PC-VSTR-01:I,SR09A-PC-VSTR-01:SETI
798,SR09A-PC-VSTR-01,v_fofb_disabled,SR09A-PC-VSTR-01:FAST:DISABLED,
798,SR09A-PC-VSTR-01,v_sofb_disabled,SR09A-PC-VSTR-01:SLOW:DISABLED,
801,SR09A-PC-Q2D-02,b1,SR09A-PC-Q2D-02:I,SR09A-PC-Q2D-02:SETI
803,SR09A-PC-Q3D-03,b1,SR09A-PC-Q3D-03:I,SR09A-PC-Q3D-03:SETI
806,SR09A-PC-S2D-02,b2,SR09A-PC-S2D-02:I,SR09A-PC-S2D-02:SETI
806,SR09A-PC-HSTR-02,b0,SR09A-PC-HSTR-02:I,SR09A-PC-HSTR-02:SETI
806,SR09A-PC-HSTR-02,h_fofb_disabled,SR09A-PC-HSTR-02:FAST:DISABLED,
806,SR09A-PC-HSTR-02,h_sofb_disabled,SR09A-PC-HSTR-02:SLOW:DISABLED,
806,SR09A-PC-VSTR-02,a0,SR09A-PC-VSTR-02:I,SR09A-PC-VSTR-02:SETI
806,SR09A-PC-VSTR-02,v_fofb_disabled,SR09A-PC-VSTR-02:FAST:DISABLED,
806,SR09A-PC-VSTR-02,v_sofb_disabled,SR09A-PC-VSTR-02:SLOW:DISABLED,
809,SR09C-DI-EBPM-02,x,SR09C-DI-EBPM-02:SA:X,
809,SR09C-DI-EBPM-02,y,SR09C-DI-EBPM-02:SA:Y,
809,SR09C-DI-EBPM-02,enabled,SR09C-DI-EBPM-02:CF:ENABLED_S,
809,SR09C-DI-EBPM-02,x_fofb_disabled,SR09C-PC-HBPM-02:FAST:DISABLED,
809,SR09C-DI-EBPM-02,x_sofb_disabled,SR09C-PC-HBPM-02:SLOW:DISABLED,
809,SR09C-DI-EBPM-02,y_fofb_disabled,SR09C-PC-VBPM-02:FAST:DISABLED,
809,SR09C-DI-EBPM-02,y_sofb_disabled,SR09C-PC-VBPM-02:SLOW:DISABLED,
811,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
813,SR09A-PC-Q2AD-04,b1,SR09A-PC-Q2AD-04:I,SR09A-PC-Q2AD-04:SETI
815,SR09C-DI-EBPM-03,x,SR09C-DI-EBPM-03:SA:X,
815,SR09C-DI-EBPM-03,y,SR09C-DI-EBPM-03:SA:Y,
815,SR09C-DI-EBPM-03,enabled,SR09C-DI-EBPM-03:CF:ENABLED_S,
815,SR09C-DI-EBPM-03,x_fofb_disabled,SR09C-PC-HBPM-03:FAST:DISABLED,
815,SR09C-DI-EBPM-03,x_sofb_disabled,SR09C-PC-HBPM-03:SLOW:DISABLED,
815,SR09C-DI-EBPM-03,y_fofb_disabled,SR09C-PC-VBPM-03:FAST:DISABLED,
815,SR09C-DI-EBPM-03,y_sofb_disabled,SR09C-PC-VBPM-03:SLOW:DISABLED,
818,SR09A-PC-S2A-03,b2,SR09A-PC-S2A-03:I,SR09A-PC-S2A-03:SETI
818,SR09A-PC-HSTR-03,b0,SR09A-PC-HSTR-03:I,SR09A-PC-HSTR-03:SETI
818,SR09A-PC-HSTR-03,h_fofb_disabled,SR09A-PC-HSTR-03:FAST:DISABLED,
818,SR09A-PC-HSTR-03,h_sofb_disabled,SR09A-PC-HSTR-03:SLOW:DISABLED,
818,SR09A-PC-VSTR-03,a0,SR09A-PC-VSTR-03:I,SR09A-PC-VSTR-03:SETI
818,SR09A-PC-VSTR-03,v_fofb_disabled,SR09A-PC-VSTR-03:FAST:DISABLED,
818,SR09A-PC-VSTR-03,v_sofb_disabled,SR09A-PC-VSTR-03:SLOW:DISABLED,
821,SR09A-PC-Q1AD-05,b1,SR09A-PC-Q1AD-05:I,SR09A-PC-Q1AD-05:SETI
823,SR09C-DI-EBPM-04,x,SR09C-DI-EBPM-04:SA:X,
823,SR09C-DI-EBPM-04,y,SR09C-DI-EBPM-04:SA:Y,
823,SR09C-DI-EBPM-04,enabled,SR09C-DI-EBPM-04:CF:ENABLED_S,
823,SR09C-DI-EBPM-04,x_fofb_disabled,SR09C-PC-HBPM-04:FAST:DISABLED,
823,SR09C-DI-EBPM-04,x_sofb_disabled,SR09C-PC-HBPM-04:SLOW:DISABLED,
823,SR09C-DI-EBPM-04,y_fofb_disabled,SR09C-PC-VBPM-04:FAST:DISABLED,
823,SR09C-DI-EBPM-04,y_sofb_disabled,SR09C-PC-VBPM-04:SLOW:DISABLED,
826,SR09A-PC-S1A-04,b2,SR09A-PC-S1A-04:I,SR09A-PC-S1A-04:SETI
