el_id,field,uc_type,uc_id,phys_units,eng_units
1997,y,poly,116,mm,m
2013,x,poly,116,mm,m
2013,y,poly,116,mm,m
2019,x,poly,116,mm,m
2019,y,poly,116,mm,m
2027,x,poly,116,mm,m
2027,y,poly,116,mm,m
2041,x,poly,116,mm,m
2041,y,poly,116,mm,m
2052,x,poly,116,mm,m
2052,y,poly,116,mm,m
2062,x,poly,116,mm,m
2062,y,poly,116,mm,m
2076,x,poly,116,mm,m
2076,y,poly,116,mm,m
2092,x,poly,116,mm,m
2092,y,poly,116,mm,m
2098,x,poly,116,mm,m
2098,y,poly,116,mm,m
2106,x,poly,116,mm,m
2106,y,poly,116,mm,m
2120,x,poly,116,mm,m
2120,y,poly,116,mm,m
2131,x,poly,116,mm,m
2131,y,poly,116,mm,m
2141,x,poly,116,mm,m
2141,y,poly,116,mm,m
8,a1,pchip,117,m^-2,A
28,a1,pchip,118,m^-2,A
42,a1,pchip,119,m^-2,A
62,a1,pchip,120,m^-2,A
101,a1,pchip,121,m^-2,A
126,a1,pchip,122,m^-2,A
130,a1,pchip,123,m^-2,A
179,a1,pchip,124,m^-2,A
183,a1,pchip,125,m^-2,A
202,a1,pchip,126,m^-2,A
245,a1,pchip,127,m^-2,A
265,a1,pchip,128,m^-2,A
279,a1,pchip,129,m^-2,A
299,a1,pchip,130,m^-2,A
347,a1,pchip,131,m^-2,A
367,a1,pchip,132,m^-2,A
381,a1,pchip,133,m^-2,A
401,a1,pchip,134,m^-2,A
428,a1,pchip,135,m^-2,A
448,a1,pchip,136,m^-2,A
462,a1,pchip,137,m^-2,A
482,a1,pchip,138,m^-2,A
519,a1,pchip,139,m^-2,A
539,a1,pchip,140,m^-2,A
553,a1,pchip,141,m^-2,A
573,a1,pchip,142,m^-2,A
611,a1,pchip,143,m^-2,A
631,a1,pchip,144,m^-2,A
645,a1,pchip,145,m^-2,A
666,a1,pchip,146,m^-2,A
690,a1,pchip,147,m^-2,A
710,a1,pchip,148,m^-2,A
724,a1,pchip,149,m^-2,A
744,a1,pchip,150,m^-2,A
806,a1,pchip,151,m^-2,A
826,a1,pchip,152,m^-2,A
840,a1,pchip,153,m^-2,A
860,a1,pchip,154,m^-2,A
920,a1,pchip,155,m^-2,A
940,a1,pchip,156,m^-2,A
954,a1,pchip,157,m^-2,A
974,a1,pchip,158,m^-2,A
998,a1,pchip,159,m^-2,A
1018,a1,pchip,160,m^-2,A
1032,a1,pchip,161,m^-2,A
1052,a1,pchip,162,m^-2,A
1076,a1,pchip,163,m^-2,A
1096,a1,pchip,164,m^-2,A
1110,a1,pchip,165,m^-2,A
1130,a1,pchip,166,m^-2,A
1192,a1,pchip,167,m^-2,A
1212,a1,pchip,168,m^-2,A
1226,a1,pchip,169,m^-2,A
1246,a1,pchip,170,m^-2,A
1270,a1,pchip,171,m^-2,A
1290,a1,pchip,172,m^-2,A
1304,a1,pchip,173,m^-2,A
1324,a1,pchip,174,m^-2,A
1348,a1,pchip,175,m^-2,A
1368,a1,pchip,176,m^-2,A
1382,a1,pchip,177,m^-2,A
1402,a1,pchip,178,m^-2,A
1428,a1,pchip,179,m^-2,A
1448,a1,pchip,180,m^-2,A
1462,a1,pchip,181,m^-2,A
1483,a1,pchip,182,m^-2,A
1498,a1,pchip,183,m^-2,A
1518,a1,pchip,184,m^-2,A
1532,a1,pchip,185,m^-2,A
1552,a1,pchip,186,m^-2,A
1578,a1,pchip,187,m^-2,A
1598,a1,pchip,188,m^-2,A
1612,a1,pchip,189,m^-2,A
1633,a1,pchip,190,m^-2,A
1657,a1,pchip,191,m^-2,A
1677,a1,pchip,192,m^-2,A
1691,a1,pchip,193,m^-2,A
1711,a1,pchip,194,m^-2,A
1766,a1,pchip,195,m^-2,A
1786,a1,pchip,196,m^-2,A
1800,a1,pchip,197,m^-2,A
1820,a1,pchip,198,m^-2,A
1844,a1,pchip,199,m^-2,A
1864,a1,pchip,200,m^-2,A
1878,a1,pchip,201,m^-2,A
1899,a1,pchip,202,m^-2,A
1923,a1,pchip,203,m^-2,A
1943,a1,pchip,204,m^-2,A
1957,a1,pchip,205,m^-2,A
1978,a1,pchip,206,m^-2,A
2002,a1,pchip,207,m^-2,A
2022,a1,pchip,208,m^-2,A
2036,a1,pchip,209,m^-2,A
2057,a1,pchip,210,m^-2,A
2081,a1,pchip,211,m^-2,A
2101,a1,pchip,212,m^-2,A
2115,a1,pchip,213,m^-2,A
2136,a1,pchip,214,m^-2,A
8,x_kick,poly,215,,A
16,x_kick,poly,216,,A
28,x_kick,poly,217,,A
36,x_kick,poly,218,,A
42,x_kick,poly,219,,A
52,x_kick,poly,220,,A
62,x_kick,poly,221,,A
101,x_kick,poly,222,,A
126,x_kick,poly,223,,A
130,x_kick,poly,224,,A
139,x_kick,poly,225,,A
159,x_kick,poly,226,,A
179,x_kick,poly,227,,A
183,x_kick,poly,228,,A
202,x_kick,poly,229,,A
245,x_kick,poly,230,,A
253,x_kick,poly,231,,A
265,x_kick,poly,232,,A
273,x_kick,poly,233,,A
279,x_kick,poly,234,,A
289,x_kick,poly,235,,A
299,x_kick,poly,236,,A
347,x_kick,poly,237,,A
355,x_kick,poly,238,,A
367,x_kick,poly,239,,A
375,x_kick,poly,240,,A
381,x_kick,poly,241,,A
391,x_kick,poly,242,,A
401,x_kick,poly,243,,A
428,x_kick,poly,244,,A
436,x_kick,poly,245,,A
448,x_kick,poly,246,,A
456,x_kick,poly,247,,A
462,x_kick,poly,248,,A
472,x_kick,poly,249,,A
482,x_kick,poly,250,,A
519,x_kick,poly,251,,A
527,x_kick,poly,252,,A
539,x_kick,poly,253,,A
547,x_kick,poly,254,,A
553,x_kick,poly,255,,A
563,x_kick,poly,256,,A
573,x_kick,poly,257,,A
611,x_kick,poly,258,,A
619,x_kick,poly,259,,A
631,x_kick,poly,260,,A
639,x_kick,poly,261,,A
645,x_kick,poly,262,,A
656,x_kick,poly,263,,A
666,x_kick,poly,264,,A
690,x_kick,poly,265,,A
698,x_kick,poly,266,,A
710,x_kick,poly,267,,A
718,x_kick,poly,268,,A
724,x_kick,poly,269,,A
734,x_kick,poly,270,,A
744,x_kick,poly,271,,A
769,x_kick,poly,272,,A
782,x_kick,poly,273,,A
806,x_kick,poly,274,,A
814,x_kick,poly,275,,A
826,x_kick,poly,276,,A
834,x_kick,poly,277,,A
840,x_kick,poly,278,,A
850,x_kick,poly,279,,A
860,x_kick,poly,280,,A
920,x_kick,poly,281,,A
928,x_kick,poly,282,,A
940,x_kick,poly,283,,A
948,x_kick,poly,284,,A
954,x_kick,poly,285,,A
964,x_kick,poly,286,,A
974,x_kick,poly,287,,A
998,x_kick,poly,288,,A
1006,x_kick,poly,289,,A
1018,x_kick,poly,290,,A
1026,x_kick,poly,291,,A
1032,x_kick,poly,292,,A
1042,x_kick,poly,293,,A
1052,x_kick,poly,294,,A
1076,x_kick,poly,295,,A
1084,x_kick,poly,296,,A
1096,x_kick,poly,297,,A
1104,x_kick,poly,298,,A
1110,x_kick,poly,299,,A
1120,x_kick,poly,300,,A
1130,x_kick,poly,301,,A
1155,x_kick,poly,302,,A
1168,x_kick,poly,303,,A
1192,x_kick,poly,304,,A
1200,x_kick,poly,305,,A
1212,x_kick,poly,306,,A
1220,x_kick,poly,307,,A
1226,x_kick,poly,308,,A
1236,x_kick,poly,309,,A
1246,x_kick,poly,310,,A
1270,x_kick,poly,311,,A
1278,x_kick,poly,312,,A
1290,x_kick,poly,313,,A
1298,x_kick,poly,314,,A
1304,x_kick,poly,315,,A
1314,x_kick,poly,316,,A
1324,x_kick,poly,317,,A
1348,x_kick,poly,318,,A
1356,x_kick,poly,319,,A
1368,x_kick,poly,320,,A
1376,x_kick,poly,321,,A
1382,x_kick,poly,322,,A
1392,x_kick,poly,323,,A
1402,x_kick,poly,324,,A
1428,x_kick,poly,325,,A
1436,x_kick,poly,326,,A
1448,x_kick,poly,327,,A
1456,x_kick,poly,328,,A
1462,x_kick,poly,329,,A
1473,x_kick,poly,330,,A
1483,x_kick,poly,331,,A
1498,x_kick,poly,332,,A
1506,x_kick,poly,333,,A
1518,x_kick,poly,334,,A
1526,x_kick,poly,335,,A
1532,x_kick,poly,336,,A
1542,x_kick,poly,337,,A
1552,x_kick,poly,338,,A
1578,x_kick,poly,339,,A
1586,x_kick,poly,340,,A
1598,x_kick,poly,341,,A
1606,x_kick,poly,342,,A
1612,x_kick,poly,343,,A
1623,x_kick,poly,344,,A
1633,x_kick,poly,345,,A
1657,x_kick,poly,346,,A
1665,x_kick,poly,347,,A
1677,x_kick,poly,348,,A
1685,x_kick,poly,349,,A
1691,x_kick,poly,350,,A
1701,x_kick,poly,351,,A
1711,x_kick,poly,352,,A
1766,x_kick,poly,353,,A
1774,x_kick,poly,354,,A
1786,x_kick,poly,355,,A
1794,x_kick,poly,356,,A
1800,x_kick,poly,357,,A
1810,x_kick,poly,358,,A
1820,x_kick,poly,359,,A
1844,x_kick,poly,360,,A
1852,x_kick,poly,361,,A
1864,x_kick,poly,362,,A
1872,x_kick,poly,363,,A
1878,x_kick,poly,364,,A
1889,x_kick,poly,365,,A
1899,x_kick,poly,366,,A
1923,x_kick,poly,367,,A
1931,x_kick,poly,368,,A
1943,x_kick,poly,369,,A
1951,x_kick,poly,370,,A
1957,x_kick,poly,371,,A
1968,x_kick,poly,372,,A
1978,x_kick,poly,373,,A
2002,x_kick,poly,374,,A
2010,x_kick,poly,375,,A
2022,x_kick,poly,376,,A
2030,x_kick,poly,377,,A
2036,x_kick,poly,378,,A
2047,x_kick,poly,379,,A
2057,x_kick,poly,380,,A
2081,x_kick,poly,381,,A
2089,x_kick,poly,382,,A
2101,x_kick,poly,383,,A
2109,x_kick,poly,384,,A
2115,x_kick,poly,385,,A
2126,x_kick,poly,386,,A
2136,x_kick,poly,387,,A
8,y_kick,poly,388,,A
16,y_kick,poly,389,,A
28,y_kick,poly,390,,A
36,y_kick,poly,391,,A
42,y_kick,poly,392,,A
52,y_kick,poly,393,,A
62,y_kick,poly,394,,A
101,y_kick,poly,395,,A
126,y_kick,poly,396,,A
130,y_kick,poly,397,,A
140,y_kick,poly,398,,A
160,y_kick,poly,399,,A
179,y_kick,poly,400,,A
183,y_kick,poly,401,,A
202,y_kick,poly,402,,A
245,y_kick,poly,403,,A
253,y_kick,poly,404,,A
265,y_kick,poly,405,,A
273,y_kick,poly,406,,A
279,y_kick,poly,407,,A
289,y_kick,poly,408,,A
299,y_kick,poly,409,,A
347,y_kick,poly,410,,A
355,y_kick,poly,411,,A
367,y_kick,poly,412,,A
375,y_kick,poly,413,,A
381,y_kick,poly,414,,A
391,y_kick,poly,415,,A
401,y_kick,poly,416,,A
428,y_kick,poly,417,,A
436,y_kick,poly,418,,A
448,y_kick,poly,419,,A
456,y_kick,poly,420,,A
462,y_kick,poly,421,,A
472,y_kick,poly,422,,A
482,y_kick,poly,423,,A
519,y_kick,poly,424,,A
527,y_kick,poly,425,,A
539,y_kick,poly,426,,A
547,y_kick,poly,427,,A
553,y_kick,poly,428,,A
563,y_kick,poly,429,,A
573,y_kick,poly,430,,A
611,y_kick,poly,431,,A
619,y_kick,poly,432,,A
631,y_kick,poly,433,,A
639,y_kick,poly,434,,A
645,y_kick,poly,435,,A
656,y_kick,poly,436,,A
666,y_kick,poly,437,,A
690,y_kick,poly,438,,A
698,y_kick,poly,439,,A
710,y_kick,poly,440,,A
718,y_kick,poly,441,,A
724,y_kick,poly,442,,A
734,y_kick,poly,443,,A
744,y_kick,poly,444,,A
770,y_kick,poly,445,,A
783,y_kick,poly,446,,A
806,y_kick,poly,447,,A
814,y_kick,poly,448,,A
826,y_kick,poly,449,,A
834,y_kick,poly,450,,A
840,y_kick,poly,451,,A
850,y_kick,poly,452,,A
860,y_kick,poly,453,,A
920,y_kick,poly,454,,A
928,y_kick,poly,455,,A
940,y_kick,poly,456,,A
948,y_kick,poly,457,,A
954,y_kick,poly,458,,A
964,y_kick,poly,459,,A
974,y_kick,poly,460,,A
998,y_kick,poly,461,,A
1006,y_kick,poly,462,,A
1018,y_kick,poly,463,,A
1026,y_kick,poly,464,,A
1032,y_kick,poly,465,,A
1042,y_kick,poly,466,,A
1052,y_kick,poly,467,,A
1076,y_kick,poly,468,,A
1084,y_kick,poly,469,,A
1096,y_kick,poly,470,,A
1104,y_kick,poly,471,,A
1110,y_kick,poly,472,,A
1120,y_kick,poly,473,,A
1130,y_kick,poly,474,,A
1156,y_kick,poly,475,,A
1169,y_kick,poly,476,,A
1192,y_kick,poly,477,,A
1200,y_kick,poly,478,,A
1212,y_kick,poly,479,,A
1220,y_kick,poly,480,,A
1226,y_kick,poly,481,,A
1236,y_kick,poly,482,,A
1246,y_kick,poly,483,,A
1270,y_kick,poly,484,,A
1278,y_kick,poly,485,,A
1290,y_kick,poly,486,,A
1298,y_kick,poly,487,,A
1304,y_kick,poly,488,,A
1314,y_kick,poly,489,,A
1324,y_kick,poly,490,,A
1348,y_kick,poly,491,,A
1356,y_kick,poly,492,,A
1368,y_kick,poly,493,,A
1376,y_kick,poly,494,,A
1382,y_kick,poly,495,,A
1392,y_kick,poly,496,,A
1402,y_kick,poly,497,,A
1428,y_kick,poly,498,,A
1436,y_kick,poly,499,,A
1448,y_kick,poly,500,,A
1456,y_kick,poly,501,,A
1462,y_kick,poly,502,,A
1473,y_kick,poly,503,,A
1483,y_kick,poly,504,,A
1498,y_kick,poly,505,,A
1506,y_kick,poly,506,,A
1518,y_kick,poly,507,,A
1526,y_kick,poly,508,,A
1532,y_kick,poly,509,,A
1542,y_kick,poly,510,,A
1552,y_kick,poly,511,,A
1578,y_kick,poly,512,,A
1586,y_kick,poly,513,,A
1598,y_kick,poly,514,,A
1606,y_kick,poly,515,,A
1612,y_kick,poly,516,,A
1623,y_kick,poly,517,,A
1633,y_kick,poly,518,,A
1657,y_kick,poly,519,,A
1665,y_kick,poly,520,,A
1677,y_kick,poly,521,,A
1685,y_kick,poly,522,,A
1691,y_kick,poly,523,,A
1701,y_kick,poly,524,,A
1711,y_kick,poly,525,,A
1766,y_kick,poly,526,,A
1774,y_kick,poly,527,,A
1786,y_kick,poly,528,,A
1794,y_kick,poly,529,,A
1800,y_kick,poly,530,,A
1810,y_kick,poly,531,,A
1820,y_kick,poly,532,,A
1844,y_kick,poly,533,,A
1852,y_kick,poly,534,,A
1864,y_kick,poly,535,,A
1872,y_kick,poly,536,,A
1878,y_kick,poly,537,,A
1889,y_kick,poly,538,,A
1899,y_kick,poly,539,,A
1923,y_kick,poly,540,,A
1931,y_kick,poly,541,,A
1943,y_kick,poly,542,,A
1951,y_kick,poly,543,,A
1957,y_kick,poly,544,,A
1968,y_kick,poly,545,,A
1978,y_kick,poly,546,,A
2002,y_kick,poly,547,,A
2010,y_kick,poly,548,,A
2022,y_kick,poly,549,,A
2030,y_kick,poly,550,,A
2036,y_kick,poly,551,,A
2047,y_kick,poly,552,,A
2057,y_kick,poly,553,,A
2081,y_kick,poly,554,,A
2089,y_kick,poly,555,,A
2101,y_kick,poly,556,,A
2109,y_kick,poly,557,,A
2115,y_kick,poly,558,,A
2126,y_kick,poly,559,,A
2136,y_kick,poly,560,,A
