el_id,field,uc_type,uc_id,phys_units,eng_units
2094,y,poly,118,mm,m
2100,x,poly,118,mm,m
2100,y,poly,118,mm,m
2108,x,poly,118,mm,m
2108,y,poly,118,mm,m
2122,x,poly,118,mm,m
2122,y,poly,118,mm,m
2133,x,poly,118,mm,m
2133,y,poly,118,mm,m
2143,x,poly,118,mm,m
2143,y,poly,118,mm,m
75,x_kick,poly,119,,A
82,x_kick,poly,120,,A
220,x_kick,poly,121,,A
227,x_kick,poly,122,,A
312,x_kick,poly,123,,A
319,x_kick,poly,124,,A
327,x_kick,poly,125,,A
334,x_kick,poly,126,,A
410,x_kick,poly,127,,A
417,x_kick,poly,128,,A
491,x_kick,poly,129,,A
498,x_kick,poly,130,,A
502,x_kick,poly,131,,A
509,x_kick,poly,132,,A
586,x_kick,poly,133,,A
593,x_kick,poly,134,,A
674,x_kick,poly,135,,A
681,x_kick,poly,136,,A
757,x_kick,poly,137,,A
764,x_kick,poly,138,,A
785,x_kick,poly,139,,A
792,x_kick,poly,140,,A
876,x_kick,poly,141,,A
883,x_kick,poly,142,,A
896,x_kick,poly,143,,A
903,x_kick,poly,144,,A
982,x_kick,poly,145,,A
989,x_kick,poly,146,,A
1063,x_kick,poly,147,,A
1068,x_kick,poly,148,,A
1145,x_kick,poly,149,,A
1152,x_kick,poly,150,,A
1173,x_kick,poly,151,,A
1180,x_kick,poly,152,,A
1256,x_kick,poly,153,,A
1263,x_kick,poly,154,,A
1335,x_kick,poly,155,,A
1340,x_kick,poly,156,,A
1413,x_kick,poly,157,,A
1420,x_kick,poly,158,,A
1563,x_kick,poly,159,,A
1570,x_kick,poly,160,,A
1643,x_kick,poly,161,,A
1650,x_kick,poly,162,,A
1728,x_kick,poly,163,,A
1738,x_kick,poly,164,,A
1747,x_kick,poly,165,,A
1752,x_kick,poly,166,,A
1830,x_kick,poly,167,,A
1837,x_kick,poly,168,,A
1909,x_kick,poly,169,,A
1916,x_kick,poly,170,,A
1988,x_kick,poly,171,,A
1995,x_kick,poly,172,,A
2067,x_kick,poly,173,,A
2074,x_kick,poly,174,,A
76,x_kick,poly,175,,A
83,x_kick,poly,176,,A
221,x_kick,poly,177,,A
228,x_kick,poly,178,,A
313,x_kick,poly,179,,A
320,x_kick,poly,180,,A
328,x_kick,poly,181,,A
335,x_kick,poly,182,,A
411,x_kick,poly,183,,A
418,x_kick,poly,184,,A
492,x_kick,poly,185,,A
499,x_kick,poly,186,,A
503,x_kick,poly,187,,A
510,x_kick,poly,188,,A
587,x_kick,poly,189,,A
594,x_kick,poly,190,,A
675,x_kick,poly,191,,A
682,x_kick,poly,192,,A
758,x_kick,poly,193,,A
765,x_kick,poly,194,,A
786,x_kick,poly,195,,A
793,x_kick,poly,196,,A
877,x_kick,poly,197,,A
884,x_kick,poly,198,,A
897,x_kick,poly,199,,A
904,x_kick,poly,200,,A
983,x_kick,poly,201,,A
990,x_kick,poly,202,,A
1064,x_kick,poly,203,,A
1069,x_kick,poly,204,,A
1146,x_kick,poly,205,,A
1153,x_kick,poly,206,,A
1174,x_kick,poly,207,,A
1181,x_kick,poly,208,,A
1257,x_kick,poly,209,,A
1264,x_kick,poly,210,,A
1336,x_kick,poly,211,,A
1341,x_kick,poly,212,,A
1414,x_kick,poly,213,,A
1421,x_kick,poly,214,,A
1564,x_kick,poly,215,,A
1571,x_kick,poly,216,,A
1644,x_kick,poly,217,,A
1651,x_kick,poly,218,,A
1729,x_kick,poly,219,,A
1739,x_kick,poly,220,,A
1748,x_kick,poly,221,,A
1753,x_kick,poly,222,,A
1831,x_kick,poly,223,,A
1838,x_kick,poly,224,,A
1910,x_kick,poly,225,,A
1917,x_kick,poly,226,,A
1989,x_kick,poly,227,,A
1996,x_kick,poly,228,,A
2068,x_kick,poly,229,,A
2075,x_kick,poly,230,,A
8,a1,pchip,231,m^-2,A
28,a1,pchip,232,m^-2,A
42,a1,pchip,233,m^-2,A
62,a1,pchip,234,m^-2,A
101,a1,pchip,235,m^-2,A
126,a1,pchip,236,m^-2,A
130,a1,pchip,237,m^-2,A
179,a1,pchip,238,m^-2,A
183,a1,pchip,239,m^-2,A
202,a1,pchip,240,m^-2,A
245,a1,pchip,241,m^-2,A
265,a1,pchip,242,m^-2,A
279,a1,pchip,243,m^-2,A
299,a1,pchip,244,m^-2,A
347,a1,pchip,245,m^-2,A
367,a1,pchip,246,m^-2,A
381,a1,pchip,247,m^-2,A
401,a1,pchip,248,m^-2,A
428,a1,pchip,249,m^-2,A
448,a1,pchip,250,m^-2,A
462,a1,pchip,251,m^-2,A
482,a1,pchip,252,m^-2,A
519,a1,pchip,253,m^-2,A
539,a1,pchip,254,m^-2,A
553,a1,pchip,255,m^-2,A
573,a1,pchip,256,m^-2,A
611,a1,pchip,257,m^-2,A
631,a1,pchip,258,m^-2,A
645,a1,pchip,259,m^-2,A
666,a1,pchip,260,m^-2,A
690,a1,pchip,261,m^-2,A
710,a1,pchip,262,m^-2,A
724,a1,pchip,263,m^-2,A
744,a1,pchip,264,m^-2,A
806,a1,pchip,265,m^-2,A
826,a1,pchip,266,m^-2,A
840,a1,pchip,267,m^-2,A
860,a1,pchip,268,m^-2,A
920,a1,pchip,269,m^-2,A
940,a1,pchip,270,m^-2,A
954,a1,pchip,271,m^-2,A
974,a1,pchip,272,m^-2,A
998,a1,pchip,273,m^-2,A
1018,a1,pchip,274,m^-2,A
1026,a1,pchip,275,m^-2,A
1054,a1,pchip,276,m^-2,A
1078,a1,pchip,277,m^-2,A
1098,a1,pchip,278,m^-2,A
1112,a1,pchip,279,m^-2,A
1132,a1,pchip,280,m^-2,A
1194,a1,pchip,281,m^-2,A
1214,a1,pchip,282,m^-2,A
1228,a1,pchip,283,m^-2,A
1248,a1,pchip,284,m^-2,A
1272,a1,pchip,285,m^-2,A
1292,a1,pchip,286,m^-2,A
1306,a1,pchip,287,m^-2,A
1326,a1,pchip,288,m^-2,A
1350,a1,pchip,289,m^-2,A
1370,a1,pchip,290,m^-2,A
1384,a1,pchip,291,m^-2,A
1404,a1,pchip,292,m^-2,A
1430,a1,pchip,293,m^-2,A
1450,a1,pchip,294,m^-2,A
1464,a1,pchip,295,m^-2,A
1485,a1,pchip,296,m^-2,A
1500,a1,pchip,297,m^-2,A
1520,a1,pchip,298,m^-2,A
1534,a1,pchip,299,m^-2,A
1554,a1,pchip,300,m^-2,A
1580,a1,pchip,301,m^-2,A
1600,a1,pchip,302,m^-2,A
1614,a1,pchip,303,m^-2,A
1635,a1,pchip,304,m^-2,A
1659,a1,pchip,305,m^-2,A
1679,a1,pchip,306,m^-2,A
1693,a1,pchip,307,m^-2,A
1713,a1,pchip,308,m^-2,A
1768,a1,pchip,309,m^-2,A
1788,a1,pchip,310,m^-2,A
1802,a1,pchip,311,m^-2,A
1822,a1,pchip,312,m^-2,A
1846,a1,pchip,313,m^-2,A
1866,a1,pchip,314,m^-2,A
1880,a1,pchip,315,m^-2,A
1901,a1,pchip,316,m^-2,A
1925,a1,pchip,317,m^-2,A
1945,a1,pchip,318,m^-2,A
1959,a1,pchip,319,m^-2,A
1980,a1,pchip,320,m^-2,A
2004,a1,pchip,321,m^-2,A
2024,a1,pchip,322,m^-2,A
2038,a1,pchip,323,m^-2,A
2059,a1,pchip,324,m^-2,A
2083,a1,pchip,325,m^-2,A
2103,a1,pchip,326,m^-2,A
2117,a1,pchip,327,m^-2,A
2138,a1,pchip,328,m^-2,A
8,x_kick,poly,329,,A
16,x_kick,poly,330,,A
28,x_kick,poly,331,,A
36,x_kick,poly,332,,A
42,x_kick,poly,333,,A
52,x_kick,poly,334,,A
62,x_kick,poly,335,,A
101,x_kick,poly,336,,A
126,x_kick,poly,337,,A
130,x_kick,poly,338,,A
139,x_kick,poly,339,,A
159,x_kick,poly,340,,A
179,x_kick,poly,341,,A
183,x_kick,poly,342,,A
202,x_kick,poly,343,,A
245,x_kick,poly,344,,A
253,x_kick,poly,345,,A
265,x_kick,poly,346,,A
273,x_kick,poly,347,,A
279,x_kick,poly,348,,A
289,x_kick,poly,349,,A
299,x_kick,poly,350,,A
347,x_kick,poly,351,,A
355,x_kick,poly,352,,A
367,x_kick,poly,353,,A
375,x_kick,poly,354,,A
381,x_kick,poly,355,,A
391,x_kick,poly,356,,A
401,x_kick,poly,357,,A
428,x_kick,poly,358,,A
436,x_kick,poly,359,,A
448,x_kick,poly,360,,A
456,x_kick,poly,361,,A
462,x_kick,poly,362,,A
472,x_kick,poly,363,,A
482,x_kick,poly,364,,A
519,x_kick,poly,365,,A
527,x_kick,poly,366,,A
539,x_kick,poly,367,,A
547,x_kick,poly,368,,A
553,x_kick,poly,369,,A
563,x_kick,poly,370,,A
573,x_kick,poly,371,,A
611,x_kick,poly,372,,A
619,x_kick,poly,373,,A
631,x_kick,poly,374,,A
639,x_kick,poly,375,,A
645,x_kick,poly,376,,A
656,x_kick,poly,377,,A
666,x_kick,poly,378,,A
690,x_kick,poly,379,,A
698,x_kick,poly,380,,A
710,x_kick,poly,381,,A
718,x_kick,poly,382,,A
724,x_kick,poly,383,,A
734,x_kick,poly,384,,A
744,x_kick,poly,385,,A
769,x_kick,poly,386,,A
782,x_kick,poly,387,,A
806,x_kick,poly,388,,A
814,x_kick,poly,389,,A
826,x_kick,poly,390,,A
834,x_kick,poly,391,,A
840,x_kick,poly,392,,A
850,x_kick,poly,393,,A
860,x_kick,poly,394,,A
920,x_kick,poly,395,,A
928,x_kick,poly,396,,A
940,x_kick,poly,397,,A
948,x_kick,poly,398,,A
954,x_kick,poly,399,,A
964,x_kick,poly,400,,A
974,x_kick,poly,401,,A
998,x_kick,poly,402,,A
1006,x_kick,poly,403,,A
1018,x_kick,poly,404,,A
1026,x_kick,poly,405,,A
1044,x_kick,poly,406,,A
1054,x_kick,poly,407,,A
1078,x_kick,poly,408,,A
1086,x_kick,poly,409,,A
1098,x_kick,poly,410,,A
1106,x_kick,poly,411,,A
1112,x_kick,poly,412,,A
1122,x_kick,poly,413,,A
1132,x_kick,poly,414,,A
1157,x_kick,poly,415,,A
1170,x_kick,poly,416,,A
1194,x_kick,poly,417,,A
1202,x_kick,poly,418,,A
1214,x_kick,poly,419,,A
1222,x_kick,poly,420,,A
1228,x_kick,poly,421,,A
1238,x_kick,poly,422,,A
1248,x_kick,poly,423,,A
1272,x_kick,poly,424,,A
1280,x_kick,poly,425,,A
1292,x_kick,poly,426,,A
1300,x_kick,poly,427,,A
1306,x_kick,poly,428,,A
1316,x_kick,poly,429,,A
1326,x_kick,poly,430,,A
1350,x_kick,poly,431,,A
1358,x_kick,poly,432,,A
1370,x_kick,poly,433,,A
1378,x_kick,poly,434,,A
1384,x_kick,poly,435,,A
1394,x_kick,poly,436,,A
1404,x_kick,poly,437,,A
1430,x_kick,poly,438,,A
1438,x_kick,poly,439,,A
1450,x_kick,poly,440,,A
1458,x_kick,poly,441,,A
1464,x_kick,poly,442,,A
1475,x_kick,poly,443,,A
1485,x_kick,poly,444,,A
1500,x_kick,poly,445,,A
1508,x_kick,poly,446,,A
1520,x_kick,poly,447,,A
1528,x_kick,poly,448,,A
1534,x_kick,poly,449,,A
1544,x_kick,poly,450,,A
1554,x_kick,poly,451,,A
1580,x_kick,poly,452,,A
1588,x_kick,poly,453,,A
1600,x_kick,poly,454,,A
1608,x_kick,poly,455,,A
1614,x_kick,poly,456,,A
1625,x_kick,poly,457,,A
1635,x_kick,poly,458,,A
1659,x_kick,poly,459,,A
1667,x_kick,poly,460,,A
1679,x_kick,poly,461,,A
1687,x_kick,poly,462,,A
1693,x_kick,poly,463,,A
1703,x_kick,poly,464,,A
1713,x_kick,poly,465,,A
1768,x_kick,poly,466,,A
1776,x_kick,poly,467,,A
1788,x_kick,poly,468,,A
1796,x_kick,poly,469,,A
1802,x_kick,poly,470,,A
1812,x_kick,poly,471,,A
1822,x_kick,poly,472,,A
1846,x_kick,poly,473,,A
1854,x_kick,poly,474,,A
1866,x_kick,poly,475,,A
1874,x_kick,poly,476,,A
1880,x_kick,poly,477,,A
1891,x_kick,poly,478,,A
1901,x_kick,poly,479,,A
1925,x_kick,poly,480,,A
1933,x_kick,poly,481,,A
1945,x_kick,poly,482,,A
1953,x_kick,poly,483,,A
1959,x_kick,poly,484,,A
1970,x_kick,poly,485,,A
1980,x_kick,poly,486,,A
2004,x_kick,poly,487,,A
2012,x_kick,poly,488,,A
2024,x_kick,poly,489,,A
2032,x_kick,poly,490,,A
2038,x_kick,poly,491,,A
2049,x_kick,poly,492,,A
2059,x_kick,poly,493,,A
2083,x_kick,poly,494,,A
2091,x_kick,poly,495,,A
2103,x_kick,poly,496,,A
2111,x_kick,poly,497,,A
2117,x_kick,poly,498,,A
2128,x_kick,poly,499,,A
2138,x_kick,poly,500,,A
8,y_kick,poly,501,,A
16,y_kick,poly,502,,A
28,y_kick,poly,503,,A
36,y_kick,poly,504,,A
42,y_kick,poly,505,,A
52,y_kick,poly,506,,A
62,y_kick,poly,507,,A
101,y_kick,poly,508,,A
126,y_kick,poly,509,,A
130,y_kick,poly,510,,A
140,y_kick,poly,511,,A
160,y_kick,poly,512,,A
179,y_kick,poly,513,,A
183,y_kick,poly,514,,A
202,y_kick,poly,515,,A
245,y_kick,poly,516,,A
253,y_kick,poly,517,,A
265,y_kick,poly,518,,A
273,y_kick,poly,519,,A
279,y_kick,poly,520,,A
289,y_kick,poly,521,,A
299,y_kick,poly,522,,A
347,y_kick,poly,523,,A
355,y_kick,poly,524,,A
367,y_kick,poly,525,,A
375,y_kick,poly,526,,A
381,y_kick,poly,527,,A
391,y_kick,poly,528,,A
401,y_kick,poly,529,,A
428,y_kick,poly,530,,A
436,y_kick,poly,531,,A
448,y_kick,poly,532,,A
456,y_kick,poly,533,,A
462,y_kick,poly,534,,A
472,y_kick,poly,535,,A
482,y_kick,poly,536,,A
519,y_kick,poly,537,,A
527,y_kick,poly,538,,A
539,y_kick,poly,539,,A
547,y_kick,poly,540,,A
553,y_kick,poly,541,,A
563,y_kick,poly,542,,A
573,y_kick,poly,543,,A
611,y_kick,poly,544,,A
619,y_kick,poly,545,,A
631,y_kick,poly,546,,A
639,y_kick,poly,547,,A
645,y_kick,poly,548,,A
656,y_kick,poly,549,,A
666,y_kick,poly,550,,A
690,y_kick,poly,551,,A
698,y_kick,poly,552,,A
710,y_kick,poly,553,,A
718,y_kick,poly,554,,A
724,y_kick,poly,555,,A
734,y_kick,poly,556,,A
744,y_kick,poly,557,,A
770,y_kick,poly,558,,A
783,y_kick,poly,559,,A
806,y_kick,poly,560,,A
814,y_kick,poly,561,,A
826,y_kick,poly,562,,A
834,y_kick,poly,563,,A
840,y_kick,poly,564,,A
850,y_kick,poly,565,,A
860,y_kick,poly,566,,A
920,y_kick,poly,567,,A
928,y_kick,poly,568,,A
940,y_kick,poly,569,,A
948,y_kick,poly,570,,A
954,y_kick,poly,571,,A
964,y_kick,poly,572,,A
974,y_kick,poly,573,,A
998,y_kick,poly,574,,A
1006,y_kick,poly,575,,A
1018,y_kick,poly,576,,A
1026,y_kick,poly,577,,A
1044,y_kick,poly,578,,A
1054,y_kick,poly,579,,A
1078,y_kick,poly,580,,A
1086,y_kick,poly,581,,A
1098,y_kick,poly,582,,A
1106,y_kick,poly,583,,A
1112,y_kick,poly,584,,A
1122,y_kick,poly,585,,A
1132,y_kick,poly,586,,A
1158,y_kick,poly,587,,A
1171,y_kick,poly,588,,A
1194,y_kick,poly,589,,A
1202,y_kick,poly,590,,A
1214,y_kick,poly,591,,A
1222,y_kick,poly,592,,A
1228,y_kick,poly,593,,A
1238,y_kick,poly,594,,A
1248,y_kick,poly,595,,A
1272,y_kick,poly,596,,A
1280,y_kick,poly,597,,A
1292,y_kick,poly,598,,A
1300,y_kick,poly,599,,A
1306,y_kick,poly,600,,A
1316,y_kick,poly,601,,A
1326,y_kick,poly,602,,A
1350,y_kick,poly,603,,A
1358,y_kick,poly,604,,A
1370,y_kick,poly,605,,A
1378,y_kick,poly,606,,A
1384,y_kick,poly,607,,A
1394,y_kick,poly,608,,A
1404,y_kick,poly,609,,A
1430,y_kick,poly,610,,A
1438,y_kick,poly,611,,A
1450,y_kick,poly,612,,A
1458,y_kick,poly,613,,A
1464,y_kick,poly,614,,A
1475,y_kick,poly,615,,A
1485,y_kick,poly,616,,A
1500,y_kick,poly,617,,A
1508,y_kick,poly,618,,A
1520,y_kick,poly,619,,A
1528,y_kick,poly,620,,A
1534,y_kick,poly,621,,A
1544,y_kick,poly,622,,A
1554,y_kick,poly,623,,A
1580,y_kick,poly,624,,A
1588,y_kick,poly,625,,A
1600,y_kick,poly,626,,A
1608,y_kick,poly,627,,A
1614,y_kick,poly,628,,A
1625,y_kick,poly,629,,A
1635,y_kick,poly,630,,A
1659,y_kick,poly,631,,A
1667,y_kick,poly,632,,A
1679,y_kick,poly,633,,A
1687,y_kick,poly,634,,A
1693,y_kick,poly,635,,A
1703,y_kick,poly,636,,A
1713,y_kick,poly,637,,A
1768,y_kick,poly,638,,A
1776,y_kick,poly,639,,A
1788,y_kick,poly,640,,A
1796,y_kick,poly,641,,A
1802,y_kick,poly,642,,A
1812,y_kick,poly,643,,A
1822,y_kick,poly,644,,A
1846,y_kick,poly,645,,A
1854,y_kick,poly,646,,A
1866,y_kick,poly,647,,A
1874,y_kick,poly,648,,A
1880,y_kick,poly,649,,A
1891,y_kick,poly,650,,A
1901,y_kick,poly,651,,A
1925,y_kick,poly,652,,A
1933,y_kick,poly,653,,A
1945,y_kick,poly,654,,A
1953,y_kick,poly,655,,A
1959,y_kick,poly,656,,A
1970,y_kick,poly,657,,A
1980,y_kick,poly,658,,A
2004,y_kick,poly,659,,A
2012,y_kick,poly,660,,A
2024,y_kick,poly,661,,A
2032,y_kick,poly,662,,A
2038,y_kick,poly,663,,A
2049,y_kick,poly,664,,A
2059,y_kick,poly,665,,A
2083,y_kick,poly,666,,A
2091,y_kick,poly,667,,A
2103,y_kick,poly,668,,A
2111,y_kick,poly,669,,A
2117,y_kick,poly,670,,A
2128,y_kick,poly,671,,A
2138,y_kick,poly,672,,A
