uc_id,eng,phy
116,0.00000000,0.49221301
116,200.00000000,0.56765326
117,0.00000000,0.72296240
117,200.00000000,0.84921032
119,0.00000000,0.00000000
119,1.00000000,0.15210000
120,0.00000000,0.00000000
120,1.00000000,0.16260000
121,0.00000000,0.00000000
121,1.00000000,0.15960000
122,0.00000000,0.00000000
122,1.00000000,0.15210000
123,0.00000000,0.00000000
123,5.00000000,1.11160319
124,0.00000000,0.00000000
124,5.00000000,1.12043932
125,0.00000000,0.00000000
125,5.00000000,1.11075847
126,0.00000000,0.00000000
126,5.00000000,1.10404701
127,0.00000000,0.00000000
127,5.00000000,1.10451337
128,0.00000000,0.00000000
128,5.00000000,1.11669230
129,0.00000000,0.00000000
129,1.00000000,0.15210000
130,0.00000000,0.00000000
130,1.00000000,0.16260000
131,0.00000000,0.00000000
131,1.00000000,0.15960000
132,0.00000000,0.00000000
132,1.00000000,0.15210000
133,0.00000000,0.00000000
133,1.00000000,0.15210000
134,0.00000000,0.00000000
134,1.00000000,0.16260000
135,0.00000000,0.00000000
135,1.00000000,0.15960000
136,0.00000000,0.00000000
136,1.00000000,0.15210000
137,0.00000000,0.00000000
137,1.00000000,0.15210000
138,0.00000000,0.00000000
138,1.00000000,0.16260000
139,0.00000000,0.00000000
139,1.00000000,0.15960000
140,0.00000000,0.00000000
140,1.00000000,0.15210000
141,0.00000000,0.00000000
141,1.00000000,0.15210000
142,0.00000000,0.00000000
142,1.00000000,0.16260000
143,0.00000000,0.00000000
143,1.00000000,0.15960000
144,0.00000000,0.00000000
144,1.00000000,0.15210000
145,0.00000000,0.00000000
145,1.00000000,0.15210000
146,0.00000000,0.00000000
146,1.00000000,0.16260000
147,0.00000000,0.00000000
147,1.00000000,0.15960000
148,0.00000000,0.00000000
148,1.00000000,0.15210000
149,0.00000000,0.00000000
149,1.00000000,0.15210000
150,0.00000000,0.00000000
150,1.00000000,0.16260000
151,0.00000000,0.00000000
151,1.00000000,0.15960000
152,0.00000000,0.00000000
152,1.00000000,0.15210000
153,0.00000000,0.00000000
153,1.00000000,0.15210000
154,0.00000000,0.00000000
154,1.00000000,0.16260000
155,0.00000000,0.00000000
155,1.00000000,0.15960000
156,0.00000000,0.00000000
156,1.00000000,0.15210000
157,0.00000000,0.00000000
157,1.00000000,0.15210000
158,0.00000000,0.00000000
158,1.00000000,0.16260000
159,0.00000000,0.00000000
159,1.00000000,0.15960000
160,0.00000000,0.00000000
160,1.00000000,0.15210000
161,0.00000000,0.00000000
161,1.00000000,0.15210000
162,0.00000000,0.00000000
162,1.00000000,0.16260000
163,0.00000000,0.00000000
163,1.00000000,0.15960000
164,0.00000000,0.00000000
164,1.00000000,0.15210000
165,0.00000000,0.00000000
165,1.00000000,0.15210000
166,0.00000000,0.00000000
166,1.00000000,0.16260000
167,0.00000000,0.00000000
167,1.00000000,0.15960000
168,0.00000000,0.00000000
168,1.00000000,0.15210000
169,0.00000000,0.00000000
169,1.00000000,0.15210000
170,0.00000000,0.00000000
170,1.00000000,0.16260000
171,0.00000000,0.00000000
171,1.00000000,0.15960000
172,0.00000000,0.00000000
172,1.00000000,0.15210000
173,0.00000000,0.00000000
173,1.00000000,0.15210000
174,0.00000000,0.00000000
174,1.00000000,0.16260000
175,0.00000000,0.00000000
175,1.00000000,0.15960000
176,0.00000000,0.00000000
176,1.00000000,0.15210000
177,0.00000000,0.00000000
177,1.00000000,0.15210000
178,0.00000000,0.00000000
178,1.00000000,0.16260000
179,0.00000000,0.00000000
179,1.00000000,0.15960000
180,0.00000000,0.00000000
180,1.00000000,0.15210000
181,0.00000000,0.00000000
181,1.00000000,0.15210000
182,0.00000000,0.00000000
182,1.00000000,0.16260000
183,0.00000000,0.00000000
183,1.00000000,0.15960000
184,0.00000000,0.00000000
184,1.00000000,0.15210000
185,0.00000000,0.00000000
185,1.00000000,0.15210000
186,0.00000000,0.00000000
186,1.00000000,0.16260000
187,0.00000000,0.00000000
187,1.00000000,0.15960000
188,0.00000000,0.00000000
188,1.00000000,0.15210000
189,0.00000000,0.00000000
189,1.00000000,0.15210000
190,0.00000000,0.00000000
190,1.00000000,0.16260000
191,0.00000000,0.00000000
191,1.00000000,0.15960000
192,0.00000000,0.00000000
192,1.00000000,0.15210000
193,0.00000000,0.00000000
193,1.00000000,0.15210000
194,0.00000000,0.00000000
194,1.00000000,0.16260000
195,0.00000000,0.00000000
195,1.00000000,0.15960000
196,0.00000000,0.00000000
196,1.00000000,0.15210000
197,0.00000000,0.00000000
197,1.00000000,0.15210000
198,0.00000000,0.00000000
198,1.00000000,0.16260000
199,0.00000000,0.00000000
199,1.00000000,0.15960000
200,0.00000000,0.00000000
200,1.00000000,0.15210000
201,0.00000000,0.00000000
201,1.00000000,0.15210000
202,0.00000000,0.00000000
202,1.00000000,0.16260000
203,0.00000000,0.00000000
203,1.00000000,0.15960000
204,0.00000000,0.00000000
204,1.00000000,0.15210000
205,0.00000000,0.00000000
205,1.00000000,0.15210000
206,0.00000000,0.00000000
206,1.00000000,0.16260000
207,0.00000000,0.00000000
207,1.00000000,0.15960000
208,0.00000000,0.00000000
208,1.00000000,0.15210000
209,0.00000000,0.00000000
209,1.00000000,0.15210000
210,0.00000000,0.00000000
210,1.00000000,0.16260000
211,0.00000000,0.00000000
211,1.00000000,0.15960000
212,0.00000000,0.00000000
212,1.00000000,0.15210000
213,0.00000000,0.00000000
213,1.00000000,0.15210000
214,0.00000000,0.00000000
214,1.00000000,0.16260000
215,0.00000000,0.00000000
215,1.00000000,0.15960000
216,0.00000000,0.00000000
216,1.00000000,0.15210000
